time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	x_0AW 	
s 	m 	m 	° 	m/s 	mm 	mm/m 	° 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	mm 	
66.3000	31.8576	0.0001	0.0000	0.8640	1.4794	0.4632	-0.0223	0.5575	2.4012	0.7284	-1.6253	-0.1187	25.6472	14.4496	10.3852	14.4058	-29.1962
66.3250	31.8792	0.0001	0.0000	0.8760	1.5805	-0.2542	-0.0297	2.0864	1.0746	-1.7688	-0.8808	-0.7329	24.5462	16.1927	13.3179	12.6717	-31.3459
66.3500	31.9011	0.0001	0.0000	0.8680	1.8764	-0.9663	-0.0400	3.7994	-0.0466	0.6536	0.7518	-2.6627	26.1089	18.6252	15.9176	9.6322	-32.1433
66.3750	31.9228	0.0001	0.0000	0.8800	2.1613	-1.6420	-0.0412	5.4288	-1.1063	-1.4620	2.1198	-1.8183	25.6472	20.1790	17.6410	5.3866	-33.7800
66.4000	31.9448	0.0001	0.0000	0.8640	2.7623	-2.2091	-0.0425	7.1585	-1.6338	-1.0232	-0.3000	-4.1506	21.6515	21.7230	18.7279	1.6309	-33.8220
66.4250	31.9664	0.0001	0.0000	0.8800	3.4037	-2.8749	-0.0447	9.1248	-2.3173	0.2468	1.6027	-2.8347	19.7602	21.8297	21.1416	-2.9305	-35.2629
66.4500	31.9884	0.0001	0.0000	0.8680	4.1841	-3.3454	-0.0466	10.8415	-2.4732	-4.3659	-1.9734	-3.4414	17.6824	23.7087	23.0020	-7.8594	-36.3400
66.4750	32.0101	0.0001	0.0000	0.8800	5.0776	-3.7688	-0.0388	12.5775	-2.4224	-5.1544	-0.8386	-2.8553	16.4393	24.1992	23.3350	-12.5858	-34.9458
66.5000	32.0321	0.0001	0.0000	0.8640	5.9462	-4.1030	-0.0290	14.1111	-2.2187	-4.4480	-1.9465	-3.4430	13.8288	24.8255	23.0999	-17.9719	-30.9635
66.5250	32.0537	0.0001	0.0000	0.8800	6.8367	-4.3326	-0.0435	15.4586	-1.7851	-9.6066	-2.6130	-1.5152	10.5256	26.4423	23.2175	-21.2987	-29.2708
66.5500	32.0757	0.0001	0.0000	0.8640	7.9216	-4.4031	-0.0477	16.6839	-0.8406	-6.5742	-1.1615	-2.4152	8.4301	26.3016	23.3594	-27.0382	-29.1496
66.5750	32.0973	0.0001	0.0000	0.8760	8.7213	-4.3286	-0.0518	17.3351	0.1074	-10.2060	3.1914	-1.3508	5.1358	26.1704	22.5320	-29.1634	-25.9320
66.6000	32.1192	0.0001	0.0000	0.8640	9.6832	-4.1191	-0.0489	17.8802	1.4862	-11.1050	3.7211	-2.3737	2.5252	26.3889	22.2236	-32.1416	-23.1575
66.6250	32.1408	0.0001	0.0000	0.8800	10.5065	-3.9701	-0.0444	18.4071	2.6059	-12.0182	1.7004	-3.7780	0.5807	25.7820	20.5736	-36.8538	-21.4508
66.6500	32.1628	0.0001	0.0000	0.8680	11.1750	-3.5032	-0.0656	18.1463	4.2036	-15.0185	-0.8728	-0.9780	-3.6725	23.8447	19.5602	-37.4098	-14.9598
66.6750	32.1845	0.0001	0.0000	0.8800	11.7999	-3.1031	-0.0339	17.9751	5.6247	-13.2026	-2.0525	0.6400	-6.6560	23.0485	19.1000	-38.8188	-12.1573
66.7000	32.2065	0.0001	0.0000	0.8640	12.2286	-2.4564	-0.0505	17.1169	7.3403	-14.1766	-1.4192	1.7990	-13.0137	22.3735	18.8797	-35.8877	-8.5853
66.7250	32.2281	0.0001	0.0000	0.8800	12.5089	-1.8959	-0.0432	16.2818	8.7361	-15.4181	-3.3935	-0.2059	-16.1570	20.4896	17.3815	-32.3442	-1.7959
66.7500	32.2501	0.0001	0.0000	0.8640	12.5512	-1.2523	-0.0290	15.0432	10.0592	-13.8662	-2.4073	-0.4129	-18.7053	19.2175	17.1367	-27.7827	0.5077
66.7750	32.2717	0.0001	0.0000	0.8760	12.5553	-0.5486	-0.0485	13.6470	11.4636	-12.1680	-0.3662	1.6017	-21.4935	16.6831	16.2065	-21.4778	4.9096
66.8000	32.2936	0.0001	0.0000	0.8640	12.3807	0.1437	-0.0356	12.0946	12.6667	-12.2609	1.4960	2.5123	-24.5480	14.5953	15.5798	-15.3378	8.8126
66.8250	32.3152	0.0001	0.0000	0.8800	11.9377	0.8916	-0.0402	10.1634	13.7120	-12.3928	1.6640	-1.0036	-27.3273	11.4053	14.5860	-8.0762	13.3218
66.8500	32.3372	0.0001	0.0000	0.8640	11.3952	1.5335	-0.0258	8.3436	14.4468	-14.9614	0.0667	-1.3997	-30.9589	8.5018	13.5871	-3.9531	14.7254
66.8750	32.3588	0.0001	0.0000	0.8800	10.7060	2.0913	-0.0171	6.5443	14.8678	-16.8379	0.6554	0.3055	-32.4595	5.4478	13.2004	1.3341	17.9709
66.9000	32.3808	0.0001	0.0000	0.8640	9.9852	2.6261	-0.0385	4.7593	15.2111	-14.5655	-1.8631	1.4172	-33.0012	1.4955	12.7548	5.0755	22.5734
66.9250	32.4024	0.0001	0.0000	0.8800	9.1122	3.1193	-0.0270	2.9049	15.3195	-14.6046	-0.5568	1.2731	-33.2143	-2.1897	12.2751	9.6982	24.2428
66.9500	32.4244	0.0001	0.0000	0.8640	8.1271	3.3567	-0.0242	1.4472	14.8070	-8.1832	-2.8080	-0.4710	-32.8059	-4.5833	11.1490	12.2570	26.8541
66.9750	32.4460	0.0001	0.0000	0.8800	7.1962	3.5829	-0.0306	0.0662	14.3262	-5.0581	-1.2673	1.6678	-30.7991	-9.2202	9.8173	15.2822	29.5820
67.0000	32.4680	0.0001	0.0000	0.8640	6.2312	3.7175	-0.0056	-1.1665	13.6289	-3.1494	-0.1860	3.0725	-32.0777	-12.8180	8.2408	15.8853	30.1742
67.0250	32.4896	0.0001	0.0000	0.8800	5.2316	3.6741	-0.0111	-2.0799	12.5431	-4.4159	-0.8741	1.1285	-30.7192	-17.5179	6.4097	17.7325	32.6084
67.0500	32.5116	0.0001	0.0000	0.8680	4.4035	3.4485	-0.0194	-2.4591	11.2660	-8.7611	-0.7541	1.9776	-26.7678	-20.5817	3.9764	18.8682	33.4617
67.0750	32.5333	0.0001	0.0000	0.8800	3.5990	3.1934	-0.0159	-2.7559	9.9538	-9.1893	-1.5656	1.3455	-26.5814	-24.5194	0.0940	19.2876	32.8881
67.1000	32.5553	0.0001	0.0000	0.8640	2.9124	2.7107	-0.0149	-2.4819	8.3066	-6.9595	1.1500	2.4238	-22.3371	-27.5005	-2.7114	18.9153	34.3337
67.1250	32.5769	0.0001	0.0000	0.8760	2.3202	2.1578	-0.0214	-1.9738	6.6141	-5.3078	3.0579	-0.1336	-18.4923	-30.2487	-7.4556	19.6552	34.3990
67.1500	32.5988	0.0001	0.0000	0.8640	1.8389	1.5329	-0.0206	-1.2114	4.8893	-1.1088	5.0786	0.0340	-14.9138	-33.6669	-11.3380	17.6053	37.4300
67.1750	32.6204	0.0001	0.0000	0.8800	1.6518	0.8392	-0.0286	-0.0182	3.3218	4.8382	0.4097	-0.8082	-12.4365	-33.9485	-15.3381	15.8430	33.5363
67.2000	32.6424	0.0001	0.0000	0.8640	1.4712	0.0807	-0.0301	1.3107	1.6318	5.8407	-1.3706	-0.9354	-8.1655	-34.6379	-18.8876	14.3916	32.0441
67.2250	32.6640	0.0001	0.0000	0.8800	1.6807	-0.7428	-0.0216	3.1587	0.2026	5.7872	-1.1937	-1.0136	-3.7258	-34.9536	-22.5253	11.4606	28.6307
67.2500	32.6860	0.0001	0.0000	0.8640	1.8666	-1.4342	-0.0342	4.7206	-0.9874	1.5419	0.1349	-2.2598	0.8115	-34.7593	-24.8802	8.5108	26.9241
67.2750	32.7076	0.0001	0.0000	0.8800	2.3664	-2.2516	-0.0281	6.8470	-2.1143	-1.4299	-0.4903	-3.6638	2.5252	-31.9092	-27.4212	5.3913	24.5272
67.3000	32.7296	0.0001	0.0000	0.8680	2.9159	-2.8625	-0.0329	8.6124	-2.7805	-0.9518	0.5973	-2.4499	6.2813	-30.9819	-30.1972	0.1843	22.1910
67.3250	32.7513	0.0001	0.0000	0.8760	3.6076	-3.5664	-0.0341	10.7048	-3.4895	-3.7166	0.5949	-2.7894	10.8542	-28.8261	-30.8777	-4.3960	19.1740
67.3500	32.7732	0.0001	0.0000	0.8640	4.4724	-4.0752	-0.0479	12.5820	-3.6372	-2.6250	2.9613	-2.1121	15.7911	-24.9855	-32.7823	-8.8114	15.5554
67.3750	32.7948	0.0001	0.0000	0.8800	5.3271	-4.4003	-0.0444	14.0837	-3.4294	2.1483	1.9731	-4.3239	17.4516	-22.1985	-33.1543	-14.3058	9.3349
67.4000	32.8168	0.0001	0.0000	0.8640	6.2498	-4.7441	-0.0637	15.6907	-3.1910	1.2172	1.7340	-1.9181	19.7246	-19.1445	-31.8960	-20.1301	6.6583
67.4250	32.8384	0.0001	0.0000	0.8760	7.1974	-4.9108	-0.0301	16.9698	-2.5750	-1.5690	-1.5568	-2.6368	19.9822	-17.5714	-32.3906	-26.1193	2.6620
67.4500	32.8603	0.0001	0.0000	0.8640	8.1972	-4.9480	-0.0531	18.0437	-1.6493	-8.7968	0.2413	-0.5809	24.8747	-14.2794	-29.5020	-31.0106	1.1185
67.4750	32.8819	0.0001	0.0000	0.8800	9.1173	-4.9048	-0.0382	18.8779	-0.6433	-13.9518	-1.4194	-1.9110	24.3863	-10.3952	-27.1764	-35.6427	-4.9761
67.5000	32.9039	0.0001	0.0000	0.8640	9.9771	-4.7664	-0.0454	19.4622	0.4920	-16.1066	0.5661	0.1613	26.8903	-6.4478	-23.8276	-39.2334	-9.0843
67.5250	32.9255	0.0001	0.0000	0.8800	10.7774	-4.3503	-0.0425	19.4345	2.1202	-16.4241	-1.9757	-0.0711	28.1601	-3.7919	-20.2682	-40.3879	-11.7143
67.5500	32.9475	0.0001	0.0000	0.8680	11.4274	-3.9262	-0.0517	19.2405	3.6143	-15.5144	0.0072	2.0828	28.7461	-0.7962	-16.3221	-39.0402	-14.3023
67.5750	32.9692	0.0001	0.0000	0.8760	11.8341	-3.4385	-0.0477	18.6766	4.9915	-11.6152	-0.6603	0.3277	26.9081	3.1172	-11.9990	-37.8151	-18.1074
67.6000	32.9911	0.0001	0.0000	0.8680	12.2518	-2.8486	-0.0398	17.9205	6.5832	-11.6651	-0.1005	-0.3843	29.8383	5.6955	-8.8607	-36.2129	-20.2011
67.6250	33.0128	0.0001	0.0000	0.8800	12.4362	-2.1187	-0.0588	16.6523	8.2201	-12.6532	-0.7747	0.1306	28.5153	8.9582	-4.8754	-32.4526	-23.6984
67.6500	33.0348	0.0001	0.0000	0.8640	12.4276	-1.3920	-0.0444	15.1976	9.6576	-16.5597	0.0755	2.4592	27.3521	10.0167	-2.6918	-28.2729	-28.1517
67.6750	33.0564	0.0001	0.0000	0.8760	12.4322	-0.6737	-0.0470	13.7729	11.0915	-18.0259	-0.9710	0.8080	26.5973	12.9201	0.0450	-23.0753	-28.5946
67.7000	33.0783	0.0001	0.0000	0.8640	12.0912	0.0982	-0.0456	11.8957	12.2866	-20.0452	-0.3320	0.9610	26.4464	15.0225	3.2518	-16.6761	-28.9537
67.7250	33.0999	0.0001	0.0000	0.8800	11.6628	0.8109	-0.0498	10.0492	13.2764	-19.5100	-1.7089	-0.8477	27.1301	17.0133	5.8614	-10.8706	-31.4438
67.7500	33.1219	0.0001	0.0000	0.8640	11.0260	1.5055	-0.0512	8.0301	14.0219	-16.5561	-1.1942	-0.1711	25.0967	17.9018	10.1111	-4.5421	-32.4370
67.7750	33.1435	0.0001	0.0000	0.8800	10.3558	2.1639	-0.0454	6.0497	14.6619	-10.6804	-2.7364	1.4545	22.4063	20.3392	12.5149	-0.2728	-32.9500
67.8000	33.1655	0.0001	0.0000	0.8680	9.6285	2.6522	-0.0382	4.3506	14.9064	-9.4674	-1.1497	2.1774	20.3907	22.1599	14.5223	4.3499	-33.4862
67.8250	33.1872	0.0001	0.0000	0.8800	8.6928	3.1202	-0.0404	2.4835	14.9021	-5.9214	-1.6770	0.6453	19.1031	22.7425	17.6165	7.6484	-34.6753
67.8500	33.2092	0.0001	0.0000	0.8640	7.7354	3.4729	-0.0162	0.8244	14.6464	-6.2781	-0.0590	1.2305	17.9843	23.2281	19.3888	12.0590	-34.6986
67.8750	33.2308	0.0001	0.0000	0.8800	6.8015	3.7459	-0.0296	-0.6529	14.2558	-6.2032	-1.4451	0.1154	16.6968	25.0149	21.0485	14.9288	-34.0645
67.9000	33.2528	0.0001	0.0000	0.8640	5.8944	3.8538	-0.0233	-1.7747	13.5635	-7.3199	-0.1295	2.9876	11.6621	25.0974	22.7328	16.1870	-32.3764
67.9250	33.2744	0.0001	0.0000	0.8800	4.8860	3.7453	-0.0285	-2.5671	12.3391	-7.6480	0.0498	2.0123	10.1705	25.8208	24.8919	17.6147	-29.3594
67.9500	33.2964	0.0001	0.0000	0.8640	4.0013	3.5177	-0.0205	-2.9990	11.0016	-7.4233	-1.3372	-0.3122	5.7396	25.9665	25.6213	18.8870	-26.7807
67.9750	33.3180	0.0001	0.0000	0.8800	3.1955	3.3084	-0.0126	-3.3882	9.7793	-4.7620	0.5535	0.9637	4.6741	25.2673	27.4720	19.0850	-23.4046
68.0000	33.3400	0.0001	0.0000	0.8640	2.5873	2.8111	-0.0408	-3.0068	8.1814	-0.7021	-1.7461	0.2960	1.8860	25.1120	27.3937	20.3855	-22.4067
68.0250	33.3616	0.0001	0.0000	0.8800	2.0730	2.2418	-0.0178	-2.3882	6.5342	-1.0410	0.6806	2.8316	-3.4683	24.8692	27.7120	19.1510	-17.9022
68.0500	33.3836	0.0001	0.0000	0.8640	1.6480	1.6186	-0.0141	-1.5730	4.8689	1.8915	1.4862	1.5752	-5.4306	24.9177	29.1170	16.8089	-10.1335
68.0750	33.4052	0.0001	0.0000	0.8800	1.6217	0.8560	-0.0288	-0.0819	3.3252	2.5229	1.1960	-1.4655	-12.8094	22.8057	28.8526	15.7346	-8.1377
68.1000	33.4272	0.0001	0.0000	0.8640	1.6295	0.1408	-0.0273	1.3492	1.9097	0.6785	0.3783	-3.1437	-15.9527	21.2374	28.3142	13.4162	-4.0202
68.1250	33.4488	0.0001	0.0000	0.8800	1.7318	-0.6590	-0.0112	3.0431	0.4204	-0.0564	0.5453	-2.5012	-17.7730	20.7664	28.2799	9.6794	-0.5555
68.1500	33.4708	0.0001	0.0000	0.8640	2.1543	-1.4385	-0.0264	5.0169	-0.7084	-0.2062	0.7462	-2.0780	-21.7332	18.1348	26.5907	6.7201	2.4941
68.1750	33.4924	0.0001	0.0000	0.8800	2.6106	-2.1919	-0.0173	6.9725	-1.7512	-0.3454	0.9391	-1.4098	-23.5268	15.7120	25.3276	3.1435	6.3878
68.2000	33.5144	0.0001	0.0000	0.8640	3.2207	-2.8021	-0.0228	8.7969	-2.3555	-0.3025	-0.5745	-4.7868	-28.5082	12.8862	22.7768	-1.5357	10.2582
68.2250	33.5360	0.0001	0.0000	0.8800	3.9480	-3.4541	-0.0291	10.8215	-2.9256	-1.6653	0.6643	-4.0981	-28.3839	10.2400	20.7793	-5.5363	15.1264
68.2500	33.5580	0.0001	0.0000	0.8640	4.8865	-3.9353	-0.0258	12.7178	-2.9448	-2.8783	-1.8529	-3.4348	-30.8790	6.7296	19.0363	-10.4889	20.1486
68.2750	33.5796	0.0001	0.0000	0.8760	5.7476	-4.3533	-0.0165	14.4106	-2.9155	-3.4420	0.8077	-1.9050	-30.4528	3.0056	16.7157	-14.4236	22.1770
68.3000	33.6015	0.0001	0.0000	0.8640	6.7619	-4.6301	-0.0465	15.9758	-2.4521	-4.6407	-0.1355	-3.8475	-31.8735	-0.4563	14.3166	-19.7390	24.8770
68.3250	33.6231	0.0001	0.0000	0.8800	7.7234	-4.7739	-0.0388	17.2234	-1.7766	-8.9895	0.9078	-2.5087	-32.9390	-4.0492	11.8246	-24.6491	25.3479
68.3500	33.6451	0.0001	0.0000	0.8640	8.7436	-4.8413	-0.0449	18.3779	-0.8907	-10.9801	-1.1822	-2.6042	-33.4274	-7.7588	8.6619	-28.5885	29.5167
68.3750	33.6667	0.0001	0.0000	0.8800	9.6836	-4.7434	-0.0411	19.1229	0.2442	-14.2444	-0.1955	0.4774	-30.0533	-12.2013	4.5444	-32.1839	30.7758
68.4000	33.6887	0.0001	0.0000	0.8640	10.4910	-4.5103	-0.0273	19.4666	1.5155	-14.6831	-1.4560	-0.3732	-29.3251	-15.5418	1.3718	-34.8888	33.0607
68.4250	33.7103	0.0001	0.0000	0.8800	11.2143	-4.1296	-0.0311	19.4322	2.9965	-13.6200	0.9168	-0.3077	-26.8389	-20.1982	-1.4923	-35.2893	33.9606
68.4500	33.7323	0.0001	0.0000	0.8640	11.8398	-3.7387	-0.0357	19.2798	4.3997	-12.8923	-0.2810	-1.4338	-25.3205	-23.0288	-5.3258	-35.6239	34.1565
68.4750	33.7539	0.0001	0.0000	0.8800	12.2648	-3.2877	-0.0321	18.8072	5.7223	-11.6436	-0.1949	2.1081	-23.7755	-26.5149	-9.1055	-33.5128	34.3337
68.5000	33.7759	0.0001	0.0000	0.8680	12.6809	-2.6312	-0.0350	17.9169	7.4448	-11.5224	-0.3278	1.2461	-20.8541	-29.2874	-12.9243	-30.5629	34.7301
68.5250	33.7976	0.0001	0.0000	0.8760	12.8012	-1.9426	-0.0465	16.6671	8.9354	-14.6296	0.2432	0.6014	-16.8140	-31.5839	-15.8815	-26.4351	33.8301
68.5500	33.8195	0.0001	0.0000	0.8640	12.7651	-1.2391	-0.0201	15.2309	10.2993	-14.7581	0.2155	1.8667	-13.1113	-34.1524	-17.6685	-21.6946	33.8161
68.5750	33.8411	0.0001	0.0000	0.8800	12.4927	-0.4645	-0.0412	13.4170	11.5684	-16.1744	-2.8236	0.8345	-8.6982	-34.9195	-20.2584	-16.9400	33.3405
68.6000	33.8631	0.0001	0.0000	0.8640	12.1935	0.1978	-0.0353	11.7999	12.5872	-14.8508	-0.7905	1.8575	-4.4095	-34.9826	-22.4518	-10.3758	30.3794
68.6250	33.8847	0.0001	0.0000	0.8800	11.6072	0.9840	-0.0333	9.6490	13.5654	-14.8901	-2.2977	0.3417	-1.6747	-34.1379	-23.9989	-6.9170	28.2997
68.6500	33.9067	0.0001	0.0000	0.8640	11.0193	1.6488	-0.0393	7.7381	14.3005	-12.2181	0.6814	1.5678	3.3688	-33.1425	-25.7223	-3.5950	26.9147
68.6750	33.9283	0.0001	0.0000	0.8800	10.2235	2.2206	-0.0456	5.8045	14.6425	-10.7125	-0.5510	0.2670	7.3291	-31.7247	-28.9193	1.4047	22.0978
68.7000	33.9503	0.0001	0.0000	0.8680	9.4112	2.7577	-0.0309	3.9234	14.8990	-9.5424	-0.2480	2.5053	10.6943	-29.5107	-29.8104	6.4233	20.0040
68.7250	33.9720	0.0001	0.0000	0.8800	8.4774	3.1982	-0.0213	2.1130	14.8417	-7.3877	-0.1881	2.3116	13.6956	-26.7432	-31.7590	10.6642	13.4990
68.7500	33.9940	0.0001	0.0000	0.8640	7.4324	3.4521	-0.0190	0.5626	14.3021	-8.4329	-1.2105	0.7404	14.8943	-23.6018	-31.6513	13.5199	11.7224
68.7750	34.0156	0.0001	0.0000	0.8800	6.4820	3.6199	-0.0167	-0.7217	13.6857	-6.3317	-0.2481	1.2687	19.9999	-20.4894	-30.5253	16.1446	7.3344
68.8000	34.0376	0.0001	0.0000	0.8640	5.4639	3.7808	-0.0132	-2.0599	12.9877	-7.1950	-1.8064	0.9111	19.1741	-17.5471	-29.9279	17.2613	3.4967
68.8250	34.0592	0.0001	0.0000	0.8800	4.5473	3.5581	-0.0210	-2.5333	11.6279	-7.2450	-1.3285	2.3101	23.8891	-14.4349	-29.1837	18.4252	-0.3457
68.8500	34.0812	0.0001	0.0000	0.8640	3.7366	3.4212	-0.0153	-3.0716	10.5448	-5.3434	-2.0111	1.0181	26.5352	-11.4876	-26.5350	19.3536	-3.2415
68.8750	34.1028	0.0001	0.0000	0.8760	2.9398	3.0647	0.0003	-3.1590	9.0385	-3.8914	0.4793	1.5932	27.3965	-7.7636	-23.8667	19.7400	-6.5616
68.9000	34.1247	0.0001	0.0000	0.8640	2.3233	2.5759	-0.0126	-2.8028	7.4493	-1.8330	1.9113	0.0556	26.4198	-4.3114	-20.4151	19.4902	-10.5951
68.9250	34.1463	0.0001	0.0000	0.8800	1.9286	2.0305	-0.0114	-2.1122	5.9693	-1.7331	1.2743	-0.5731	28.7461	-1.0535	-16.3515	18.1755	-14.4095
68.9500	34.1683	0.0001	0.0000	0.8640	1.4915	1.3807	-0.0220	-1.2561	4.2392	0.8605	1.3639	1.6231	27.1123	2.2238	-12.7628	17.0163	-18.8814
68.9750	34.1899	0.0001	0.0000	0.8800	1.3333	0.6627	-0.0166	0.0146	2.6520	0.6749	0.8069	-0.6410	28.2844	4.0641	-9.2475	15.4283	-20.9285
69.0000	34.2119	0.0001	0.0000	0.8680	1.4182	-0.0357	-0.0195	1.4892	1.3471	0.4145	0.5220	-1.3719	28.8083	7.5696	-5.1153	11.4418	-24.1461
69.0250	34.2336	0.0001	0.0000	0.8800	1.6623	-0.9252	-0.0128	3.5034	-0.1788	0.9924	0.8177	-2.6258	29.5985	9.8661	-1.3455	9.5804	-24.6683
69.0500	34.2556	0.0001	0.0000	0.8640	2.0657	-1.6374	-0.0201	5.3241	-1.1927	0.0220	-0.8197	-2.6118	28.7461	13.1920	1.8663	6.0086	-28.1796
69.0750	34.2772	0.0001	0.0000	0.8800	2.6066	-2.3965	-0.0137	7.3756	-2.1625	0.8355	-0.3582	-2.7746	28.0979	14.6876	4.8430	1.2116	-30.8096
69.1000	34.2992	0.0001	0.0000	0.8640	3.3333	-3.0301	-0.0221	9.3632	-2.6965	0.9888	-0.0368	-3.5815	27.3432	17.6007	7.0608	-2.6289	-31.6816
69.1250	34.3208	0.0001	0.0000	0.8800	4.0699	-3.6010	-0.0407	11.2358	-3.0960	-1.9829	1.2375	-3.9821	25.8781	19.6497	10.3069	-7.3694	-34.0551
69.1500	34.3428	0.0001	0.0000	0.8640	4.9308	-4.0683	-0.0306	13.0266	-3.1651	-3.0103	0.5612	-2.9913	22.8414	20.9606	12.8674	-12.0346	-33.9945
69.1750	34.3644	0.0001	0.0000	0.8760	5.8811	-4.4211	-0.0428	14.6791	-2.9168	-1.4620	0.0320	-4.0476	21.8823	21.8735	14.8454	-16.1200	-33.5422
69.2000	34.3863	0.0001	0.0000	0.8680	6.8229	-4.6481	-0.0370	16.0727	-2.4269	-6.4850	1.3444	-3.1457	18.5881	23.3883	17.6900	-20.9878	-35.3515
69.2250	34.4080	0.0001	0.0000	0.8760	7.8049	-4.8674	-0.0368	17.4909	-1.8812	-8.0691	0.7662	-3.5196	17.8777	24.4274	19.8001	-25.4313	-33.9479
69.2500	34.4299	0.0001	0.0000	0.8680	8.7151	-4.8579	-0.0326	18.3823	-0.9521	-12.4606	-0.3463	-1.0767	15.8355	24.7673	21.2053	-29.5593	-34.3722
69.2750	34.4516	0.0001	0.0000	0.8800	9.6206	-4.8399	-0.0325	19.2520	-0.0107	-13.0029	-2.4913	-1.9571	12.8342	26.3987	22.1453	-32.9850	-32.6655
69.3000	34.4736	0.0001	0.0000	0.8640	10.4144	-4.5428	-0.0197	19.4545	1.3743	-13.8876	-1.2903	-0.5187	10.3303	26.0199	23.5699	-34.7851	-30.1894
69.3250	34.4952	0.0001	0.0000	0.8800	11.0481	-4.2695	-0.0240	19.5443	2.5518	-12.2680	-2.8042	-2.2378	6.0681	26.4569	24.4219	-36.4250	-28.5993
69.3500	34.5172	0.0001	0.0000	0.8640	11.6905	-3.8013	-0.0368	19.2551	4.1259	-12.2216	-0.7326	0.9028	3.2090	26.4958	25.6360	-34.5637	-26.1605
69.3750	34.5388	0.0001	0.0000	0.8760	12.1180	-3.2482	-0.0224	18.5819	5.6541	-12.2501	-0.8044	0.6352	1.1223	27.4134	25.6556	-32.6081	-20.8446
69.4000	34.5607	0.0001	0.0000	0.8640	12.3823	-2.5761	-0.0403	17.5086	7.2559	-14.2301	1.0849	-0.1136	-1.5858	26.9084	24.5345	-28.8288	-17.9908
69.4250	34.5823	0.0001	0.0000	0.8800	12.4362	-1.8466	-0.0387	16.1110	8.7614	-16.0709	1.0040	-0.9243	-6.8070	25.6752	25.8564	-24.2580	-13.7474
69.4500	34.6043	0.0001	0.0000	0.8640	12.3274	-1.1572	-0.0339	14.6302	10.0246	-18.5040	-0.3533	0.3779	-9.8526	24.3691	24.1820	-18.6835	-9.2289
69.4750	34.6259	0.0001	0.0000	0.8760	12.1417	-0.4706	-0.0392	13.0782	11.2052	-16.5739	-0.9899	1.8011	-14.7984	22.7474	24.5491	-13.8770	-7.8672
69.5000	34.6478	0.0001	0.0000	0.8680	11.6848	0.1736	-0.0271	11.3393	12.0303	-16.0495	-1.7556	0.1743	-18.9007	21.4704	23.8147	-10.4418	-0.6115
69.5250	34.6695	0.0001	0.0000	0.8760	11.2173	0.9590	-0.0277	9.3090	13.1256	-12.7281	-1.6052	0.9129	-21.8487	19.6982	23.3055	-7.2704	3.1470
69.5500	34.6914	0.0001	0.0000	0.8680	10.4960	1.5853	-0.0454	7.3413	13.6506	-12.7353	-1.8962	-0.8640	-23.9087	18.1348	21.9494	-2.7090	6.6676
69.5750	34.7131	0.0001	0.0000	0.8760	9.7147	2.2134	-0.0323	5.3101	14.1194	-8.7932	-1.1361	2.5842	-28.2330	14.8040	20.2799	2.6912	12.6970
69.6000	34.7350	0.0001	0.0000	0.8680	8.9371	2.7062	-0.0336	3.5518	14.3224	-10.2809	-1.0337	1.0835	-28.9699	12.6095	18.5223	8.0206	13.0933
69.6250	34.7567	0.0001	0.0000	0.8800	8.0646	3.1014	-0.0262	1.8929	14.2363	-8.9287	0.8605	2.2504	-31.6693	9.0553	15.9519	11.3240	17.5699
69.6500	34.7787	0.0001	0.0000	0.8640	7.0192	3.4174	-0.0178	0.2185	13.8199	-8.1796	-0.3278	1.2461	-30.2841	5.1128	15.1832	13.4963	19.9434
69.6750	34.8003	0.0001	0.0000	0.8800	6.0230	3.5537	-0.0366	-1.0489	13.0949	-6.6706	0.0397	2.7332	-30.9323	1.6169	12.7451	15.8194	26.1220
69.7000	34.8223	0.0001	0.0000	0.8640	5.0943	3.5646	-0.0292	-1.9992	12.1878	-5.5004	-2.4755	1.6839	-33.1699	-1.8595	11.7120	17.1200	25.3899
69.7250	34.8439	0.0001	0.0000	0.8760	4.3213	3.4649	-0.0201	-2.5738	11.2164	-3.8380	-0.7978	3.7332	-31.5272	-5.3116	8.4171	18.9766	29.3768
69.7500	34.8658	0.0001	0.0000	0.8680	3.4851	3.2412	-0.0223	-2.9650	9.9351	-5.2007	-1.0203	1.9116	-32.2909	-9.3367	5.6166	18.3074	31.4239
69.7750	34.8875	0.0001	0.0000	0.8760	2.7182	2.8348	-0.0260	-2.9231	8.3594	-2.0970	1.4032	1.2403	-29.9467	-13.0170	4.9067	18.9342	32.0534
69.8000	34.9094	0.0001	0.0000	0.8680	2.2825	2.3627	-0.0231	-2.4193	6.9844	-3.2671	0.7428	0.5043	-29.5382	-16.2458	2.9189	18.9719	33.2985
69.8250	34.9311	0.0001	0.0000	0.8800	1.7852	1.8212	-0.0341	-1.8390	5.4095	-2.1541	1.3884	2.5186	-25.1074	-20.4701	-0.2096	17.3415	33.4757
69.8500	34.9531	0.0001	0.0000	0.8640	1.5427	1.1130	-0.0235	-0.6722	3.7577	1.2208	-0.1206	-0.1793	-23.0741	-24.0096	-2.4079	16.3001	33.3684
