time 	x0 	y0 	psi 	u 	v 	heave 	trim 	roll 	z_VF 	z_VA 	n 	T_p 	Qp 	drud 	Xrud 	Yrud 	Qrud 	WG1 	WG2 	WG3 	WG4 	x_0WM 	
s 	m 	m 	° 	m/s 	m/s 	mm 	mm/m 	° 	mm 	mm 	rps 	N 	Nmm 	° 	N 	N 	Nmm 	mm 	mm 	mm 	mm 	mm 	
24.4000	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.1500	-0.6676	-0.3373	1.1784	-1.4785	0.0365	0.1457	-3.4742	-0.0219	-0.0275	-0.0047	-0.2384	6.3730	-0.0524	-0.6656	0.1176	7.1494
24.4250	9.9980	0.0001	0.0000	0.0000	-0.0000	0.1776	-0.2654	0.4695	0.7058	-0.3506	0.0810	0.1638	-4.9271	0.0499	0.0335	-0.0203	-0.0476	4.7303	0.7876	0.4213	0.9140	10.0032
24.4500	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.5091	0.3775	0.4298	-1.2603	0.2422	0.0542	0.1044	-2.5645	0.0270	-0.0123	0.0004	0.3394	-2.4620	-0.3582	0.3332	-0.2452	13.1228
24.4750	9.9980	0.0001	0.0000	0.0000	-0.0000	0.2251	-0.5572	0.5092	1.3339	-0.8837	0.0310	0.0688	-1.9454	0.0331	-0.0402	-0.0022	0.1650	-7.1148	0.0302	0.2646	-0.0096	16.5548
24.5000	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.4247	-0.7396	-0.3969	1.0471	-1.8965	-0.0073	0.1457	-1.6169	0.0545	0.0335	0.0077	0.5792	-9.4856	0.7488	-0.2446	0.4899	17.5620
24.5250	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.6709	0.5745	0.7040	-1.8141	0.4722	0.0377	0.1667	-2.4634	0.0148	0.0286	0.0310	-0.4618	-15.7456	0.3506	0.2744	0.3862	21.6516
24.5500	9.9979	0.0001	0.0000	0.0040	-0.0000	0.4744	-0.8085	-0.9056	2.0833	-1.1344	0.0548	0.1615	-3.9922	0.0163	-0.0087	0.0351	-0.4673	-18.3650	0.7099	-0.5824	0.2495	24.1183
24.5750	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.3716	-0.2987	-0.1664	0.2228	-0.9661	0.0310	0.1108	-4.1817	0.0667	-0.0307	0.0326	-0.1076	-23.9501	-0.8146	-0.2641	0.4852	24.9903
24.6000	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.7244	0.7373	0.1317	-2.1916	0.7429	0.0024	0.1096	-2.2992	-0.0876	0.0212	0.0179	-0.1239	-27.3598	-0.7418	0.0492	-1.6071	25.4706
24.6250	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.1204	-0.8620	-0.2339	1.5951	-1.8358	0.0164	0.0641	-2.2107	0.0071	-0.0087	0.0217	-0.0967	-27.9547	-0.5525	-0.2593	-0.2358	25.7831
24.6500	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.3278	-0.3304	0.3860	0.3298	-0.9854	0.0256	0.1498	-2.0339	-0.1074	-0.0243	-0.0095	0.2958	-31.8173	0.4380	0.5437	0.2495	26.3706
24.6750	9.9980	0.0001	0.0000	-0.0040	-0.0000	0.0023	-0.8531	0.5053	1.7001	-1.6954	-0.0000	0.1638	-3.8532	0.0285	0.0325	0.0259	0.3339	-32.1547	-0.3340	-0.0047	0.2637	26.6970
24.7000	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.2210	0.1737	-0.4207	-0.5667	0.1247	0.0426	0.1557	-3.8911	0.0621	0.0153	-0.0299	0.2576	-33.9395	-0.4214	0.0933	-0.7542	26.3426
24.7250	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.5172	-0.1357	1.0140	-0.2471	-0.7874	0.0444	0.1224	-3.3099	0.0820	-0.0301	0.0125	0.4811	-34.6232	0.0642	0.1079	0.0139	25.6152
24.7500	9.9979	0.0001	0.0000	0.0000	-0.0000	1.0762	-0.6666	-0.4724	2.4028	-0.2504	0.0627	0.0706	-1.3137	0.0392	0.0053	-0.0251	0.0614	-30.6274	0.4672	0.2695	0.0658	22.3603
24.7750	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.4652	0.5810	-0.9096	-1.6214	0.6910	0.0030	0.1597	-2.0718	0.0530	0.0283	-0.0187	0.0723	-27.5552	0.1758	-0.2788	0.1035	18.5413
24.8000	9.9980	0.0001	0.0000	-0.0040	-0.0000	0.4472	-0.1187	-0.1743	0.6835	0.2110	0.0049	0.0700	-4.2322	-0.0234	-0.0038	-0.0213	-0.3855	-25.0689	0.6662	0.2940	-0.0332	14.6523
24.8250	9.9979	0.0001	0.0000	0.0000	-0.0000	0.1789	-0.0800	1.3001	0.3381	0.0197	0.0213	0.1510	-2.9435	0.0514	-0.0200	-0.0156	-0.3474	-21.7747	-0.4554	0.5045	-0.2217	12.3534
24.8500	9.9979	0.0001	0.0000	0.0040	-0.0000	0.6139	-0.3812	-0.2061	1.3726	-0.1447	0.0438	0.0659	-4.0680	0.0224	0.0053	0.0045	-0.1839	-16.4737	-0.1592	-0.2495	-0.4149	8.1100
24.8750	9.9980	0.0001	0.0000	-0.0040	-0.0000	0.2733	-0.5211	-0.1704	1.3103	-0.7636	0.0377	0.1469	-2.1981	-0.0143	0.0328	0.0071	0.1486	-13.4192	-0.4456	-0.2152	-0.0473	5.6618
24.9000	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.2768	-0.1631	0.1953	0.0478	-0.6015	0.0158	0.0875	-2.3371	0.0545	-0.0038	0.0163	0.2903	-7.4078	-0.5136	0.1275	0.1176	0.3040
24.9250	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.1654	-0.4301	0.1993	0.6905	-1.0213	-0.0177	0.1720	-2.5013	-0.1181	-0.0281	0.0290	0.1105	-3.6874	-0.5379	-0.5873	-1.1217	-4.6482
24.9500	9.9979	0.0001	0.0000	0.0000	-0.0000	1.2883	-0.0789	1.0339	1.4454	1.1312	0.0298	0.1044	-3.5752	-0.0066	-0.0236	0.0182	0.2140	1.8356	-0.4262	-0.0145	0.4427	-7.3435
24.9750	9.9979	0.0001	0.0000	0.0040	-0.0000	0.2628	-0.9439	0.4973	2.1412	-1.6155	0.0347	0.1755	-4.2069	0.0041	0.0341	0.0138	0.5138	5.6094	-0.1349	-0.3082	0.6972	-10.3932
25.0000	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.3061	0.7278	1.0498	-1.7544	1.1422	-0.0305	0.1166	-2.5898	0.0331	0.0212	-0.0245	0.3993	10.1734	0.4477	0.1275	0.4757	-12.6734
25.0250	9.9979	0.0001	0.0000	0.0040	-0.0000	0.0298	-0.7266	-0.1545	1.4757	-1.4161	0.0493	0.2011	-2.1476	0.0300	-0.0171	-0.0359	-0.0967	16.1226	0.2729	0.5339	0.3532	-17.4671
25.0500	9.9980	0.0001	0.0000	-0.0040	-0.0000	0.0607	0.0942	0.1317	-0.1269	0.2482	0.0755	0.1230	-2.6656	-0.1227	-0.0333	-0.0187	-0.5545	19.4790	-0.2223	0.5584	0.0658	-20.9737
25.0750	9.9979	0.0001	0.0000	0.0000	-0.0000	0.3630	-0.4216	0.0562	1.2020	-0.4761	0.0639	0.2308	-3.1962	-0.0891	0.0105	-0.0025	-0.4782	22.2138	0.5206	-0.2788	0.0328	-22.4659
25.1000	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.3810	0.8884	0.2231	-2.1490	1.3870	-0.0098	0.1230	-2.7035	-0.1273	0.0319	0.0001	-0.2438	23.2616	0.7682	0.6269	0.5229	-25.1285
25.1250	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.3807	0.2892	-0.1346	-0.9563	0.1948	0.0018	0.2303	-4.2069	0.0316	0.0036	0.0055	-0.2711	25.4548	0.3458	-0.3865	-0.4149	-25.0679
25.1500	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.3998	0.4272	0.8709	-1.2498	0.4503	0.0584	0.1288	-2.9183	-0.0097	-0.0158	-0.0117	-0.0749	27.7279	-0.1203	-0.1271	0.0186	-26.6813
25.1750	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.1170	-0.2832	-0.0790	0.4465	-0.6805	0.1175	0.2553	-2.4634	0.0820	-0.0337	0.0220	-0.1130	30.4983	-0.4456	-0.2348	0.8621	-25.4270
25.2000	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.0210	-0.4280	-0.9016	0.8307	-0.8728	0.0463	0.1836	-2.3244	-0.0081	0.0127	0.0016	0.0233	30.1609	-0.7418	0.0443	0.6359	-25.0353
25.2250	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.6314	1.0606	-0.5002	-2.7419	1.4792	0.0304	0.2180	-2.0212	0.0530	0.0257	-0.0328	0.3067	29.8324	-0.7710	-0.5530	-0.8673	-25.6368
25.2500	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.3501	-1.1264	-0.1664	1.8914	-2.5916	0.0067	0.1895	-2.7414	0.0759	0.0166	-0.0296	0.3067	31.7592	-0.2272	-0.4796	1.0412	-27.8284
25.2750	9.9979	0.0001	0.0000	0.0040	-0.0000	0.1970	-0.6566	-0.6075	1.5037	-1.1098	0.0231	0.2285	-4.6112	0.0331	-0.0061	-0.0267	0.1541	31.8213	-0.1640	0.7004	0.3626	-22.7690
25.3000	9.9980	0.0001	0.0000	-0.0040	-0.0000	0.2021	-0.3808	-0.6115	0.9599	-0.5556	0.0590	0.2268	-6.2158	0.0667	-0.0301	-0.0156	0.0669	28.7224	0.4526	-0.1173	-0.0285	-20.2789
25.3250	9.9979	0.0001	0.0000	0.0040	-0.0000	0.4666	1.0254	-0.0273	-1.5740	2.5073	0.6009	0.3136	-27.2898	0.0194	0.0205	-0.0117	0.3557	28.0920	-0.1349	0.1373	-0.4149	-17.5510
25.3500	9.9980	0.0001	0.0000	-0.0040	-0.0000	0.3682	-0.6252	0.9226	1.6124	-0.8759	1.4606	0.5118	-37.0813	-0.0662	0.0153	0.0099	0.5410	25.9077	-0.0572	-0.2005	0.6218	-14.8417
25.3750	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.2085	0.2845	0.9464	-0.7747	0.3576	2.0755	0.8091	-32.3182	0.0743	-0.0181	0.0103	0.5628	25.8455	-0.1155	-0.4306	-0.4856	-10.5144
25.4000	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.4500	-0.3574	-0.7307	0.2613	-1.1613	2.4475	0.8131	-29.4755	-0.0127	-0.0252	-0.0171	-0.3201	22.6844	-0.3097	0.0198	0.6972	-6.7233
25.4250	9.9979	0.0001	0.0000	0.0000	-0.0000	0.5885	-0.3495	-0.3333	1.2841	-0.1070	2.9394	1.0935	-32.3561	0.1263	-0.0259	0.0310	0.3067	18.3691	0.6177	0.3136	0.2307	-2.7224
25.4500	9.9979	0.0001	0.0000	0.0000	-0.0000	0.4492	-0.5461	0.5371	1.5360	-0.6376	3.5823	1.0376	-44.2450	-0.0127	0.0166	-0.0277	-0.4782	14.8617	-0.7904	-1.0181	0.2967	0.7656
25.4750	9.9979	0.0001	0.0000	0.0000	-0.0000	1.4932	-0.3957	-0.8857	2.2808	0.7057	4.3324	1.3226	-38.9386	0.0041	-0.0217	0.0067	-0.5545	11.0968	-0.7904	0.1226	0.5087	4.6220
25.5000	9.9979	0.0001	0.0000	0.0040	-0.0000	0.4405	-0.2115	0.6444	0.8613	0.0197	4.4249	1.4526	-40.1641	0.0331	-0.0363	-0.0264	-0.4455	6.3464	-0.6496	0.5241	0.1836	6.7064
25.5250	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.4891	0.1988	0.6563	-0.8848	-0.0934	5.2663	1.6694	-45.9127	0.0331	-0.0064	-0.0334	-0.2711	1.3917	-0.3437	-0.0194	0.0422	10.7166
25.5500	9.9980	0.0001	0.0000	0.0000	-0.0000	0.6579	-0.3021	-0.6433	1.2591	0.0567	5.7991	2.0990	-48.2121	-0.0356	-0.0071	-0.0047	-0.3583	-0.9081	0.3409	-0.3865	-0.4384	15.3797
25.5750	9.9980	0.0001	0.0000	0.0000	-0.0000	0.1404	-0.2563	1.1133	0.6506	-0.3697	6.2758	2.4423	-61.3139	-0.0860	-0.0327	-0.0175	-0.1839	-7.4256	-0.4554	0.1765	0.7726	17.5527
25.6000	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.1532	-1.0158	0.0681	1.8682	-2.1747	6.9546	2.8929	-69.8799	0.0530	-0.0703	-0.0289	0.0941	-10.8086	-0.1009	-0.2641	-0.3913	19.8143
25.6250	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.8049	0.6447	-0.4207	-2.0878	0.4781	7.5245	3.3819	-71.9267	0.0194	-0.0067	0.0016	0.1541	-16.7490	0.4866	0.0002	0.9517	23.6287
25.6500	9.9980	0.0001	0.0000	0.0000	-0.0040	-0.3998	-0.0432	0.8709	-0.3139	-0.4857	7.9123	4.1671	-83.5249	0.1171	-0.0320	0.0074	0.4920	-22.4140	0.0593	-0.2886	0.0422	24.2909
25.6750	9.9980	0.0002	0.0000	0.0000	0.0040	-0.2246	0.8996	0.8192	-2.0148	1.5656	8.4748	4.9161	-93.9988	-0.0784	-0.0830	0.0377	0.6337	-24.5983	0.7294	0.7934	-0.4479	25.3447
25.7000	9.9980	0.0001	0.0000	0.0000	-0.0000	0.7043	-0.4288	-0.2379	1.5576	-0.1491	8.9235	5.6290	-105.3191	-0.0647	-0.0570	0.0109	0.1541	-26.9425	0.0836	0.3332	0.0658	23.7873
25.7250	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.0762	1.4579	-0.3254	-2.9775	2.8251	9.4965	6.2806	-119.8738	0.0484	-0.0528	-0.0328	0.6392	-31.0448	0.3021	0.1863	-0.5280	26.9162
25.7500	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.2209	0.0493	1.0537	-0.3190	-0.1227	10.2922	6.7761	-129.8043	0.1156	-0.0749	-0.0149	1.0043	-33.1048	0.1564	-0.3278	-0.6740	26.6737
25.7750	9.9980	0.0001	0.0000	0.0040	-0.0000	0.2073	0.9556	0.2430	-1.6944	2.1090	10.8901	7.6026	-138.6988	-0.0448	0.0079	0.0686	1.9473	-34.5077	0.2050	-0.5285	0.0893	26.6551
25.8000	9.9981	0.0001	0.0000	0.0000	-0.0000	0.4256	0.3584	-0.3174	-0.2876	1.1389	11.4185	8.2426	-151.0299	-0.0494	0.1392	0.3585	4.5471	-33.8507	0.2098	-0.3816	1.0271	24.7572
25.8250	9.9981	0.0001	0.0000	0.0000	0.0040	0.6743	0.6046	0.0323	-0.5289	1.8775	11.9159	9.1292	-163.7526	0.0942	0.2648	0.5181	1.3968	-32.5099	-0.6350	0.9500	0.5794	24.8085
25.8500	9.9981	0.0000	0.0000	0.0000	-0.0040	0.2579	-0.1638	-0.5638	0.5838	-0.0680	12.5095	10.0461	-178.0546	-0.1349	0.5272	0.4002	4.8523	-30.8139	-0.2223	-0.5187	-0.3819	21.5023
25.8750	9.9981	0.0001	0.0000	0.0040	-0.0000	0.9341	0.3058	0.0840	0.3254	1.5427	13.0021	10.9548	-190.4362	0.0316	0.3462	0.3206	1.8110	-27.7949	0.2050	-0.4453	0.6878	20.8448
25.9000	9.9982	0.0001	0.0000	0.0000	-0.0000	-0.0992	0.9243	-0.5400	-1.9386	1.7402	13.4916	11.7358	-208.7180	0.0468	0.4789	0.3811	-5.9395	-23.7459	0.1273	0.3283	-0.1840	14.5823
25.9250	9.9982	0.0001	0.0000	0.0000	-0.0000	0.1232	-0.5367	0.4576	1.1912	-0.9448	13.6547	12.7238	-210.9290	0.0117	0.2233	0.1654	9.1909	-20.8779	0.3215	0.2010	-0.1604	10.4508
25.9500	9.9982	0.0001	0.0000	0.0040	-0.0000	-0.1369	0.4811	-0.2181	-1.0943	0.8206	13.8301	12.6708	-198.4463	-0.1013	0.4604	-0.3593	14.9139	-14.9908	0.0156	0.3723	-0.0897	4.5287
25.9750	9.9983	0.0001	0.0000	0.0040	0.0040	0.2602	0.9307	0.8312	-1.5920	2.1123	13.7728	12.2412	-193.1273	-0.0769	0.1165	0.6258	5.7408	-10.5245	-0.5428	-0.1956	-0.1651	3.7453
26.0000	9.9984	0.0000	0.0000	0.0040	-0.0000	-0.0620	0.6755	-0.3929	-1.4063	1.2823	13.3089	12.2575	-196.4375	-0.0753	0.2619	0.9380	0.4593	-4.2024	0.5351	-0.0781	0.0139	-2.1582
26.0250	9.9985	0.0000	0.0000	0.0040	-0.0000	1.1260	0.9614	0.3900	-0.7871	3.0392	13.6681	12.1771	-197.3724	-0.0249	0.1289	-1.6073	31.0526	-0.4464	0.2487	-0.1222	0.4663	-4.4058
26.0500	9.9986	0.0000	0.0000	0.0000	-0.0000	0.0637	0.4515	-0.0591	-0.8349	0.9622	13.7442	12.1718	-197.5493	0.0484	0.0163	-0.1895	3.5224	5.1654	0.5060	-0.1711	-1.3573	-8.8124
26.0750	9.9986	0.0000	0.0000	0.0080	-0.0000	0.8500	-0.1260	0.0125	1.1007	0.5994	13.7698	12.1853	-197.0187	0.0468	0.4020	1.3898	-3.1871	7.4296	-0.7952	0.1226	-0.0426	-11.4657
26.1000	9.9988	0.0000	0.0000	0.0040	-0.0000	0.2138	0.9420	0.2191	-1.6609	2.0884	13.7381	12.1136	-193.3800	0.0560	0.0176	-1.9858	54.7021	11.2478	-0.4505	0.4262	0.2024	-14.6366
26.1250	9.9989	0.0000	0.0000	0.0040	-0.0000	-1.2099	1.2082	0.4933	-3.6141	1.1944	13.8167	12.0774	-192.6346	-0.1349	0.1963	-0.4632	8.4878	17.4190	-0.1203	-0.1124	0.2024	-20.4141
26.1500	9.9990	0.0000	0.0000	0.0040	-0.0000	1.4834	0.8095	0.3900	-0.1276	3.0943	13.4191	12.1835	-199.0528	0.0163	0.0903	2.6426	-27.4034	18.4135	-0.2514	-0.1662	0.7255	-18.1386
26.1750	9.9991	0.0000	0.0000	0.0040	-0.0000	0.0721	0.8359	0.2748	-1.5914	1.7356	13.9190	12.0448	-196.1848	-0.0188	0.5425	-1.1667	49.5405	20.7043	0.3846	0.1324	-0.4243	-22.9882
26.2000	9.9992	0.0000	0.0000	0.0040	-0.0000	0.9732	0.6902	0.4377	-0.4003	2.3468	13.4617	12.0430	-192.6977	0.0545	-0.0547	-1.5213	32.8513	24.5047	0.1661	0.4262	0.6831	-24.4384
26.2250	9.9993	0.0000	0.0000	0.0080	-0.0000	0.5732	0.5934	-0.4207	-0.6077	1.7541	13.7802	12.1485	-196.6017	0.1186	0.4429	2.6575	-40.6643	28.4560	-0.4262	0.0688	-0.0567	-26.1357
26.2500	9.9995	0.0000	-0.0100	0.0040	-0.0000	1.1562	0.7443	-0.9334	-0.3249	2.6373	13.5111	12.0011	-194.3907	-0.0799	0.1289	0.6526	43.2888	28.9444	-0.1689	0.1667	0.2731	-25.4689
26.2750	9.9996	0.0000	-0.0100	0.0080	-0.0000	0.2243	2.1902	0.2549	-4.1342	4.5829	13.8161	12.1124	-194.9845	-0.0463	0.1402	-0.3769	34.0231	28.7491	-0.4359	-1.0377	-0.1840	-26.3549
26.3000	9.9998	0.0000	-0.0100	0.0040	-0.0000	1.7105	1.1036	0.1552	-0.4857	3.9067	13.4094	12.2360	-197.7135	0.0239	0.3774	2.1873	-23.5608	28.7224	0.7828	-0.5677	-0.0096	-26.1824
26.3250	9.9999	0.0000	-0.0100	0.0040	-0.0000	-0.1461	1.4743	-0.6118	-3.0799	2.7876	13.8282	12.1188	-194.1128	0.0300	0.1817	0.5579	16.5054	29.3351	0.2147	0.0541	-0.5939	-26.3176
26.3500	10.0000	0.0000	0.0000	0.0080	-0.0000	1.1226	0.3128	1.0097	0.5000	1.7452	13.4581	12.0314	-195.1993	0.1003	0.4088	0.0405	21.5961	31.5550	-0.0766	-0.4355	-0.3583	-24.1120
26.3750	10.0002	0.0000	0.0000	0.0040	-0.0000	0.4273	0.4606	-0.4846	-0.4892	1.3438	13.7065	12.3560	-198.6106	-0.1044	-0.0019	0.9868	5.8007	29.1220	0.3166	-0.2886	0.8527	-22.2840
26.4000	10.0003	0.0000	0.0000	0.0080	-0.0040	1.3671	0.9525	-0.4608	-0.5283	3.2626	13.5634	12.1911	-195.8310	-0.0479	0.6878	-0.5817	41.5556	29.2996	-0.9409	-0.2641	-0.2547	-18.5303
26.4250	10.0005	0.0001	0.0000	0.0080	0.0040	0.9016	0.1841	0.3659	0.5351	1.2680	13.5920	12.0395	-197.2840	-0.0372	-0.1777	0.3846	21.3399	25.9521	-0.3825	-0.1026	0.1647	-17.1453
26.4500	10.0007	0.0000	0.0000	0.0080	-0.0040	-0.0524	1.5352	0.3659	-3.1075	3.0026	13.6560	12.2925	-196.9302	0.0636	0.7910	1.5574	-13.3031	24.8066	-0.5185	0.7836	0.8150	-14.1143
26.4750	10.0009	0.0001	0.0000	0.0080	-0.0000	-0.2667	1.6191	-0.3296	-3.4887	2.9554	13.4806	12.2453	-196.7281	-0.0784	0.0212	0.0306	36.0616	22.1517	-0.4214	-0.1026	-0.0756	-9.1295
26.5000	10.0011	0.0001	0.0000	0.0080	0.0040	0.8947	0.2113	-0.2223	0.4742	1.3152	13.7138	12.0413	-194.3023	-0.1380	0.3245	0.2782	1.6584	20.7310	0.1321	-0.0096	-0.9379	-5.0726
26.5250	10.0013	0.0000	0.0000	0.0080	-0.0040	-0.3655	0.3416	0.7554	-1.0453	0.3142	13.4258	12.2779	-196.3111	-0.1166	0.4341	0.6710	-11.4118	18.1915	0.0933	-0.6411	1.0035	-1.9716
26.5500	10.0015	0.0001	0.0000	0.0080	-0.0000	-0.2109	1.3658	-0.1468	-2.9287	2.5070	13.6298	12.2354	-199.0654	-0.0967	0.3871	-0.3033	38.3671	14.1336	-0.3874	-0.2544	0.1270	3.1718
26.5750	10.0017	0.0001	0.0000	0.0080	0.0040	0.2547	-0.3465	-0.2660	0.9442	-0.4349	13.6675	12.0961	-197.2966	-0.1242	0.1308	0.7768	7.8882	8.8859	-0.1300	0.2499	-0.3772	6.2960
26.6000	10.0019	0.0000	0.0000	0.0080	-0.0040	-0.2968	0.2963	-0.5482	-0.8864	0.2928	13.7929	12.1864	-194.8835	-0.0753	0.3871	0.7886	-15.8539	6.5151	0.2778	-0.7635	-0.1463	8.2405
26.6250	10.0021	0.0001	0.0000	0.0120	-0.0000	0.7050	0.5349	-0.0991	-0.3594	1.7694	13.2079	12.1054	-197.3598	-0.1166	0.2846	0.0886	19.8683	0.7790	0.7876	0.3185	0.6736	12.6145
26.6500	10.0024	0.0001	0.0000	0.0080	-0.0000	1.1815	0.0573	-0.2700	1.0675	1.2954	13.9220	12.0984	-195.7047	-0.0677	-0.0314	0.9030	1.7020	-5.2235	-0.1689	-0.3719	-0.9097	15.4963
26.6750	10.0026	0.0001	0.0000	0.0120	-0.0000	0.6611	0.0963	0.4136	0.4696	0.8527	13.4763	12.1870	-195.4520	0.0407	0.6875	0.0708	-13.1287	-7.7452	0.4138	-0.2593	0.3579	18.3221
26.7000	10.0029	0.0001	0.0000	0.0080	-0.0000	0.8119	0.2046	0.5169	0.4047	1.2192	13.8234	12.1829	-200.1014	-0.0112	-0.1517	-0.2297	27.6570	-14.2272	-0.3680	0.0443	-0.2782	20.8961
26.7250	10.0031	0.0001	0.0000	0.0120	-0.0000	0.1204	1.0330	-0.5085	-1.9353	2.1761	13.6273	12.1783	-194.2517	-0.0066	0.4734	1.5348	2.3288	-17.5392	-0.5767	-0.7831	0.3768	22.3277
26.7500	10.0034	0.0001	0.0100	0.0120	0.0000	1.4160	-0.3342	-0.4608	2.0811	0.7509	13.8696	12.1876	-194.1507	-0.0020	0.2171	0.1157	-0.3964	-22.0056	-0.4408	-0.3768	-0.0473	23.7266
26.7750	10.0037	0.0001	0.0100	0.0120	0.0000	1.1846	-0.3000	-1.0410	1.7817	0.5875	13.3436	12.0728	-197.6504	0.0866	0.3767	-0.0748	27.6461	-27.0490	-0.5379	-0.1075	0.6736	26.4079
26.8000	10.0040	0.0001	0.0100	0.0120	0.0000	1.5186	1.0382	0.1393	-0.5475	3.5847	13.8258	12.2465	-195.5910	-0.1074	-0.0171	1.5469	-3.0399	-30.1568	0.2487	-0.0781	-1.3620	26.7110
26.8250	10.0043	0.0001	0.0100	0.0120	0.0000	-0.4483	-0.8500	-0.0991	1.2432	-2.1398	13.4666	12.2150	-196.0079	-0.0417	0.6888	-0.0041	-1.1159	-31.9771	0.1807	-0.5775	0.3862	26.2820
26.8500	10.0046	0.0001	0.0100	0.0120	0.0000	0.5480	0.4265	0.1592	-0.3007	1.3967	13.7570	12.0733	-198.3453	-0.0188	0.0036	-0.6451	24.5066	-33.9306	-0.5088	0.2842	-0.4337	27.3405
26.8750	10.0049	0.0001	0.0100	0.0120	0.0000	0.3298	-0.9910	0.3897	2.3020	-1.6423	13.4514	12.1334	-193.8727	0.0300	0.3527	0.6484	6.1986	-33.9395	-0.1398	0.6906	-0.1698	26.2727
26.9000	10.0052	0.0001	0.0100	0.0120	0.0000	0.2583	1.4037	-0.4807	-2.5351	3.0517	13.6767	12.1707	-195.7679	0.0438	0.4799	-0.4810	2.0508	-34.5077	0.0933	0.3478	-0.1416	24.1043
26.9250	10.0055	0.0001	0.0100	0.0160	0.0000	0.6476	-0.0937	-0.0316	0.8340	0.4612	13.6547	12.1299	-197.8146	-0.0753	0.1694	-0.0308	25.0026	-33.1936	0.8799	-0.1662	0.6124	23.0645
26.9500	10.0059	0.0001	0.0000	0.0120	-0.0000	0.8720	-0.2115	0.4295	1.2929	0.4511	13.5555	12.1992	-197.3092	0.0667	0.1847	1.8272	7.6375	-30.6541	-0.2903	0.5584	0.2354	16.7880
26.9750	10.0062	0.0001	0.0000	0.0120	-0.0000	0.2979	1.1798	0.1433	-2.0498	2.6457	13.6438	12.2156	-196.7154	0.0102	0.4818	-0.1500	-1.8462	-27.2888	0.3021	0.6416	-0.0992	14.6383
27.0000	10.0065	0.0001	0.0000	0.0160	-0.0000	0.3782	0.3408	-0.5681	-0.3000	1.0563	13.7552	12.1363	-194.7192	0.0698	0.2531	-0.6053	6.5038	-22.4140	-0.0815	-0.4012	0.2118	13.3233
27.0250	10.0069	0.0001	0.0000	0.0120	-0.0000	-0.4124	0.6062	-0.0951	-1.6187	0.7939	13.7095	12.1730	-196.5765	0.0377	0.1542	0.3814	7.5231	-18.1519	-0.8486	-0.4453	0.4757	9.5835
27.0500	10.0072	0.0001	0.0000	0.0160	-0.0000	0.7567	-0.0350	0.4255	0.8264	0.6870	13.5086	12.1532	-197.3977	-0.0631	0.7806	-1.2078	37.4678	-12.7355	-0.7321	0.7542	-0.5468	5.2608
27.0750	10.0076	0.0001	0.0000	0.0160	-0.0000	0.0648	0.9268	-0.6674	-1.7795	1.9091	13.7394	12.0972	-194.5550	-0.1502	-0.0025	-0.3434	19.2197	-7.6298	-0.3340	0.6465	-0.8201	2.3930
27.1000	10.0080	0.0001	0.0000	0.0160	-0.0000	-0.0177	0.0812	0.5964	-0.1792	0.1438	13.4563	12.1893	-199.4950	-0.0708	0.4056	2.0429	-6.0703	-1.0058	-0.0426	0.0051	0.8103	-2.0136
27.1250	10.0084	0.0001	0.0000	0.0160	-0.0000	0.6755	1.0754	0.1870	-1.4644	2.8155	13.8794	12.0529	-195.3257	0.0468	0.3910	-0.1503	12.3303	3.1675	0.3264	0.5828	-0.3065	-5.8000
27.1500	10.0088	0.0001	0.0000	0.0160	-0.0000	0.4505	0.3950	-0.1190	-0.3355	1.2365	13.5336	12.1246	-192.9757	0.0270	0.2716	-0.4839	6.4003	5.2009	0.1564	-0.2837	0.8009	-10.1180
