time 	x0 	y0 	psi 	u 	v 	heave 	trim 	roll 	z_VF 	z_VA 	n 	T_p 	Qp 	drud 	Xrud 	Yrud 	Qrud 	WG1 	WG2 	WG3 	WG4 	x_0WM 	
s 	m 	m 	° 	m/s 	m/s 	mm 	mm/m 	° 	mm 	mm 	rps 	N 	Nmm 	° 	N 	N 	Nmm 	mm 	mm 	mm 	mm 	mm 	
39.4500	12.7179	0.0001	0.0000	0.4960	0.0040	1.6397	-0.3482	-0.8421	2.3327	0.9468	13.6547	9.3693	-157.9535	0.0682	0.1259	1.4593	-15.7776	28.2696	10.6440	-1.2580	-3.0207	-24.3824
39.4750	12.7303	0.0000	0.0000	0.4920	-0.0080	2.5445	0.2973	0.2550	1.9530	3.1361	13.8605	9.7307	-157.2712	-0.0188	0.2622	0.1629	28.6871	28.4472	10.1050	-0.3278	-2.3045	-21.6499
39.5000	12.7426	0.0002	0.0000	0.4960	0.0040	1.7106	0.8115	-0.5717	0.0958	3.3254	13.6754	9.6549	-155.3508	0.0423	-0.1083	-0.1181	13.8783	26.2984	8.4154	-1.0965	-2.4930	-19.1877
39.5250	12.7550	0.0001	0.0000	0.4880	-0.0000	2.4996	-0.1964	-1.4546	2.8904	2.1089	13.7004	9.5611	-160.8341	0.0285	0.4474	1.4962	-17.3473	25.0730	7.3326	-0.6362	-2.5825	-16.1707
39.5500	12.7672	0.0001	0.0000	0.5040	-0.0000	1.5989	0.6461	-0.3502	0.3132	2.8846	13.5920	9.7721	-156.4374	0.0804	-0.3360	-0.2446	36.2196	23.8032	5.0458	-0.5040	-1.8992	-12.1465
39.5750	12.7798	0.0001	0.0100	0.4920	0.0001	2.3841	0.1453	-0.8235	2.0949	2.6733	13.8508	8.8686	-153.3546	-0.0967	0.5866	-0.1296	17.0395	19.0084	3.8416	-1.0524	-2.2762	-8.8310
39.6000	12.7921	0.0001	0.0000	0.5000	-0.0000	1.6009	0.3377	0.2975	0.9289	2.2730	13.6152	9.7354	-161.5163	0.0575	-0.2971	1.7747	-17.8760	17.8363	1.9141	-0.7097	-2.3704	-4.4011
39.6250	12.8046	0.0001	0.0100	0.4960	0.0001	1.9848	0.3486	-0.1118	1.2912	2.6785	13.8660	9.1070	-155.0349	0.0194	0.2025	-0.2966	34.5191	14.5154	-0.3485	-1.0475	-2.3186	-0.3256
39.6500	12.8170	0.0001	0.0000	0.5040	-0.0000	2.4350	0.1309	-0.0210	2.1744	2.6955	13.4002	9.4952	-154.9339	0.0698	0.2155	-0.2156	16.5817	13.2545	-1.3390	-0.3572	-2.2244	4.1836
39.6750	12.8296	0.0001	0.0000	0.4960	-0.0000	1.7954	1.3492	-0.0922	-0.8896	4.4804	13.8483	9.7972	-159.6844	-0.1258	-0.0765	1.5421	-13.4775	8.3886	-3.6502	-0.7586	-2.5118	6.0069
39.7000	12.8420	0.0001	0.0000	0.5040	-0.0000	1.6581	0.6822	-0.3661	0.3006	3.0156	13.4648	9.4568	-155.4392	-0.0020	0.3877	-0.1940	35.0532	4.4373	-5.1408	-0.4257	-2.7804	9.3084
39.7250	12.8546	0.0001	0.0000	0.5000	0.0040	2.8761	-0.1064	-0.4298	3.0879	2.6644	13.7454	9.7470	-156.3363	0.0484	-0.1599	0.2836	12.9626	1.7202	-6.7527	-1.2874	-1.6778	13.3839
39.7500	12.8671	0.0000	0.0000	0.5120	-0.0080	2.0366	1.6313	-0.2193	-1.2097	5.2829	13.6194	9.1041	-155.6414	0.0468	0.4572	1.5615	-16.4807	-3.4121	-8.5492	-0.4845	-2.7569	15.0999
39.7750	12.8799	0.0002	0.0000	0.5000	0.0040	1.4624	-0.1945	0.8063	1.8494	1.0754	13.6669	9.2551	-157.4481	0.0178	-0.2520	-0.5747	40.0731	-7.1414	-9.5009	-0.8859	-2.4411	18.8537
39.8000	12.8924	0.0001	0.0000	0.5120	-0.0000	2.5076	1.3307	0.6315	-0.1406	5.1557	13.5902	8.9945	-156.6900	-0.0005	0.4409	0.3830	6.8472	-10.9329	-10.1903	-1.2140	-2.5212	22.2251
39.8250	12.9052	0.0001	0.0000	0.5040	-0.0000	2.9051	0.2989	-0.4926	2.3102	3.5000	13.6334	9.4101	-154.3022	0.0163	0.0332	1.4921	-6.1412	-18.4272	-11.4187	-0.6656	-2.4741	23.7919
39.8500	12.9178	0.0001	0.0000	0.5160	-0.0000	2.4098	0.3314	0.9456	1.7503	3.0692	13.5719	9.5267	-156.0583	0.1095	0.0205	-0.4473	30.8346	-21.2952	-12.4772	-1.4588	-2.6013	24.9950
39.8750	12.9307	0.0001	0.0000	0.5040	-0.0000	2.6025	0.9360	-0.8423	0.7398	4.4653	13.8581	9.3722	-157.0438	-0.1242	0.3851	0.6927	4.9177	-26.3387	-12.9093	-0.8027	-2.2574	26.1235
39.9000	12.9433	0.0001	0.0000	0.5160	-0.0000	1.5963	1.0951	-0.2651	-0.5829	3.7756	13.7844	9.7412	-154.9844	0.0331	-0.0421	1.0330	-8.4467	-31.4177	-13.2298	-1.3902	-2.7569	26.9069
39.9250	12.9562	0.0001	0.0000	0.5120	-0.0040	2.5175	-0.2621	0.3309	3.0391	1.9959	13.5494	9.3571	-157.2965	0.0209	0.3076	-0.5900	33.1728	-33.8151	-14.2882	-0.4257	-2.1867	26.8929
39.9500	12.9690	0.0002	0.0000	0.5200	0.0040	2.3772	0.1677	0.1322	2.0435	2.7109	13.7753	9.2848	-155.4392	0.0300	0.0111	0.9785	1.5821	-36.0705	-13.4191	-0.3865	-2.4129	26.3706
39.9750	12.9820	0.0001	0.0000	0.5120	-0.0040	1.9014	0.9891	-0.2461	-0.0668	3.8696	13.6249	9.1945	-154.3401	-0.0830	0.2482	1.0088	-5.1983	-35.7775	-13.2006	-1.5518	-2.3657	24.3328
40.0000	12.9948	0.0002	0.0000	0.5200	0.0040	2.1115	0.1134	0.3271	1.8857	2.3372	13.7582	8.9514	-155.8056	0.0224	-0.0846	-0.8130	36.6829	-35.8663	-13.0841	-0.7342	-2.5165	26.0815
40.0250	13.0078	0.0001	0.0000	0.5120	-0.0000	1.1386	0.7280	-0.4518	-0.3102	2.5874	13.8051	9.2399	-155.8056	0.0377	0.2771	0.9801	0.5029	-32.9894	-11.6227	-0.4747	-3.2092	21.4231
40.0500	13.0206	0.0001	0.0000	0.5240	-0.0000	1.8885	-0.3141	-0.2697	2.5135	1.2634	13.7747	9.3483	-153.2282	-0.0295	-0.0061	0.9626	0.6719	-29.2778	-10.5982	-1.3070	-2.2479	17.6973
40.0750	13.0337	0.0001	0.0000	0.5160	-0.0000	2.0125	-0.7410	-0.2010	3.4871	0.5378	13.4660	9.3390	-156.2857	-0.0326	0.2431	-0.6544	29.9298	-26.7471	-8.7483	-1.5518	-2.3987	16.1584
40.1000	13.0466	0.0001	0.0000	0.5240	-0.0000	2.1394	1.3176	-0.1409	-0.4826	4.7615	13.9342	9.5611	-153.8221	-0.0387	0.0062	1.1317	-1.1159	-22.6626	-7.1557	-1.1014	-2.7286	12.7684
40.1250	13.0597	0.0001	0.0000	0.5160	-0.0000	2.4337	-0.1828	-0.3794	2.7974	2.0699	13.4776	9.4626	-152.5081	0.0484	0.1639	0.8128	5.5664	-16.3316	-5.6312	-1.2189	-3.3459	8.2872
40.1500	13.0726	0.0001	0.0000	0.5280	-0.0040	2.4374	-0.5627	0.1253	3.5572	1.3176	13.8447	9.3961	-157.9535	-0.0708	0.1107	-0.6123	23.4492	-11.6877	-4.0337	-0.6362	-2.4835	4.8645
40.1750	13.0858	0.0002	0.0000	0.5160	0.0040	1.5352	0.7473	-0.0381	0.0481	3.0224	13.4745	9.4533	-152.5586	-0.1258	0.1649	1.2123	-0.4291	-6.2979	-1.5818	-1.3168	-5.0140	0.2480
40.2000	13.0987	0.0001	0.0000	0.5320	-0.0040	1.8442	0.6828	-0.3913	0.4853	3.2030	13.7266	9.2586	-154.3780	0.0362	0.2878	0.7520	13.1588	-1.9736	1.1518	-2.2225	-2.7474	-3.1794
40.2250	13.1120	0.0002	0.0000	0.5200	0.0040	1.8704	0.2627	0.1565	1.3476	2.3932	13.5433	9.1939	-156.6395	-0.0402	-0.0635	-0.2628	16.8215	2.8745	3.8513	-1.0132	-2.7851	-6.1637
40.2500	13.1250	0.0001	0.0000	0.5320	-0.0040	0.4686	0.6494	-0.3441	-0.8236	1.7608	13.6681	9.0995	-150.1708	-0.1364	0.1675	1.3920	-3.4487	5.6715	5.1817	-1.1111	-3.4213	-11.5216
40.2750	13.1383	0.0002	0.0000	0.5280	0.0040	2.5961	1.4827	0.7448	-0.3545	5.5468	13.5445	9.1776	-154.2643	-0.0219	0.0591	0.3827	23.2857	12.8727	7.2258	-1.4637	-2.2621	-15.0796
40.3000	13.1515	0.0001	0.0000	0.5360	-0.0040	2.3172	0.4902	-0.7186	1.3416	3.2928	13.6176	9.2114	-154.0242	0.0362	0.2447	-0.6317	19.4704	15.2169	9.9497	-1.1160	-2.7427	-17.1267
40.3250	13.1649	0.0002	0.0000	0.5280	0.0040	2.2544	0.0826	0.1914	2.0901	2.4188	13.6359	9.0569	-154.5296	0.0453	-0.0651	1.7517	-10.0764	19.3635	11.2023	-0.5922	-2.9218	-19.3883
40.3500	13.1781	0.0001	0.0000	0.5360	-0.0040	1.8136	1.4353	0.4179	-1.0426	4.6698	13.4709	9.3623	-152.3186	-0.0020	0.1980	0.6194	25.0135	21.1394	12.9114	-0.5628	-2.5966	-22.4566
40.3750	13.1915	0.0002	0.0000	0.5320	-0.0000	2.0385	0.7867	-0.6751	0.4731	3.6039	13.7150	9.1846	-151.3457	0.0606	0.0377	-0.5495	18.9526	25.5969	13.9505	-1.3902	-2.9830	-23.4078
40.4000	13.2048	0.0002	0.0000	0.5360	-0.0000	1.9307	-0.0120	-0.0152	1.9546	1.9067	13.7077	9.1921	-157.4734	-0.1044	0.2216	1.5842	-16.2681	25.5170	15.7032	-0.7195	-3.2940	-25.9819
40.4250	13.2182	0.0002	0.0000	0.5320	-0.0000	1.5817	0.6748	-0.9095	0.2387	2.9246	13.9196	9.4783	-152.2175	-0.0753	0.0740	0.4439	28.3328	29.5571	15.9946	-1.7917	-3.1008	-26.3223
40.4500	13.2315	0.0002	0.0000	0.5440	-0.0000	2.0885	1.3994	-0.8659	-0.6963	4.8733	13.7114	9.0464	-151.9143	-0.1074	0.2372	-0.3087	18.2441	32.0966	16.3393	-0.7146	-2.7380	-25.7114
40.4750	13.2451	0.0002	0.0000	0.5360	-0.0000	2.8481	-0.5974	0.0836	4.0369	1.6593	13.7692	9.3460	-156.4500	0.0392	0.0228	1.4924	-20.6666	31.5727	16.6403	-1.4343	-3.8501	-25.4596
40.5000	13.2585	0.0002	0.0000	0.5440	0.0040	1.1878	1.4111	-0.2702	-1.6202	3.9958	13.5464	9.5057	-151.3963	-0.0326	0.0121	0.1925	32.2572	30.1787	17.9221	-1.4539	-3.3176	-26.1684
40.5250	13.2721	0.0001	0.0000	0.5360	-0.0040	3.8896	0.6324	-0.8027	2.6311	5.1481	13.8654	8.8803	-151.5732	0.1003	0.3744	0.0874	19.3778	30.9600	17.1987	-0.9643	-2.9029	-24.8254
40.5500	13.2855	0.0002	0.0000	0.5440	0.0040	0.9083	0.7336	-0.4207	-0.5517	2.3682	13.5129	9.4241	-154.7570	-0.1395	-0.0080	1.3694	-16.7423	29.7169	17.1016	-0.8517	-3.2092	-22.3726
40.5750	13.2991	0.0001	0.0000	0.5400	-0.0040	2.3476	0.5715	0.2390	1.2104	3.4849	13.8940	9.2708	-153.0514	-0.0692	0.1162	-0.0382	35.1731	29.7169	15.4119	-1.4979	-3.6098	-20.9131
40.6000	13.3126	0.0002	0.0000	0.5480	0.0040	2.2665	-0.7256	-0.4016	3.7105	0.8225	13.4015	8.8675	-151.2194	-0.0234	0.2907	0.3706	14.0200	27.6036	14.0476	-1.7966	-2.9265	-17.9753
40.6250	13.3263	0.0001	0.0000	0.5400	-0.0000	2.0109	0.7976	-0.6204	0.4237	3.5982	13.8136	9.4766	-155.5530	-0.0234	0.0818	1.4793	-14.7910	23.8565	12.3725	-1.3657	-2.8935	-12.9765
40.6500	13.3398	0.0001	0.0000	0.5520	-0.0000	2.4820	1.2387	-0.1795	0.0170	4.9469	13.5147	8.9794	-153.6073	0.0117	0.0666	-0.1793	34.9170	22.1339	11.2606	-1.5224	-3.0160	-11.8900
40.6750	13.3536	0.0001	0.0000	0.5400	-0.0000	2.4053	0.4568	-0.3507	1.4964	3.3143	13.8124	8.9566	-152.4955	-0.0173	0.3436	0.4420	11.9379	20.1538	8.7698	-1.9826	-3.7464	-5.5622
40.7000	13.3671	0.0001	0.0000	0.5560	-0.0000	3.2830	0.2400	-0.0963	2.8053	3.7606	13.5464	9.5162	-154.1126	0.0300	-0.0865	1.4972	-15.3633	18.4135	6.6043	-1.3021	-2.7945	-2.8669
40.7250	13.3810	0.0001	0.0000	0.5440	-0.0000	2.4577	0.7305	0.4011	1.0039	3.9114	13.6529	8.9835	-152.3691	0.0957	0.2122	-0.2876	32.1699	14.0892	5.0652	-0.6705	-2.7898	0.9008
40.7500	13.3946	0.0001	0.0000	0.5520	-0.0000	2.0564	1.0173	-0.0113	0.0319	4.0809	13.6486	9.0977	-151.9648	-0.1151	0.1318	0.4448	11.1640	9.8804	1.2683	-1.0769	-4.7077	6.2214
40.7750	13.4084	0.0001	0.0000	0.5480	-0.0000	3.4201	0.8745	0.3579	1.6799	5.1603	13.6450	9.5430	-153.7842	0.0010	0.1483	1.3640	-8.7465	7.9446	-0.8729	-0.8223	-2.6249	7.3639
40.8000	13.4221	0.0001	0.0000	0.5600	-0.0000	2.4303	-0.0174	0.4136	2.4649	2.3958	13.5525	8.8797	-151.8637	-0.0127	0.0491	-0.3603	37.1516	3.8068	-3.7716	-1.3119	-3.3977	10.7213
40.8250	13.4361	0.0001	0.0000	0.5520	0.0040	2.7705	1.2334	-0.5954	0.3160	5.2251	13.7436	9.0371	-154.7444	0.1079	0.1866	0.6726	9.3381	0.4327	-6.2429	-2.1491	-3.9443	15.8740
40.8500	13.4499	0.0000	0.0000	0.5600	-0.0040	3.0760	0.2296	-0.5954	2.6192	3.5328	13.8313	9.4329	-150.2466	-0.1242	0.0942	1.2700	-6.0921	-5.6319	-9.1853	-1.3168	-3.4637	17.5714
40.8750	13.4639	0.0001	0.0000	0.5520	-0.0000	2.4929	-0.2718	0.9426	3.0338	1.9520	13.5458	8.9083	-152.7481	-0.0555	0.1902	-0.3201	29.7718	-8.1626	-11.5644	-1.7378	-3.3553	21.9407
40.9000	13.4777	0.0001	0.0000	0.5600	-0.0000	1.9180	1.3856	0.3272	-0.8395	4.6754	13.8075	9.2772	-154.5675	-0.0188	0.1470	0.8039	3.5333	-15.3993	-12.5597	-2.1638	-3.3647	22.0712
40.9250	13.4917	0.0001	0.0000	0.5560	-0.0000	1.4527	0.5147	0.6650	0.4285	2.4769	13.5865	9.3431	-150.0697	0.0194	0.0575	1.1448	5.1140	-19.3773	-14.1474	-1.3755	-3.0584	24.4121
40.9500	13.5056	0.0001	0.0000	0.5640	-0.0000	3.1209	-0.2290	0.3437	3.5766	2.6652	13.7905	8.6017	-154.4285	0.0881	0.2126	-0.4078	26.2126	-24.1011	-14.9923	-1.6350	-4.0621	25.2794
40.9750	13.5197	0.0001	0.0000	0.5640	-0.0000	2.4184	-0.0072	0.0821	2.4327	2.4041	13.6560	9.4305	-152.4323	-0.0494	0.1246	1.0193	0.3176	-27.5374	-16.2644	-1.3364	-4.0951	27.4431
41.0000	13.5338	0.0001	0.0000	0.5600	-0.0000	2.1830	-0.0331	-0.3590	2.2488	2.1172	13.9098	9.1915	-148.5662	0.0316	0.0539	0.9763	4.7924	-30.3699	-17.8278	-2.0414	-3.7040	25.4053
41.0250	13.5478	0.0001	0.0000	0.5560	-0.0000	1.5893	0.9593	0.2775	-0.3198	3.4984	13.3905	8.7212	-154.3780	0.0438	0.1821	-0.2226	27.9840	-34.6321	-18.0706	-1.2727	-4.0857	26.0069
41.0500	13.5617	0.0001	0.0000	0.5680	-0.0000	1.2736	0.2648	0.1502	0.7467	1.8004	13.9330	9.6718	-150.9414	0.1003	0.0517	1.0349	-2.6802	-34.7652	-18.7503	-0.9447	-3.6098	28.2358
41.0750	13.5759	0.0001	0.0000	0.5640	-0.0000	3.1900	-0.3184	0.2576	3.8237	2.5563	13.5652	9.2662	-152.2175	-0.1349	0.1636	0.6430	11.7417	-34.9251	-18.2016	-1.2286	-3.8501	24.7898
41.1000	13.5900	0.0001	0.0000	0.5680	-0.0000	2.0246	0.6050	-0.2267	0.8207	3.2286	13.7972	8.8214	-153.3546	-0.0295	0.1918	-0.1185	25.7820	-34.0638	-16.8616	-1.7721	-3.2893	23.7826
41.1250	13.6042	0.0001	0.0000	0.5680	-0.0000	2.8656	-0.2970	-0.3540	3.4566	2.2747	13.4319	9.5972	-151.2699	-0.0280	0.0834	1.1658	-3.3942	-31.5775	-16.5945	-1.7721	-4.6040	21.0314
41.1500	13.6184	0.0001	0.0000	0.5720	-0.0000	2.3085	-0.4386	-0.3053	3.1812	1.4357	13.7235	8.8867	-151.7753	0.0652	0.1438	0.5219	7.8937	-31.1158	-14.3562	-1.5909	-3.4684	17.7486
41.1750	13.6327	0.0001	0.0000	0.5640	-0.0000	0.6564	0.2936	1.1213	0.0721	1.2407	13.5951	8.6530	-151.6490	0.1034	0.1658	-0.1927	23.3620	-24.7759	-12.8899	-1.4685	-3.3694	13.4026
41.2000	13.6468	0.0001	0.0000	0.5800	-0.0000	3.2894	1.0430	-0.2489	1.2139	5.3648	13.5890	9.4760	-151.4721	-0.1288	0.1003	1.2499	-2.2659	-20.4694	-10.3457	-0.9153	-3.2846	10.5581
41.2250	13.6613	0.0001	0.0000	0.5680	-0.0000	1.4506	0.5350	0.3591	0.3861	2.5152	13.5549	8.9223	-150.2087	0.0132	0.1730	0.6656	13.8129	-16.6335	-7.8792	-2.1785	-4.0103	6.5338
41.2500	13.6755	0.0001	0.0000	0.5760	-0.0000	2.8658	0.4468	-0.4757	1.9768	3.7548	13.5451	8.8290	-152.1543	-0.0280	0.1918	-0.1296	22.7516	-9.3879	-4.7960	-1.1699	-3.1103	3.4236
41.2750	13.6899	0.0001	0.0000	0.5680	-0.0000	1.1222	0.5895	0.1363	-0.0509	2.2952	13.6474	9.5728	-150.5624	0.0316	0.1360	1.3917	-1.6555	-6.0759	-1.5235	-1.0720	-3.6804	-0.4282
41.3000	13.7041	0.0001	0.0000	0.5800	-0.0040	2.5523	-0.1651	-0.7381	2.8809	2.2238	13.4751	8.9881	-151.2068	0.1079	0.2486	0.7539	18.7564	0.1841	0.6517	-1.2874	-3.9726	-5.1565
41.3250	13.7186	0.0002	0.0000	0.5680	0.0040	1.9094	0.6445	0.5767	0.6268	3.1920	13.7150	8.8010	-150.4361	-0.1258	0.1775	0.1081	22.9260	4.3130	4.1621	-0.9153	-3.2563	-7.9870
41.3500	13.7328	0.0001	0.0000	0.5840	-0.0000	3.6459	0.1598	0.0440	3.3280	3.9639	13.5963	9.3903	-151.8511	0.0102	0.0036	1.4519	-5.5580	7.5717	6.7257	-1.9679	-3.9349	-11.2139
41.3750	13.7474	0.0001	0.0000	0.5720	-0.0000	3.1712	0.1937	0.6761	2.7857	3.5568	13.9805	9.0971	-150.3224	-0.0143	0.1934	0.5688	24.9100	14.6930	9.9108	-0.5285	-4.4485	-14.7485
41.4000	13.7617	0.0001	0.0000	0.5840	-0.0040	3.1724	-1.0937	-0.1985	5.3488	0.9961	13.5269	8.7649	-148.2251	-0.1074	0.1620	0.1488	18.3640	15.4300	12.8580	-1.0083	-4.0810	-17.9614
41.4250	13.7763	0.0002	0.0000	0.5760	0.0040	2.5153	0.1546	-0.2391	2.2077	2.8230	13.7990	9.1158	-153.7842	-0.0127	0.1555	1.4618	-6.6263	19.5589	15.2711	-0.9006	-3.3035	-21.6219
41.4500	13.7907	0.0001	0.0000	0.5840	-0.0000	2.6253	0.3291	0.0989	1.9703	3.2802	13.5366	9.1099	-148.0356	0.0194	0.0676	0.3649	26.6596	25.1884	17.5968	-1.7378	-3.6192	-22.9928
41.4750	13.8053	0.0001	0.0000	0.5800	-0.0000	2.5964	0.1053	-0.3099	2.3868	2.8059	13.8471	8.8074	-149.5769	0.0239	0.2353	0.0249	18.1569	27.5060	18.9806	-0.9006	-4.3637	-23.4265
41.5000	13.8198	0.0001	0.0000	0.5880	-0.0000	2.7739	-0.0477	-0.0765	2.8687	2.6790	13.5147	9.2819	-153.9737	-0.0738	0.0899	1.4229	-6.5554	28.9444	20.8353	-1.7966	-4.1281	-26.6394
41.5250	13.8345	0.0001	0.0000	0.5800	-0.0000	2.9960	-0.7058	-0.0053	4.4004	1.5915	13.8617	9.2469	-147.8460	-0.1502	0.1879	0.4410	31.4069	29.2286	21.3743	-1.3315	-3.6475	-27.3108
41.5500	13.8490	0.0001	0.0000	0.5920	-0.0000	1.9249	1.2290	0.2088	-0.5208	4.3706	13.3528	8.7719	-150.0191	-0.0280	0.2119	0.4158	10.1011	29.9655	22.0346	-0.8615	-4.4768	-27.4414
41.5750	13.8638	0.0001	0.0000	0.5840	-0.0000	1.4625	-0.1884	-0.4030	1.8373	1.0876	13.7984	9.1210	-152.7608	0.0362	0.1204	1.4347	-3.0562	32.5139	23.4038	-1.0573	-4.1375	-26.7093
41.6000	13.8784	0.0001	0.0000	0.5920	-0.0000	2.4807	0.3824	-0.4268	1.7196	3.2418	13.5543	9.1420	-149.1600	0.1034	0.1341	0.2412	29.8644	32.0256	23.8505	-0.4208	-3.6145	-27.0497
41.6250	13.8932	0.0001	0.0000	0.5840	-0.0040	2.0890	0.3161	-0.6578	1.4599	2.7181	13.6931	8.5988	-150.0318	0.1110	0.2366	0.5841	6.0351	29.2463	23.1513	-1.4196	-4.6088	-23.8788
41.6500	13.9078	0.0002	0.0000	0.5960	0.0040	3.3549	-0.5065	-0.3246	4.3628	2.3469	13.6273	8.9852	-148.9579	-0.1517	0.1847	1.3697	-0.5436	27.7723	22.0298	-1.3559	-3.8501	-22.5265
41.6750	13.9227	0.0001	0.0000	0.5880	-0.0040	1.5415	0.2458	-0.3841	1.0524	2.0306	13.5890	9.2376	-151.0046	-0.0188	0.0546	-0.0117	28.8234	27.1952	21.6607	-1.0769	-3.7511	-18.9919
41.7000	13.9374	0.0002	0.0000	0.5960	0.0040	2.4395	-0.2858	0.4142	3.0082	1.8708	13.7314	8.6582	-148.8568	-0.0417	0.0893	0.4910	4.1928	26.7956	20.5343	-1.7672	-4.0056	-16.5065
41.7250	13.9523	0.0001	0.0000	0.5880	-0.0040	1.9367	-0.0537	-0.5829	2.0436	1.8297	13.4989	8.9520	-150.0318	0.0468	0.1535	1.1598	-2.9200	25.6857	17.8736	-1.2776	-5.0753	-12.8133
41.7500	13.9670	0.0002	0.0000	0.6000	-0.0000	3.3689	0.6847	0.1158	2.0063	4.7314	13.5488	9.2726	-151.5858	0.0545	0.0630	-0.2093	28.9542	20.6688	16.0091	-1.2482	-5.5700	-9.7870
41.7750	13.9820	0.0002	0.0000	0.5920	-0.0000	2.7859	0.4127	-0.5248	1.9647	3.6071	13.7442	8.9934	-151.4594	0.0423	0.2057	0.4687	3.0428	19.3014	12.5715	-1.5224	-5.1554	-4.5830
41.8000	13.9968	0.0002	0.0000	0.6000	-0.0000	3.0473	-1.2008	-0.2982	5.4369	0.6578	13.8374	9.0132	-151.0804	-0.0020	0.0906	0.9817	4.6507	14.4532	9.8525	-1.3755	-5.0234	-2.2234
41.8250	14.0118	0.0002	0.0000	0.5920	0.0040	1.7756	0.7892	0.1033	0.2051	3.3461	13.5238	9.1403	-152.0659	0.0682	0.1366	-0.1127	28.8179	13.3611	7.0899	-0.8468	-4.4061	1.4930
41.8500	14.0266	0.0001	0.0000	0.6040	-0.0040	2.7734	-0.1044	0.2598	2.9812	2.5655	13.8276	9.2172	-151.5858	0.0362	0.1065	0.7841	0.2304	9.7916	3.4581	-1.3266	-4.9056	6.3846
41.8750	14.0417	0.0002	0.0000	0.5960	-0.0000	2.8654	0.3805	-0.0969	2.1082	3.6226	13.5811	8.9479	-149.0716	-0.0036	0.1211	0.8453	-1.4320	5.9024	0.3506	-1.1454	-5.0753	9.9845
41.9000	14.0566	0.0002	0.0000	0.6040	-0.0000	2.6151	1.0249	-0.7130	0.5755	4.6547	13.8520	8.9071	-151.0931	0.0423	0.0682	-0.2978	27.4499	1.2673	-3.4997	-0.8174	-4.3354	13.0901
41.9250	14.0717	0.0002	0.0000	0.5960	0.0040	2.6066	-0.2102	0.3955	3.0249	2.1884	13.6578	9.2230	-149.5517	-0.0983	0.0036	0.7363	0.8844	-3.6341	-7.4373	-1.3755	-4.4203	16.8113
41.9500	14.0866	0.0001	0.0000	0.6080	-0.0000	1.1371	0.6860	0.0067	-0.2280	2.5021	13.9044	8.9829	-147.8081	-0.0753	0.1989	0.8064	5.1521	-5.6852	-11.5547	-1.5224	-3.7794	18.7978
41.9750	14.1018	0.0001	0.0000	0.5960	-0.0000	1.2737	-0.3345	-0.7680	1.9394	0.6080	13.3893	8.7043	-150.6509	0.0087	0.0925	-0.3950	24.5502	-11.4124	-13.9241	-1.2776	-4.3637	21.2412
42.0000	14.1167	0.0001	0.0000	0.6120	-0.0040	2.7027	0.9112	-0.0966	0.8894	4.5159	13.9336	9.1822	-151.3078	0.0255	0.0948	0.7529	-2.1188	-15.0175	-16.3566	-1.0230	-3.9962	22.4256
42.0250	14.1320	0.0002	0.0000	0.6040	0.0040	2.4611	0.1528	-0.5699	2.1569	2.7652	13.4672	9.1758	-148.9958	0.1018	0.0854	0.8612	12.4176	-19.8212	-19.1387	-1.5469	-5.0093	25.2794
42.0500	14.1471	0.0001	0.0000	0.6120	-0.0000	1.7884	-0.4535	-0.2171	2.6910	0.8859	13.7844	8.7194	-151.3836	-0.1288	0.1775	-0.1529	22.4464	-25.1666	-21.0517	-0.9251	-5.1177	24.5520
42.0750	14.1624	0.0001	0.0000	0.6000	-0.0000	2.5292	1.2719	-0.4233	-0.0020	5.0603	13.4459	9.3064	-150.2971	-0.1319	0.1172	0.8396	-4.3916	-31.2490	-23.4794	-0.8027	-4.2695	26.1188
42.1000	14.1774	0.0001	0.0000	0.6160	-0.0000	3.4069	-0.6857	0.0964	4.7715	2.0424	13.7047	9.1892	-148.5662	-0.1258	0.0809	0.6156	14.5105	-31.7462	-24.1640	-1.1748	-4.8773	25.2701
42.1250	14.1928	0.0001	0.0000	0.6080	-0.0040	2.6914	0.4808	-0.5196	1.7345	3.6482	13.5835	8.7212	-151.6742	0.0560	0.1535	0.0361	20.8003	-34.9073	-24.7321	-1.3021	-3.9443	26.8462
42.1500	14.2080	0.0002	0.0000	0.6120	0.0040	1.9640	0.7507	0.1441	0.4702	3.4578	13.5646	8.9974	-149.0842	-0.0784	-0.0249	1.0537	-4.9366	-34.5699	-25.3973	-0.6656	-3.9773	26.6970
42.1750	14.2233	0.0001	0.0000	0.6080	-0.0040	2.7117	-0.6408	0.5610	3.9869	1.4365	13.5488	9.2318	-146.7342	0.0621	0.1873	0.3569	15.9004	-36.2392	-24.0912	-0.5187	-5.7161	25.3214
42.2000	14.2385	0.0002	0.0000	0.6200	0.0040	2.0901	0.9638	0.1600	0.1721	4.0081	13.6876	9.0085	-152.1291	0.0178	0.0046	-0.0121	20.6695	-34.1437	-22.5472	-1.8406	-4.5758	22.5236
42.2250	14.2540	0.0001	0.0000	0.6080	-0.0040	2.2084	0.3945	-0.0945	1.4233	2.9934	13.6693	8.9701	-151.5353	-0.0143	0.1898	1.1015	-6.0322	-30.9116	-19.5223	-1.1601	-5.0847	20.6024
