time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	x_0AW 	
s 	m 	m 	° 	m/s 	mm 	mm/m 	° 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	mm 	
28.9750	35.9973	0.0001	0.0000	0.0000	0.0804	0.0010	0.0078	0.0784	0.0825	0.0377	0.8002	0.3260	29.4613	-2.1117	-0.0875	-0.2518	-23.4417
29.0000	35.9973	0.0001	0.0000	0.0000	0.0551	0.0102	0.0038	0.0348	0.0755	0.1554	1.3344	0.4035	26.9839	-0.8783	-0.0141	-0.4309	-26.5100
29.0250	35.9973	0.0001	0.0000	0.0000	0.0465	-0.0103	0.0066	0.0670	0.0259	0.2090	-0.7064	0.4409	27.7031	-1.3445	-0.2980	-0.5817	-28.3333
29.0500	35.9973	0.0001	0.0000	0.0000	0.0035	-0.0515	0.0103	0.1060	-0.0989	0.1947	0.8061	0.5566	26.0959	-1.5727	0.1573	-0.6146	-30.4783
29.0750	35.9973	0.0001	0.0000	0.0000	0.0084	-0.0236	-0.0051	0.0553	-0.0386	-0.1050	-0.0358	-1.2017	26.7708	-1.6650	0.0202	0.0168	-31.6907
29.1000	35.9973	0.0001	0.0000	0.0000	-0.0038	-0.0245	0.0055	0.0450	-0.0526	0.1625	-0.1810	0.7909	25.0393	-0.8396	0.2161	0.5964	-32.9171
29.1250	35.9973	0.0001	0.0000	0.0000	0.0180	-0.0348	-0.0051	0.0873	-0.0512	-0.3726	-0.6364	-0.4736	22.6596	-1.8057	0.3090	0.3325	-33.5373
29.1500	35.9973	0.0001	0.0000	0.0000	0.0150	-0.0453	0.0136	0.1052	-0.0751	0.1733	-0.1365	-0.9920	21.1590	-1.7912	0.6322	0.3090	-34.3160
29.1750	35.9973	0.0001	0.0000	0.0000	0.0820	0.0109	0.0017	0.0603	0.1037	-0.2905	1.0162	0.2861	19.5608	-2.3447	0.1427	0.1535	-34.3207
29.2000	35.9973	0.0001	0.0000	0.0000	0.0483	0.0245	0.0025	-0.0005	0.0972	-0.2869	-0.1204	0.9912	17.7671	-2.1117	-0.7632	-0.4733	-33.8590
29.2250	35.9973	0.0001	0.0000	0.0000	0.0024	-0.0159	-0.0078	0.0340	-0.0291	-0.3012	-0.2981	-0.5613	15.6005	-1.9708	0.4119	0.6435	-33.3228
29.2500	35.9973	0.0001	0.0000	0.0000	0.0076	-0.0047	0.0119	0.0169	-0.0017	-0.3298	0.1495	-0.7098	13.8068	-1.7232	-0.2099	-1.0152	-32.6513
29.2750	35.9973	0.0001	0.0000	0.0000	-0.0225	0.0212	0.0027	-0.0647	0.0196	-0.3404	-0.2135	1.3772	9.8290	-1.8495	-0.1267	-0.2236	-30.5296
29.3000	35.9973	0.0001	0.0000	0.0000	0.0278	0.0159	0.0055	-0.0038	0.0595	0.3587	-0.0463	0.3618	6.6412	-1.0677	-0.1071	-0.0680	-27.8343
29.3250	35.9973	0.0001	0.0000	0.0000	-0.0463	0.0500	-0.0046	-0.1459	0.0532	-0.1621	-0.5691	-1.3065	4.1283	-1.8931	0.3483	-0.9021	-24.6261
29.3500	35.9973	0.0001	0.0000	0.0000	-0.1029	0.0114	-0.0075	-0.1256	-0.0803	0.1447	-0.6509	-0.8533	0.1947	-1.6018	-1.0764	0.3844	-21.7024
29.3750	35.9973	0.0001	0.0000	0.0000	-0.0610	0.0384	0.0025	-0.1375	0.0155	0.3017	-0.9696	-0.1281	-3.7566	-1.3736	0.0838	0.3278	-18.3449
29.4000	35.9973	0.0001	0.0000	0.0000	-0.0242	0.0570	-0.0095	-0.1377	0.0893	-0.0729	0.9727	0.3839	-5.1506	-1.9708	-0.2736	-0.0774	-14.8849
29.4250	35.9973	0.0001	0.0000	0.0000	-0.0152	0.0689	0.0011	-0.1522	0.1219	-0.3012	-0.0913	-1.1442	-8.2939	-2.2088	0.4413	-0.4026	-10.4037
29.4500	35.9973	0.0001	0.0000	0.0000	-0.0477	0.0232	-0.0063	-0.0939	-0.0016	-0.3155	-0.9238	0.1138	-12.3518	-1.6940	-0.6897	-0.2377	-7.1442
29.4750	35.9973	0.0001	0.0000	0.0000	-0.0735	0.0307	0.0093	-0.1346	-0.0123	-0.3333	0.6723	0.9585	-13.7281	-1.4902	0.1377	0.2288	-2.7143
29.5000	35.9973	0.0001	0.0000	0.0000	-0.0213	0.0590	-0.0072	-0.1387	0.0962	-0.3047	-0.0541	-1.0512	-15.5129	-2.0582	0.0006	-0.1434	1.2587
29.5250	35.9973	0.0001	0.0000	0.0000	-0.0126	0.0725	0.0048	-0.1569	0.1316	-0.0693	-0.8343	-0.1632	-18.4608	-1.4610	1.2687	-0.2000	5.4601
29.5500	35.9973	0.0001	0.0000	0.0000	-0.0454	0.0771	0.0015	-0.1988	0.1080	-0.2156	0.4755	0.8205	-23.5043	-1.5387	-0.3812	-1.0670	9.0554
29.5750	35.9973	0.0001	0.0000	0.0000	-0.0753	0.0207	0.0112	-0.1165	-0.0342	0.0662	0.9893	0.2877	-26.1326	-1.2619	0.8575	-0.5157	12.6273
29.6000	35.9973	0.0001	0.0000	0.0000	0.0032	0.0760	-0.0027	-0.1480	0.1544	0.2910	-0.1480	-0.6381	-24.6320	-0.7230	-0.3274	0.4833	16.2365
29.6250	35.9973	0.0001	0.0000	0.0000	-0.0262	0.0244	-0.0022	-0.0748	0.0224	0.1197	-0.8795	-0.0110	-28.5567	-1.2522	0.0447	-0.2659	19.5660
29.6500	35.9973	0.0001	0.0000	0.0000	0.0195	0.0146	-0.0119	-0.0096	0.0486	0.0091	-0.3135	-0.9137	-29.6844	-1.5387	0.0937	-0.2612	22.9374
29.6750	35.9973	0.0001	0.0000	0.0000	-0.0551	-0.0444	-0.0072	0.0332	-0.1435	0.0555	0.8542	-0.0984	-29.3647	-1.4221	0.2357	-0.3272	25.0497
29.7000	35.9973	0.0001	0.0000	0.0000	0.0456	-0.0120	-0.0081	0.0696	0.0217	-0.2370	-0.9466	0.4006	-29.3115	-0.7861	0.2111	0.2288	28.2206
29.7250	35.9973	0.0001	0.0000	0.0000	0.0328	0.0166	-0.0071	-0.0002	0.0659	-0.2049	-0.5947	-0.5169	-28.3703	-1.9514	0.6763	0.5069	29.9833
29.7500	35.9973	0.0001	0.0000	0.0000	0.0479	-0.0277	-0.0056	0.1029	-0.0072	-0.0765	-0.0299	-0.9710	-29.1694	-1.6843	0.0153	-0.3414	31.5501
29.7750	35.9973	0.0001	0.0000	0.0000	0.0066	-0.0502	0.0040	0.1066	-0.0934	-0.3405	1.3370	0.3218	-27.6688	-1.5824	-0.5624	-0.0350	33.2055
29.8000	35.9973	0.0001	0.0000	0.0000	-0.0058	-0.0494	-0.0073	0.0925	-0.1041	-0.2442	-1.2013	-0.0194	-25.7864	-1.5969	0.1867	-0.7607	33.9189
29.8250	35.9973	0.0001	0.0000	0.0000	0.0334	-0.0052	-0.0091	0.0437	0.0231	0.1055	0.8014	1.1141	-23.4066	-1.0338	0.0741	0.5681	34.9308
29.8500	35.9973	0.0001	0.0000	0.0000	0.0270	-0.0467	-0.0070	0.1200	-0.0660	0.2054	1.1707	0.0733	-20.2101	-1.4077	0.2210	0.0404	34.6883
29.8750	35.9973	0.0001	0.0000	0.0000	0.0004	-0.0257	-0.0018	0.0515	-0.0507	0.1233	-0.9363	-0.7415	-13.4262	-1.6310	0.4755	0.2288	34.1941
29.9000	35.9973	0.0001	0.0000	0.0000	-0.0116	-0.0702	0.0018	0.1280	-0.1512	0.1768	0.3842	1.1520	-12.5738	-1.5921	0.2357	-0.2283	33.4619
29.9250	35.9973	0.0001	0.0000	0.0000	0.0792	0.0011	-0.0069	0.0770	0.0814	0.1589	1.0265	0.3807	-7.4327	-1.0046	0.8183	-0.1199	32.3521
29.9500	35.9973	0.0001	0.0000	0.0000	0.0556	-0.0078	-0.0032	0.0711	0.0401	-0.2370	-0.0940	-1.0624	-5.2572	-1.6407	0.3189	0.3938	30.6548
29.9750	35.9973	0.0001	0.0000	0.0000	0.0681	0.0117	0.0028	0.0448	0.0915	-0.0800	-0.2011	0.9959	-0.4801	-2.0679	-0.0189	0.1912	29.5077
30.0000	35.9973	0.0001	0.0000	0.0000	-0.0257	-0.0663	-0.0018	0.1062	-0.1576	-0.2834	0.3290	0.7883	3.9153	-2.1359	0.4609	0.0498	26.5186
30.0250	35.9973	0.0001	0.0000	0.0000	0.0498	0.0126	0.0021	0.0247	0.0750	0.0555	-0.2110	-1.1779	5.2116	-0.8590	0.4902	-0.5392	23.5809
30.0500	35.9973	0.0001	0.0000	0.0000	-0.0002	-0.0203	-0.0115	0.0401	-0.0406	-0.3404	0.5183	0.3289	8.4438	-1.3057	0.3287	0.2288	19.3794
30.0750	35.9973	0.0001	0.0000	0.0000	0.0589	0.0179	-0.0018	0.0232	0.0945	0.2982	-0.0953	1.0441	12.8390	-0.8153	-0.6163	-0.4874	17.2018
30.1000	35.9973	0.0001	0.0000	0.0000	-0.0317	-0.0323	-0.0002	0.0325	-0.0959	-0.2691	-0.1799	-0.8944	15.8403	-1.4562	0.6763	-0.4167	12.2309
30.1250	35.9973	0.0001	0.0000	0.0000	0.0279	-0.0100	0.0019	0.0477	0.0081	0.1019	1.3639	0.3203	19.0191	-1.0143	-0.5526	-0.7985	8.6916
30.1500	35.9973	0.0001	0.0000	0.0000	0.0212	0.0105	-0.0027	0.0004	0.0420	0.3302	-0.0926	0.9624	21.1590	-0.9900	0.1035	0.2147	5.3156
30.1750	35.9973	0.0001	0.0000	0.0000	0.0426	0.0121	-0.0068	0.0185	0.0666	-0.1692	0.7789	0.9795	22.4998	-0.9803	-0.1021	-0.2565	1.5525
30.2000	35.9973	0.0001	0.0000	0.0000	0.0109	0.0000	0.0084	0.0108	0.0110	0.0590	1.1627	0.3184	23.0592	-1.9077	0.0545	-0.4403	-1.9868
30.2250	35.9973	0.0001	0.0000	0.0000	0.0004	-0.0046	-0.0033	0.0095	-0.0087	0.0270	1.2129	0.4242	23.5032	-1.0726	0.6077	-1.3309	-6.1976
30.2500	35.9973	0.0001	0.0000	0.0000	0.0032	-0.0277	-0.0125	0.0584	-0.0519	-0.1657	-1.1475	-0.0226	24.1425	-1.7427	-0.0238	-0.0492	-9.3685
30.2750	35.9973	0.0001	0.0000	0.0000	0.0462	0.0167	-0.0007	0.0129	0.0795	-0.2227	0.2327	0.8618	26.8152	-1.0628	0.2944	-0.3320	-13.4580
30.3000	35.9973	0.0001	0.0000	0.0000	-0.0068	-0.0508	0.0015	0.0944	-0.1079	-0.1621	0.8992	0.1707	27.3924	-2.1991	-0.1021	-0.2989	-16.7362
30.3250	35.9973	0.0001	0.0000	0.0000	0.0476	-0.0070	0.0038	0.0615	0.0337	-0.4118	-0.0759	-0.7918	28.0050	-1.8737	0.0937	-0.0539	-20.0236
30.3500	35.9973	0.0001	0.0000	0.0000	0.0646	-0.0071	-0.0019	0.0787	0.0504	0.4016	-1.8714	-0.4559	27.3746	-1.6455	-0.1756	-1.2603	-23.1619
30.3750	35.9973	0.0001	0.0000	0.0000	0.0170	-0.0607	-0.0077	0.1379	-0.1039	-0.3262	0.6152	0.6494	26.1937	-1.3057	-0.3225	-0.3932	-25.5634
30.4000	35.9973	0.0001	0.0000	0.0000	0.0596	-0.0245	0.0019	0.1084	0.0109	0.0912	0.3690	-0.8584	28.1826	-2.0048	-0.0287	-0.0586	-28.6224
30.4250	35.9973	0.0001	0.0000	0.0000	-0.0030	-0.0763	0.0055	0.1488	-0.1549	-0.1193	-1.2500	-0.9951	26.2025	-2.0971	-0.9834	0.3043	-29.8674
30.4500	35.9973	0.0001	0.0000	0.0000	0.0797	0.0292	0.0025	0.0216	0.1378	-0.0479	-0.8866	0.2068	25.7586	-3.0487	-0.4204	-0.2377	-31.3037
30.4750	35.9973	0.0001	0.0000	0.0000	0.0588	-0.0062	0.0067	0.0710	0.0465	0.3731	-0.1333	-0.6796	24.1247	-2.4029	-0.4351	-1.1283	-32.3948
30.5000	35.9973	0.0001	0.0000	0.0000	0.0448	-0.0054	-0.0001	0.0555	0.0340	0.0769	-0.6270	-1.5885	22.6330	-2.4855	-0.0630	-0.0445	-33.7191
30.5250	35.9973	0.0001	0.0000	0.0000	0.0134	-0.0383	0.0061	0.0895	-0.0628	-0.3298	0.6806	1.5288	20.4309	-2.6263	0.0398	-1.5853	-33.9849
30.5500	35.9973	0.0001	0.0000	0.0000	-0.0095	-0.0348	0.0055	0.0598	-0.0788	0.1519	0.0917	0.2450	17.8115	-1.7766	-0.3469	-1.1801	-34.1202
30.5750	35.9973	0.0001	0.0000	0.0000	0.0709	0.0052	-0.0010	0.0606	0.0812	-0.3369	1.1946	0.5748	16.1244	-3.0924	-0.3715	-1.0152	-34.2041
30.6000	35.9973	0.0001	0.0000	0.0000	-0.0091	0.0107	0.0009	-0.0303	0.0122	-0.1086	1.1018	0.5394	15.3519	-2.5292	-0.3665	-0.3414	-33.6585
30.6250	35.9973	0.0001	0.0000	0.0000	0.0033	0.0332	-0.0018	-0.0629	0.0694	-0.3690	-0.2480	1.2024	13.1321	-2.3301	-1.1059	-0.0115	-32.6093
30.6500	35.9973	0.0001	0.0000	0.0000	-0.0810	-0.0146	-0.0041	-0.0520	-0.1099	-0.2334	0.7364	1.0499	8.9143	-2.5195	0.0594	-0.7372	-30.7767
30.6750	35.9973	0.0001	0.0000	0.0000	-0.0092	0.0368	-0.0126	-0.0824	0.0639	0.0235	-0.0021	-0.9998	8.2128	-2.1068	-0.4253	-0.1764	-29.0794
30.7000	35.9973	0.0001	0.0000	0.0000	0.0405	0.0158	0.0066	0.0090	0.0720	0.1661	-1.0943	-0.4198	6.2062	-3.0099	0.1181	-1.9340	-25.5634
30.7250	35.9973	0.0001	0.0000	0.0000	0.0278	0.0288	0.0054	-0.0295	0.0851	0.2910	0.0108	0.6709	0.0527	-2.6263	-0.3715	-1.2791	-22.4671
30.7500	35.9973	0.0001	0.0000	0.0000	-0.0929	-0.0054	-0.0077	-0.0821	-0.1036	-0.3262	-0.6506	-1.2746	-2.0074	-2.9467	0.1573	-0.2989	-18.9745
30.7750	35.9973	0.0001	0.0000	0.0000	-0.0607	0.0040	0.0062	-0.0686	-0.0527	0.3552	0.1445	-0.9677	-4.6268	-2.0340	-0.6554	-0.7419	-15.6963
30.8000	35.9973	0.0001	0.0000	0.0000	-0.0339	0.0347	-0.0117	-0.1029	0.0352	-0.0622	-0.9735	0.4022	-6.4381	-1.9951	0.1035	-0.6995	-11.3130
30.8250	35.9973	0.0001	0.0000	0.0000	-0.0433	0.0336	-0.0073	-0.1102	0.0236	-0.0194	-1.1989	-0.9165	-11.3396	-3.3303	-0.5232	-1.1613	-7.3774
30.8500	35.9973	0.0001	0.0000	0.0000	-0.0610	0.0186	-0.0135	-0.0981	-0.0240	-0.0087	0.3386	-0.7480	-14.6693	-2.0679	-0.5037	-0.4780	-3.5163
30.8750	35.9973	0.0001	0.0000	0.0000	-0.0390	0.0039	0.0065	-0.0468	-0.0313	-0.1121	-0.0640	0.9064	-17.3154	-2.1699	-0.1413	-0.9633	0.3774
30.9000	35.9973	0.0001	0.0000	0.0000	-0.0022	0.0567	-0.0084	-0.1150	0.1105	-0.2085	-0.8990	-0.6486	-20.3078	-2.9613	0.2846	-1.6607	4.3410
30.9250	35.9973	0.0001	0.0000	0.0000	-0.0109	0.0477	-0.0027	-0.1058	0.0839	-0.1158	0.3288	-0.4484	-21.3911	-2.9710	-0.0287	-1.0152	8.5890
30.9500	35.9973	0.0001	0.0000	0.0000	-0.0179	0.0611	-0.0097	-0.1396	0.1038	-0.4582	-0.7537	-1.4045	-23.3090	-2.6701	0.1671	-1.2885	12.5993
30.9750	35.9973	0.0001	0.0000	0.0000	-0.0802	-0.0381	-0.0042	-0.0043	-0.1561	-0.4760	0.4073	1.6806	-24.2768	-3.1798	-0.7338	-1.1141	15.7422
31.0000	35.9973	0.0001	0.0000	0.0000	0.0220	0.0282	-0.0051	-0.0341	0.0781	-0.3690	0.1227	0.5286	-27.4024	-2.9322	-0.0875	-1.8964	19.3515
31.0250	35.9973	0.0001	0.0000	0.0000	0.0208	0.0154	0.0012	-0.0098	0.0514	-0.4404	-0.1737	-1.0850	-27.5178	-2.6117	0.0202	-1.3168	22.1586
31.0500	35.9973	0.0001	0.0000	0.0000	-0.0064	0.0504	-0.0069	-0.1067	0.0940	-0.0301	0.8442	0.6224	-28.0595	-2.8011	0.0349	-0.6523	24.7420
31.0750	35.9973	0.0001	0.0000	0.0000	-0.0378	0.0123	0.0015	-0.0622	-0.0134	-0.0015	-0.1889	1.0359	-30.2616	-2.6069	-0.8807	-1.5429	27.5305
31.1000	35.9973	0.0001	0.0000	0.0000	0.0259	0.0068	0.0096	0.0123	0.0395	0.1340	-0.6769	-0.8789	-29.5512	-2.0436	0.2454	-0.9163	29.6196
31.1250	35.9973	0.0001	0.0000	0.0000	-0.0260	0.0037	-0.0104	-0.0334	-0.0186	0.2696	1.5521	0.3093	-29.6933	-1.4319	0.0838	-1.7644	31.1770
31.1500	35.9973	0.0001	0.0000	0.0000	0.0201	0.0037	0.0001	0.0127	0.0275	0.0484	-0.0338	1.2171	-28.4945	-1.3882	-0.1267	-0.9822	33.1868
31.1750	35.9973	0.0001	0.0000	0.0000	-0.0003	0.0003	0.0111	-0.0008	0.0003	-0.3690	-0.9103	-0.7158	-26.6388	-1.1697	0.1084	-1.3356	33.6252
31.2000	35.9973	0.0001	0.0000	0.0000	-0.0295	-0.0360	0.0011	0.0421	-0.1010	-0.1585	0.7872	0.3131	-22.9360	-1.5679	-0.8512	-1.7786	34.3713
31.2250	35.9973	0.0001	0.0000	0.0000	0.0342	0.0344	0.0036	-0.0343	0.1027	-0.4689	0.7151	0.4668	-19.6329	-0.7230	-0.0777	-2.0471	34.2267
31.2500	35.9973	0.0001	0.0000	0.0000	0.0054	0.0275	0.0019	-0.0493	0.0602	-0.5510	-1.1735	-0.0482	-17.3598	-1.5921	0.6273	-1.5618	34.1754
31.2750	35.9973	0.0001	0.0000	0.0000	-0.0675	-0.0288	-0.0024	-0.0101	-0.1249	-0.3297	0.7080	0.6847	-13.5505	-0.4268	-0.2001	-1.2650	33.7044
31.3000	35.9973	0.0001	0.0000	0.0000	-0.0367	0.0027	0.0035	-0.0422	-0.0313	0.1376	-0.2662	-1.5416	-8.1074	-0.3588	0.7350	-1.2885	33.1262
31.3250	35.9973	0.0001	0.0000	0.0000	0.0204	0.0661	-0.0012	-0.1111	0.1519	-0.5259	-1.0086	-0.1666	-6.5625	0.3743	0.2111	-1.2131	31.0838
31.3500	35.9973	0.0001	0.0000	0.0000	-0.0491	-0.0042	-0.0103	-0.0407	-0.0575	0.0127	-0.2805	0.5520	-2.1228	-0.5288	-0.2147	-2.0189	29.1999
31.3750	35.9973	0.0001	0.0000	0.0000	-0.0518	-0.0080	-0.0047	-0.0360	-0.0677	0.1019	0.7952	0.0680	3.6577	-0.4511	0.2944	-1.9011	26.4673
31.4000	35.9973	0.0001	0.0000	0.0000	-0.0919	-0.0208	0.0022	-0.0505	-0.1333	-0.2941	1.3500	0.3347	6.5613	0.1509	0.3875	-1.1472	23.8653
31.4250	35.9973	0.0001	0.0000	0.0000	0.0157	0.0345	-0.0065	-0.0529	0.0843	-0.1015	-0.9386	0.1555	7.8044	0.6316	-0.1168	-1.0906	20.2468
31.4500	35.9973	0.0001	0.0000	0.0000	-0.0643	0.0063	0.0023	-0.0767	-0.0518	-0.4903	0.1529	0.8393	13.2919	0.4763	-0.2197	-1.0953	17.0386
31.4750	35.9973	0.0001	0.0000	0.0000	-0.0180	0.0232	0.0012	-0.0642	0.0282	-0.1870	-0.0966	-0.9808	15.6804	-0.1015	-0.0238	-2.4242	13.7418
31.5000	35.9973	0.0001	0.0000	0.0000	-0.0079	0.0440	0.0177	-0.0955	0.0796	-0.6295	0.8749	0.0906	18.3176	0.0733	0.2601	-2.0236	9.9833
31.5250	35.9973	0.0001	0.0000	0.0000	-0.0321	0.0464	-0.0051	-0.1244	0.0602	-0.4689	0.1118	1.2766	21.9671	0.6560	-0.1952	-1.1801	6.1083
31.5500	35.9973	0.0001	0.0000	0.0000	-0.0227	0.0632	0.0081	-0.1485	0.1031	-0.5260	-0.2466	0.3327	20.7239	1.1755	0.2014	-2.0424	2.1120
31.5750	35.9973	0.0001	0.0000	0.0000	-0.0447	0.0615	0.0113	-0.1672	0.0777	-0.3262	-0.8205	-1.4141	21.9404	1.6755	0.0447	-1.6278	-1.7490
31.6000	35.9973	0.0001	0.0000	0.0000	-0.1077	-0.0030	0.0099	-0.1017	-0.1137	-0.6437	1.2797	0.4339	24.1780	1.3794	-0.2833	-1.5147	-5.2463
31.6250	35.9973	0.0001	0.0000	0.0000	-0.0383	0.0954	0.0021	-0.2282	0.1516	-0.0943	-1.4562	-0.0182	25.1548	0.7336	0.2503	-2.5042	-9.3125
31.6500	35.9973	0.0001	0.0000	0.0000	-0.0886	0.0381	0.0010	-0.1644	-0.0127	-0.5081	-1.4199	-1.1346	25.4477	1.8454	0.5881	-1.2979	-12.6933
31.6750	35.9973	0.0001	0.0000	0.0000	-0.0463	0.0909	0.0122	-0.2273	0.1347	-0.2513	1.4289	0.3844	25.8562	1.3697	0.2454	-0.9728	-15.5517
31.7000	35.9973	0.0001	0.0000	0.0000	-0.1263	0.0212	0.0051	-0.1684	-0.0842	-0.3547	-0.8491	-0.1215	27.9695	1.3016	-0.3274	-1.1047	-19.5433
31.7250	35.9973	0.0001	0.0000	0.0000	-0.0132	0.1009	-0.0021	-0.2140	0.1875	-0.4832	-1.3458	-0.5274	27.4634	0.4423	0.0398	-1.2225	-22.3412
31.7500	35.9973	0.0001	0.0000	0.0000	-0.0371	0.0660	-0.0001	-0.1684	0.0942	-0.6437	0.7872	0.3131	27.0905	0.5976	0.2406	-1.2131	-25.1484
31.7750	35.9973	0.0001	0.0000	0.0000	-0.0032	0.1069	-0.0024	-0.2160	0.2096	-0.6080	0.6912	-0.0346	27.7652	0.3549	0.0692	-1.9152	-27.8203
31.8000	35.9973	0.0001	0.0000	0.0000	-0.0968	0.0351	0.0023	-0.1667	-0.0269	-0.7721	-0.1163	1.2764	27.0638	0.1752	0.2406	-1.1942	-29.7555
31.8250	35.9973	0.0001	0.0000	0.0000	-0.0397	0.1489	-0.0054	-0.3360	0.2565	-0.6972	-0.9165	-0.5252	24.3379	-0.0384	0.0055	-0.9398	-31.2430
31.8500	35.9973	0.0001	0.0000	0.0000	-0.0529	0.1106	0.0035	-0.2729	0.1671	-0.7757	0.1917	-0.3588	22.4465	0.6560	0.1622	-1.5618	-32.4881
31.8750	35.9973	0.0001	0.0000	0.0000	-0.0782	0.1433	-0.0032	-0.3634	0.2070	-0.8507	0.5564	0.3946	22.3666	-0.5046	-0.1316	-1.9953	-33.6165
31.9000	35.9973	0.0001	0.0000	0.0000	-0.1607	0.0722	0.0016	-0.3044	-0.0169	-0.5331	-0.9185	-0.0495	21.4521	-0.3152	0.4413	-1.6466	-33.8637
31.9250	35.9973	0.0001	0.0000	0.0000	-0.0535	0.1487	-0.0064	-0.3494	0.2423	-0.1906	0.4120	-0.1135	21.3543	-1.0677	-0.5917	-1.4487	-34.5072
31.9500	35.9973	0.0001	0.0000	0.0000	-0.1243	0.1446	-0.0091	-0.4120	0.1633	-0.4653	1.1187	0.0220	20.3333	-0.6842	0.0496	-1.1707	-34.3626
31.9750	35.9973	0.0001	0.0000	0.0000	-0.0813	0.1767	0.0024	-0.4330	0.2703	-0.3869	-1.1806	0.1696	15.8669	-1.6115	0.2797	-1.5429	-34.2927
32.0000	35.9973	0.0001	0.0000	0.0000	-0.2012	0.1368	0.0070	-0.4735	0.0711	-0.4831	-0.7640	-0.2624	14.5705	-1.9272	0.1132	-1.4016	-33.4533
32.0250	35.9973	0.0001	0.0000	0.0000	-0.1478	0.2702	-0.0040	-0.6855	0.3898	-0.6187	1.0552	0.3246	12.5460	-2.8157	0.3483	-1.1188	-30.7627
32.0500	35.9973	0.0001	0.0000	0.0000	-0.2188	0.2341	0.0016	-0.6847	0.2471	-0.6080	1.1730	0.4130	7.8044	-2.3884	0.1573	-0.9304	-28.4265
32.0750	35.9973	0.0001	0.0000	0.0000	-0.1894	0.3091	-0.0006	-0.8044	0.4257	-0.5438	-0.6969	0.5626	5.8154	-2.7719	0.0153	-1.5571	-25.9691
32.1000	35.9973	0.0001	0.0000	0.0000	-0.2473	0.2431	0.0125	-0.7311	0.2365	-0.8970	0.4749	0.4265	1.4645	-2.6263	0.4658	-1.6796	-22.7795
32.1250	35.9973	0.0001	0.0000	0.0000	-0.2280	0.3138	-0.0059	-0.8525	0.3964	-0.8578	1.7072	0.4905	-1.2970	-3.2138	0.5832	-1.6278	-19.4501
32.1500	35.9973	0.0001	0.0000	0.0000	-0.1999	0.2505	-0.0095	-0.6984	0.2985	-1.1396	-1.2285	-0.8332	-3.2949	-2.6797	0.4658	-1.9765	-15.6823
32.1750	35.9973	0.0001	0.0000	0.0000	-0.2043	0.2095	-0.0083	-0.6212	0.2125	-1.0361	0.2197	0.8490	-7.3083	-3.6071	0.7889	-1.7644	-12.3249
32.2000	35.9973	0.0001	0.0000	0.0000	-0.2447	0.2395	0.0089	-0.7213	0.2320	-0.6937	-0.1672	-0.4603	-10.0964	-3.9955	0.3385	-1.1660	-8.0582
32.2250	35.9973	0.0001	0.0000	0.0000	-0.2369	0.2759	-0.0076	-0.7859	0.3120	-0.8114	-0.3306	-1.2117	-13.5860	-5.0394	0.2993	-1.0906	-4.2065
32.2500	35.9973	0.0001	0.0000	0.0000	-0.2495	0.3375	0.0028	-0.9211	0.4220	-1.3572	-0.1059	1.3708	-17.6884	-4.0829	0.4658	-0.6099	0.2888
32.2750	35.9973	0.0001	0.0000	0.0000	-0.3195	0.3179	-0.0044	-0.9521	0.3131	-1.1218	0.6029	1.0305	-19.8460	-4.4665	-0.5232	-1.3262	3.9166
32.3000	35.9973	0.0001	0.0000	0.0000	-0.2985	0.3016	0.0102	-0.8987	0.3017	-1.1753	-0.7094	-1.5294	-21.8350	-5.6755	0.1084	-1.7786	8.2440
32.3250	35.9973	0.0001	0.0000	0.0000	-0.3096	0.3621	0.0008	-1.0302	0.4110	-1.0789	1.2457	0.6533	-21.7463	-5.2725	0.1279	-1.0953	11.5128
32.3500	35.9973	0.0001	0.0000	0.0000	-0.4198	0.3803	-0.0115	-1.1767	0.3370	-1.1859	-0.7082	0.4954	-26.0438	-6.0542	-0.0679	-1.5147	14.9075
32.3750	35.9973	0.0001	0.0000	0.0000	-0.4331	0.4180	-0.0066	-1.2649	0.3987	-1.5355	-1.3783	-1.1778	-27.0294	-5.6075	-0.0532	-2.1649	18.0178
32.4000	35.9973	0.0001	0.0000	0.0000	-0.4666	0.4363	0.0098	-1.3348	0.4015	-0.9577	1.5199	0.4742	-27.5889	-5.7823	0.4902	-1.3168	21.4219
32.4250	35.9973	0.0001	0.0000	0.0000	-0.4015	0.4856	-0.0072	-1.3678	0.5648	-1.0540	-0.5144	-0.1002	-29.1516	-5.5881	0.1084	-1.7031	24.8259
32.4500	35.9973	0.0001	0.0000	0.0000	-0.3861	0.3780	0.0006	-1.1384	0.3662	-1.3287	-1.6318	-0.8096	-28.3880	-6.3892	-0.0091	-2.0661	26.8590
32.4750	35.9973	0.0001	0.0000	0.0000	-0.4104	0.4236	-0.0038	-1.2533	0.4325	-1.5035	1.1329	0.8229	-30.7676	-5.9376	0.3875	-1.5429	28.6496
32.5000	35.9973	0.0001	0.0000	0.0000	-0.4648	0.4249	0.0113	-1.3104	0.3808	-1.4892	0.5068	-0.5538	-29.5512	-5.8357	-0.2442	-1.6466	30.8973
