time 	x0 	y0 	psi 	u 	WG1 	WG2 	WG3 	WG4 	x_0AW 	
s 	m 	m 	° 	m/s 	mm 	mm 	mm 	mm 	mm 	
35.8250	9.9761	0.0001	0.0000	0.3240	0.4665	-0.7285	-0.2112	-1.9401	-0.6826
35.8500	9.9842	0.0001	0.0000	0.3320	0.5198	0.1357	-0.4511	-1.6291	0.0122
35.8750	9.9925	0.0001	0.0000	0.3240	1.2746	-0.3935	-0.0349	-2.5244	-1.3541
35.9000	10.0006	0.0001	0.0000	0.3280	-1.6468	0.4660	0.1365	-1.8365	-0.6359
35.9250	10.0088	0.0001	0.0000	0.3240	0.7329	0.8350	-0.9113	-1.9731	-0.0904
35.9500	10.0169	0.0001	0.0000	0.3320	-1.1140	0.6359	-0.5833	-1.6668	-1.0556
35.9750	10.0252	0.0001	0.0000	0.3240	1.4521	0.1941	-0.7203	-1.7281	-0.0577
36.0000	10.0333	0.0001	0.0000	0.3320	-0.7943	-0.2915	-0.8085	-2.5102	-0.1230
36.0250	10.0416	0.0001	0.0000	0.3240	-0.2527	-0.1895	-0.4070	-1.0778	0.3480
36.0500	10.0497	0.0001	0.0000	0.3280	0.0226	-0.9567	-0.0496	-1.5396	-0.1137
36.0750	10.0579	0.0001	0.0000	0.3240	-0.8832	0.2134	-0.5833	-2.1003	-0.3981
36.1000	10.0660	0.0001	0.0000	0.3280	1.1324	-0.2575	-0.3776	-1.6056	0.3247
36.1250	10.0742	0.0001	0.0000	0.3240	-0.0041	0.4611	-0.0691	-1.3322	0.7816
36.1500	10.0823	0.0001	0.0000	0.3320	-0.3326	0.1844	0.0043	-1.1720	0.0728
36.1750	10.0906	0.0001	0.0000	0.3240	-0.2971	0.2523	0.0532	-1.7987	-0.1230
36.2000	10.0987	0.0001	0.0000	0.3280	0.4310	0.5145	0.2540	-2.5197	-0.3981
36.2250	10.1069	0.0001	0.0000	0.3240	0.7240	0.4806	-0.9014	-1.7940	-0.7805
36.2500	10.1150	0.0001	0.0000	0.3320	0.7240	0.1406	-0.2699	-1.9071	-0.5660
36.2750	10.1233	0.0001	0.0000	0.3240	1.0615	0.0290	-0.3335	-1.5066	-0.3375
36.3000	10.1314	0.0001	0.0000	0.3280	-1.7533	-0.3303	-0.3091	-2.8495	-1.9789
36.3250	10.1396	0.0001	0.0000	0.3240	-0.8566	-0.3400	0.1511	-2.0815	-0.2396
36.3500	10.1477	0.0001	0.0000	0.3320	0.4665	-0.4663	-0.0349	-1.4783	-0.0297
36.3750	10.1560	0.0001	0.0000	0.3240	1.5142	-0.2769	-1.0239	-1.2191	-0.3935
36.4000	10.1641	0.0001	0.0000	0.3280	-0.4125	0.2717	-0.4070	-1.4736	0.3107
36.4250	10.1723	0.0001	0.0000	0.3240	-0.5990	0.2863	-0.3776	-2.0390	-1.3587
36.4500	10.1804	0.0001	0.0000	0.3320	0.6796	0.0241	-0.0300	-2.2229	-0.4821
36.4750	10.1887	0.0001	0.0000	0.3240	-1.6468	0.0872	0.2491	-2.0862	-1.0183
36.5000	10.1968	0.0001	0.0000	0.3280	0.7951	-0.3207	-0.3531	-1.2993	0.3060
36.5250	10.2050	0.0001	0.0000	0.3240	-0.7500	-0.0147	-0.0986	-1.7516	0.8189
36.5500	10.2131	0.0001	0.0000	0.3280	1.6652	-0.1652	-0.5882	-1.6244	-1.7458
36.5750	10.2213	0.0001	0.0000	0.3240	-0.3859	0.1213	-0.4461	-2.5763	-0.4774
36.6000	10.2294	0.0001	0.0000	0.3320	-1.8865	-0.0342	-0.3531	-1.9967	0.1475
36.6250	10.2377	0.0001	0.0000	0.3240	-1.5846	-0.3351	0.5135	-2.1286	0.1894
36.6500	10.2458	0.0001	0.0000	0.3320	0.4399	-0.5926	-0.1818	-1.8553	1.3925
36.6750	10.2541	0.0001	0.0000	0.3240	-0.7322	-0.2187	-1.1022	-1.8647	1.0521
36.7000	10.2622	0.0001	0.0000	0.3280	-0.6878	-0.3109	-0.7448	-2.0909	0.8469
36.7250	10.2704	0.0001	0.0000	0.3240	-0.1728	-0.2526	-0.7692	-2.2511	-0.2116
36.7500	10.2785	0.0001	0.0000	0.3280	-0.4658	-0.5683	-0.3238	-1.3605	-0.1929
36.7750	10.2867	0.0001	0.0000	0.3240	1.2390	-0.1021	-0.6518	-1.7516	0.2687
36.8000	10.2948	0.0001	0.0000	0.3320	-1.8865	0.6359	-0.6371	-0.8987	-0.6826
36.8250	10.3031	0.0001	0.0000	0.3240	-0.7234	0.6067	0.3910	-1.5866	0.5578
36.8500	10.3112	0.0001	0.0000	0.3280	-1.3448	0.0581	-0.6029	-1.7940	0.3433
36.8750	10.3194	0.0001	0.0000	0.3240	0.9727	-0.6993	-0.4413	-1.3605	0.0495
36.9000	10.3275	0.0001	0.0000	0.3320	0.8217	0.3689	-0.9651	-2.0909	0.8749
36.9250	10.3358	0.0001	0.0000	0.3240	-1.3981	-0.7916	-0.0496	-1.5678	0.0029
36.9500	10.3439	0.0001	0.0000	0.3280	-0.0663	0.3251	0.0435	-2.3548	0.0402
36.9750	10.3521	0.0001	0.0000	0.3280	-1.5136	0.2863	-0.3972	-1.6574	-0.1556
37.0000	10.3603	0.0001	0.0000	0.3280	0.9815	0.7136	-0.2601	-0.9976	0.6791
37.0250	10.3685	0.0001	0.0000	0.3240	-0.4392	-0.1459	0.7191	-2.2983	-0.3282
37.0500	10.3766	0.0001	0.0000	0.3320	1.3988	0.1795	-0.9308	-1.7516	-0.4914
37.0750	10.3849	0.0001	0.0000	0.3240	1.9405	0.6893	-0.6371	-2.4396	0.3620
37.1000	10.3930	0.0001	0.0000	0.3280	0.2800	-0.0196	0.3763	-2.1380	-1.7831
37.1250	10.4012	0.0001	0.0000	0.3280	-0.6611	-0.0876	0.0336	-1.3888	-0.0857
37.1500	10.4094	0.0001	0.0000	0.3280	0.2090	-0.4178	0.0189	-1.5443	-1.8996
37.1750	10.4176	0.0001	0.0000	0.3240	0.3511	-0.3789	-0.1377	-1.7234	-0.4168
37.2000	10.4257	0.0001	0.0000	0.3280	-0.2883	-0.5148	-0.5490	-1.7375	0.1614
37.2250	10.4339	0.0001	0.0000	0.3240	0.5020	-0.3595	-0.4168	-1.0636	0.1288
37.2500	10.4420	0.0001	0.0000	0.3320	-1.1939	0.5388	0.0532	-1.7375	0.2174
37.2750	10.4503	0.0001	0.0000	0.3240	-0.4481	0.1406	-0.3972	-1.8459	-0.4074
37.3000	10.4584	0.0001	0.0000	0.3280	-1.2028	-0.0099	-0.8182	-1.1673	-0.1230
37.3250	10.4666	0.0001	0.0000	0.3280	1.0437	0.0096	-0.2455	-0.9882	-0.2209
37.3500	10.4748	0.0001	0.0000	0.3280	-1.5757	-0.3207	0.0728	-1.7799	-0.2629
37.3750	10.4830	0.0001	0.0000	0.3240	1.1414	-0.6022	0.5575	-1.9920	-0.0204
37.4000	10.4911	0.0001	0.0000	0.3280	0.3067	0.1115	-0.3139	-2.4113	0.4039
37.4250	10.4993	0.0001	0.0000	0.3240	-0.2616	-0.5052	-1.0729	-1.0966	1.1034
37.4500	10.5074	0.0001	0.0000	0.3320	0.4132	-0.4274	-0.4168	-1.8741	1.6396
37.4750	10.5157	0.0001	0.0000	0.3240	-1.5313	0.6067	-0.6371	-1.8081	0.3480
37.5000	10.5238	0.0001	0.0000	0.3280	0.9371	0.5291	-0.0839	-1.0778	1.9521
37.5250	10.5320	0.0001	0.0000	0.3240	-1.9576	0.4806	-0.4560	-1.4830	0.6091
37.5500	10.5401	0.0001	0.0000	0.3320	0.5464	0.7476	-0.0104	-1.5584	-0.5613
37.5750	10.5484	0.0001	0.0000	0.3240	-0.2793	-0.1362	-0.3581	-1.6432	-0.1883
37.6000	10.5565	0.0001	0.0000	0.3280	-0.5812	0.8689	-0.3482	-3.0616	-0.1230
37.6250	10.5647	0.0001	0.0000	0.3240	1.5587	-0.3061	-0.4755	-2.2652	-0.0577
37.6500	10.5728	0.0001	0.0000	0.3320	0.0136	0.0241	0.4204	-2.3689	-1.3121
37.6750	10.5811	0.0001	0.0000	0.3240	-0.9720	0.0872	0.4841	-1.8506	1.3505
37.7000	10.5892	0.0001	0.0000	0.3280	0.1380	0.3154	-0.8721	-1.7375	1.7422
37.7250	10.5974	0.0001	0.0000	0.3240	1.1947	0.1115	-0.2112	-2.5008	-1.5219
37.7500	10.6055	0.0001	0.0000	0.3280	-0.1817	-0.0245	-0.0398	-1.8128	1.2479
37.7750	10.6137	0.0001	0.0000	0.3280	0.4487	-0.1021	0.0630	-1.2144	0.2127
37.8000	10.6219	0.0001	0.0000	0.3280	-1.2206	-0.0584	-0.4314	-2.0674	0.0355
37.8250	10.6301	0.0001	0.0000	0.3240	-0.3859	-0.1313	0.4693	-1.2238	-0.3142
37.8500	10.6382	0.0001	0.0000	0.3320	-0.6168	0.0775	-0.1279	-2.4585	0.1055
37.8750	10.6465	0.0001	0.0000	0.3240	0.7240	0.7136	0.4841	-2.0249	0.8842
37.9000	10.6546	0.0001	0.0000	0.3280	-0.3059	0.0193	-0.4118	-2.5480	-0.4214
37.9250	10.6628	0.0001	0.0000	0.3240	0.5287	-0.2915	-0.0104	-1.5396	-0.2909
37.9500	10.6709	0.0001	0.0000	0.3320	-1.1584	-0.5440	-0.3139	-1.5066	-0.2582
37.9750	10.6792	0.0001	0.0000	0.3240	-0.4836	-0.2623	0.0435	-1.0589	-0.3142
38.0000	10.6873	0.0001	0.0000	0.3280	1.3279	-0.5537	0.7288	-1.5254	-0.5427
38.0250	10.6955	0.0001	0.0000	0.3280	-0.1905	0.1357	0.2295	-1.8412	-0.6173
38.0500	10.7037	0.0001	0.0000	0.3280	0.5997	0.4222	-0.8672	-1.9872	-0.3188
38.0750	10.7119	0.0001	0.0000	0.3240	-1.4248	-0.1506	0.3567	-1.1956	-0.1836
38.1000	10.7200	0.0001	0.0000	0.3280	1.0259	0.2038	0.2295	-2.0202	-0.2349
38.1250	10.7282	0.0001	0.0000	0.3280	-0.5369	0.5388	-0.2552	-2.0343	-0.5846
38.1500	10.7364	0.0001	0.0000	0.3280	0.8129	-0.3740	-0.1133	-2.3359	-0.1603
38.1750	10.7446	0.0001	0.0000	0.3240	2.2424	-0.7722	-0.5539	-1.8883	-0.0950
38.2000	10.7527	0.0001	0.0000	0.3280	-1.5935	-0.6119	-0.2944	-1.9920	0.6557
38.2250	10.7609	0.0001	0.0000	0.3280	0.4310	0.1746	0.5967	-1.4736	-0.3095
38.2500	10.7691	0.0001	0.0000	0.3280	1.0259	0.3251	-0.5196	-0.4840	-0.6826
38.2750	10.7773	0.0001	0.0000	0.3240	-0.9009	0.0096	-0.0643	-0.5076	-0.1883
38.3000	10.7854	0.0001	0.0000	0.3280	0.7240	0.3737	0.2197	-2.0626	0.7490
38.3250	10.7936	0.0001	0.0000	0.3240	-0.4481	0.5388	-0.1133	-1.5584	0.1568
38.3500	10.8017	0.0001	0.0000	0.3320	0.4310	0.6310	0.1365	-1.9165	0.5438
38.3750	10.8100	0.0001	0.0000	0.3240	1.3634	0.4806	0.2834	-1.3794	-0.2069
38.4000	10.8181	0.0001	0.0000	0.3280	0.3422	0.1018	-0.7399	-1.6903	1.3412
38.4250	10.8263	0.0001	0.0000	0.3240	-0.6878	-0.8741	-0.2797	-1.4029	0.3620
38.4500	10.8344	0.0001	0.0000	0.3320	0.5110	-0.3983	0.3763	-1.4830	0.1195
38.4750	10.8427	0.0001	0.0000	0.3240	0.8483	-0.0390	-0.0691	-1.4688	-0.7152
38.5000	10.8508	0.0001	0.0000	0.3280	-0.2350	0.2523	0.6162	-1.8647	-0.3888
38.5250	10.8590	0.0001	0.0000	0.3240	0.6619	-0.2138	0.5331	-1.5631	-0.2069
38.5500	10.8671	0.0001	0.0000	0.3320	1.9583	0.4076	-0.4755	-1.4029	0.3946
38.5750	10.8754	0.0001	0.0000	0.3240	0.0136	-0.2187	0.3274	-2.7883	-0.4541
38.6000	10.8835	0.0001	0.0000	0.3280	0.2001	-0.3740	0.2148	-1.7328	0.3526
38.6250	10.8917	0.0001	0.0000	0.3240	-0.1106	-0.4225	0.0483	-1.8741	-0.1743
38.6500	10.8998	0.0001	0.0000	0.3320	0.0581	0.3979	-0.0153	-1.9920	-0.9204
38.6750	10.9081	0.0001	0.0000	0.3240	-0.2260	-0.6848	-0.7351	-1.9401	1.6070
38.7000	10.9162	0.0001	0.0000	0.3320	0.2889	-0.1506	-0.0594	-1.6291	-0.5893
38.7250	10.9245	0.0001	0.0000	0.3240	1.7185	0.3348	0.3960	-1.4688	-0.7618
38.7500	10.9326	0.0001	0.0000	0.3280	0.0847	-0.5440	-0.0937	-2.2935	0.5998
38.7750	10.9408	0.0001	0.0000	0.3240	-1.0252	-0.0632	0.5869	-2.0014	-0.8598
38.8000	10.9489	0.0001	0.0000	0.3320	-0.9364	-0.6265	-0.0202	-1.4594	0.6651
38.8250	10.9572	0.0001	0.0000	0.3240	1.3279	0.0290	0.0092	-1.6668	0.7164
38.8500	10.9653	0.0001	0.0000	0.3280	-0.3415	0.7282	0.4106	-2.3924	0.1988
38.8750	10.9735	0.0001	0.0000	0.3240	-0.2260	0.2620	0.4352	-2.4019	0.1428
38.9000	10.9816	0.0001	0.0000	0.3320	-1.1584	-0.3935	0.2491	-1.2993	0.9682
38.9250	10.9899	0.0001	0.0000	0.3240	-0.4747	-0.2721	0.7778	-1.7705	0.1941
38.9500	10.9980	0.0001	0.0000	0.3280	-1.2384	-0.3303	0.4988	-1.4312	-0.2676
38.9750	11.0062	0.0001	0.0000	0.3240	-0.2527	-0.6896	0.0630	-2.1286	0.3200
39.0000	11.0143	0.0001	0.0000	0.3320	-1.1939	-0.3838	-0.3727	-1.4972	-0.8551
39.0250	11.0226	0.0001	0.0000	0.3240	0.2001	0.2329	0.0239	-1.6244	0.0029
39.0500	11.0307	0.0001	0.0000	0.3280	-1.2206	0.4028	-0.2405	-1.2097	0.4506
39.0750	11.0389	0.0001	0.0000	0.3240	-0.2883	0.1844	-0.0007	-2.0249	-0.5940
39.1000	11.0470	0.0001	0.0000	0.3320	1.2035	-0.7333	0.0728	-2.5857	-0.5147
39.1250	11.0553	0.0001	0.0000	0.3240	0.2534	-0.3789	0.6015	-2.3642	-0.9997
39.1500	11.0634	0.0001	0.0000	0.3320	-1.1229	-0.5148	-0.2259	-2.2746	-0.0904
39.1750	11.0717	0.0001	0.0000	0.3240	0.5997	-0.3400	-0.2944	-2.1050	-1.7784
39.2000	11.0798	0.0001	0.0000	0.3280	-0.9808	0.2087	1.1353	-1.7139	-1.0090
39.2250	11.0880	0.0001	0.0000	0.3240	-0.3326	0.7136	1.0079	-2.0437	0.2407
39.2500	11.0961	0.0001	0.0000	0.3280	0.4044	-0.6071	-0.2013	-1.6621	-0.4541
39.2750	11.1043	0.0001	0.0000	0.3240	0.9637	-0.8935	-0.0447	-1.6668	-0.1836
39.3000	11.1124	0.0001	0.0000	0.3320	-0.0219	0.0532	-0.1279	-1.4830	2.3065
39.3250	11.1207	0.0001	0.0000	0.3240	-1.4337	0.5242	-0.5882	-2.0014	1.2106
39.3500	11.1288	0.0001	0.0000	0.3280	1.6120	-0.4906	0.4009	-1.7139	0.4599
39.3750	11.1370	0.0001	0.0000	0.3240	-1.3715	0.1213	-0.1965	-1.8365	-0.8598
39.4000	11.1451	0.0001	0.0000	0.3320	-0.6345	0.6795	0.1952	-2.2605	-0.1183
39.4250	11.1534	0.0001	0.0000	0.3240	-0.3237	0.4174	0.0630	-1.3510	-0.1556
39.4500	11.1615	0.0001	0.0000	0.3280	-1.2384	-0.3595	0.5036	-0.8422	-0.3002
39.4750	11.1697	0.0001	0.0000	0.3240	0.1646	0.2231	0.1609	-1.9354	0.1335
39.5000	11.1778	0.0001	0.0000	0.3280	-1.6645	0.2960	-0.7839	-1.1862	0.0682
39.5250	11.1860	0.0001	0.0000	0.3280	0.9993	0.2960	0.0630	-1.6997	-0.8691
39.5500	11.1942	0.0001	0.0000	0.3280	-1.3893	-0.9567	0.6750	-1.1814	0.0216
39.5750	11.2024	0.0001	0.0000	0.3240	-0.7234	-0.0584	-0.6469	-2.1899	-0.2209
39.6000	11.2105	0.0001	0.0000	0.3320	-0.8299	0.3979	-0.2846	-1.5961	1.1314
39.6250	11.2188	0.0001	0.0000	0.3240	2.2335	0.5339	0.5085	-1.5961	-2.8416
39.6500	11.2269	0.0001	0.0000	0.3280	0.2889	0.2669	0.1365	-2.2134	0.8842
39.6750	11.2351	0.0001	0.0000	0.3240	-1.5580	-0.4517	-0.1034	-2.2699	0.0169
39.7000	11.2432	0.0001	0.0000	0.3320	-0.6523	0.5048	-0.3727	-1.5866	-0.4681
39.7250	11.2515	0.0001	0.0000	0.3240	0.6441	0.7379	-0.4461	-1.5396	-0.5194
39.7500	11.2596	0.0001	0.0000	0.3280	-0.7588	-0.0002	0.0288	-1.5490	1.3785
39.7750	11.2678	0.0001	0.0000	0.3240	1.1502	-0.1459	0.6604	-1.7139	0.3760
39.8000	11.2759	0.0001	0.0000	0.3320	1.9405	0.1260	0.0924	-1.5584	-0.7152
39.8250	11.2842	0.0001	0.0000	0.3240	-1.9309	-0.1749	0.3617	-1.5207	-0.3375
39.8500	11.2923	0.0001	0.0000	0.3280	0.7240	0.3251	-0.0986	-2.2888	-1.5079
39.8750	11.3005	0.0001	0.0000	0.3240	0.1913	0.4319	-0.6371	-1.2144	0.1428
39.9000	11.3086	0.0001	0.0000	0.3280	1.6830	0.1067	-0.3581	-0.9835	1.4065
39.9250	11.3168	0.0001	0.0000	0.3240	0.2001	-0.0536	0.5428	-2.8684	-0.5100
39.9500	11.3249	0.0001	0.0000	0.3320	0.9371	0.0241	-0.8818	-1.0448	-0.3935
39.9750	11.3332	0.0001	0.0000	0.3240	1.6475	0.3251	0.4596	-1.3134	1.0754
40.0000	11.3413	0.0001	0.0000	0.3280	-0.1994	0.0386	-0.2699	-1.2804	-1.3541
40.0250	11.3495	0.0001	0.0000	0.3240	-0.7943	0.7572	-0.0349	-2.1710	-0.3981
40.0500	11.3576	0.0001	0.0000	0.3320	0.3688	0.2960	0.1218	-3.3444	-0.0904
40.0750	11.3659	0.0001	0.0000	0.3240	1.4876	-0.2090	0.4743	-2.0815	1.6303
40.1000	11.3740	0.0001	0.0000	0.3320	-1.0785	-0.1992	0.2441	-1.1673	0.1428
40.1250	11.3823	0.0001	0.0000	0.3240	-1.2384	-0.5148	0.3714	-2.2699	-0.3888
40.1500	11.3904	0.0001	0.0000	0.3280	0.0581	-0.0050	-0.4755	-1.3510	2.2132
40.1750	11.3986	0.0001	0.0000	0.3240	-0.6345	-0.4371	0.4596	-2.0862	1.9008
40.2000	11.4067	0.0001	0.0000	0.3320	0.5287	0.2766	0.3567	-1.3888	0.4086
40.2250	11.4150	0.0001	0.0000	0.3240	-1.4425	0.6408	0.4106	-2.0437	-0.0204
40.2500	11.4231	0.0001	0.0000	0.3280	1.1147	0.2183	0.4400	-2.5339	-0.7012
40.2750	11.4313	0.0001	0.0000	0.3280	-0.0840	-0.1701	-0.6126	-1.6338	-0.4308
40.3000	11.4395	0.0001	0.0000	0.3280	0.6619	-0.1701	-0.3286	-1.3416	-0.1929
40.3250	11.4477	0.0001	0.0000	0.3240	0.3422	-0.5148	-0.3629	-1.5254	0.7490
40.3500	11.4558	0.0001	0.0000	0.3320	-0.9453	-0.4178	-0.3581	-0.7338	-0.0904
40.3750	11.4641	0.0001	0.0000	0.3200	0.7684	0.1213	0.4841	-1.8365	-0.4354
40.4000	11.4721	0.0001	0.0000	0.3320	-1.6024	-0.0827	-0.1720	-1.7516	1.5371
40.4250	11.4804	0.0001	0.0000	0.3240	0.0847	0.2669	-0.9211	-2.4066	-0.2442
40.4500	11.4885	0.0001	0.0000	0.3280	0.7329	0.4902	0.2687	-1.4218	0.2361
40.4750	11.4967	0.0001	0.0000	0.3240	1.5054	-0.0439	0.6946	-1.7045	-0.5893
40.5000	11.5048	0.0001	0.0000	0.3320	-0.6523	0.1115	-0.3434	-1.6574	0.6697
40.5250	11.5131	0.0001	0.0000	0.3240	0.2712	-0.1021	-0.4265	-1.3747	-0.0157
40.5500	11.5212	0.0001	0.0000	0.3280	0.3688	-0.2866	0.4547	-2.2746	-0.7292
40.5750	11.5294	0.0001	0.0000	0.3240	-0.5635	-0.1798	0.2931	-1.2616	1.0148
40.6000	11.5375	0.0001	0.0000	0.3320	-0.7322	0.2620	0.2245	-1.8553	0.3153
40.6250	11.5458	0.0001	0.0000	0.3240	0.1380	-0.2138	0.1365	-2.0484	-0.8131
40.6500	11.5539	0.0001	0.0000	0.3280	1.2302	-0.4129	-0.5294	-1.5254	0.1614
40.6750	11.5621	0.0001	0.0000	0.3240	-0.0840	0.1552	0.1071	-1.7563	0.2734
40.7000	11.5702	0.0001	0.0000	0.3320	-0.2793	0.3689	0.1119	-1.2569	-0.0484
40.7250	11.5785	0.0001	0.0000	0.3240	0.3067	0.4611	0.6505	-1.6997	0.8423
40.7500	11.5866	0.0001	0.0000	0.3280	0.7951	0.3446	0.0679	-1.2993	-1.7411
40.7750	11.5948	0.0001	0.0000	0.3240	-1.0696	-0.0245	0.2540	-1.0401	-0.3328
40.8000	11.6029	0.0001	0.0000	0.3320	0.3422	0.0970	-0.2895	-2.0909	0.9169
40.8250	11.6112	0.0001	0.0000	0.3240	1.4610	-0.1506	0.4743	-2.2181	-0.4774
40.8500	11.6193	0.0001	0.0000	0.3280	0.7418	-0.3061	0.0288	-1.3747	-0.8551
40.8750	11.6275	0.0001	0.0000	0.3240	-0.0573	-0.6605	0.6799	-1.3794	0.5298
40.9000	11.6356	0.0001	0.0000	0.3280	-1.3093	0.0678	0.7926	-2.0768	0.2174
40.9250	11.6438	0.0001	0.0000	0.3280	0.8661	-0.7333	0.3862	-1.4783	-0.1043
40.9500	11.6520	0.0001	0.0000	0.3280	-0.9364	-0.2429	-0.1866	-1.9024	0.1708
40.9750	11.6602	0.0001	0.0000	0.3240	-0.7234	-0.4760	0.3078	-1.0354	-1.4986
41.0000	11.6683	0.0001	0.0000	0.3320	-1.8332	0.2815	-0.4951	-1.5113	0.0542
41.0250	11.6766	0.0001	0.0000	0.3240	-1.0252	0.7572	-0.1720	-2.2323	0.3946
41.0500	11.6847	0.0001	0.0000	0.3280	0.4932	-0.1459	-0.6077	-1.9401	-0.9344
41.0750	11.6929	0.0001	0.0000	0.3240	0.7951	-0.0099	-0.1083	-2.1946	0.2920
41.1000	11.7010	0.0001	0.0000	0.3320	0.4665	-0.1506	0.3470	-1.1767	0.0402
41.1250	11.7093	0.0001	0.0000	0.3240	-0.2616	-0.1798	0.9785	-1.6903	0.8609
41.1500	11.7174	0.0001	0.0000	0.3280	-0.2083	-0.7674	0.2197	-1.6903	-0.3142
41.1750	11.7256	0.0001	0.0000	0.3280	0.9904	-0.3838	0.3127	-2.1380	-1.0510
41.2000	11.7338	0.0001	0.0000	0.3280	-1.1673	-0.0632	-0.7351	-1.3416	0.1195
41.2250	11.7420	0.0001	0.0000	0.3240	-0.0041	0.2038	0.6604	-1.8883	0.1008
41.2500	11.7501	0.0001	0.0000	0.3280	-1.3893	-0.2769	0.5967	-1.5160	-1.3028
41.2750	11.7583	0.0001	0.0000	0.3280	1.1680	-0.2964	0.2197	-0.8610	1.0801
41.3000	11.7665	0.0001	0.0000	0.3280	-0.4658	-0.1992	-0.1230	-1.2898	0.0076
41.3250	11.7747	0.0001	0.0000	0.3240	-1.1318	-0.5052	0.1952	-1.4594	0.0682
41.3500	11.7828	0.0001	0.0000	0.3280	0.2800	-0.4274	-0.3727	-1.7281	-0.1323
41.3750	11.7910	0.0001	0.0000	0.3240	-0.8210	-0.1895	-0.1866	-2.2841	-0.5427
41.4000	11.7991	0.0001	0.0000	0.3320	-0.0485	0.2377	-0.1769	-1.4312	0.7164
41.4250	11.8074	0.0001	0.0000	0.3240	1.1769	-0.0099	0.3763	-2.1380	-0.1976
41.4500	11.8155	0.0001	0.0000	0.3280	-0.9542	0.1892	0.2980	-1.2238	0.1055
41.4750	11.8237	0.0001	0.0000	0.3240	0.7151	-0.4566	-0.3189	-1.8034	-0.6173
41.5000	11.8318	0.0001	0.0000	0.3280	1.3189	-0.3449	-0.4853	-2.3454	0.2734
41.5250	11.8400	0.0001	0.0000	0.3240	0.2889	-0.0681	-0.1670	-1.6997	0.1754
41.5500	11.8481	0.0001	0.0000	0.3320	0.7240	-0.0973	0.1904	-0.7903	0.2127
41.5750	11.8564	0.0001	0.0000	0.3240	1.4255	-0.4081	0.5282	-1.8836	0.6791
41.6000	11.8645	0.0001	0.0000	0.3280	0.1824	-0.0730	-0.5098	-2.1239	-1.4100
41.6250	11.8727	0.0001	0.0000	0.3280	-0.4125	-0.4906	0.0778	-2.4208	0.2127
41.6500	11.8809	0.0001	0.0000	0.3280	1.0881	-0.6071	-0.5979	-1.7469	0.3666
41.6750	11.8891	0.0001	0.0000	0.3240	1.7895	-0.0778	0.0483	-1.5396	-0.0344
41.7000	11.8972	0.0001	0.0000	0.3320	-0.3948	-0.2575	-0.0447	-1.7658	-0.1743
41.7250	11.9055	0.0001	0.0000	0.3240	-0.2527	-0.4663	0.1609	-1.4406	1.2573
41.7500	11.9136	0.0001	0.0000	0.3320	0.9549	-0.0924	-0.5098	-2.4820	-0.5054
41.7750	11.9219	0.0001	0.0000	0.3240	-1.3005	-0.0778	0.1462	-1.6291	0.0169
41.8000	11.9300	0.0001	0.0000	0.3280	1.0703	-0.3303	0.5282	-1.9118	-0.3935
41.8250	11.9382	0.0001	0.0000	0.3240	-0.1639	-0.4955	-0.4560	-1.3463	0.1848
41.8500	11.9463	0.0001	0.0000	0.3320	0.6086	-0.1506	0.3323	-2.3642	0.2640
41.8750	11.9546	0.0001	0.0000	0.3240	-1.8688	-0.5537	0.9100	-2.3642	1.2246
41.9000	11.9627	0.0001	0.0000	0.3280	0.6885	-0.4663	0.4106	-2.3548	-0.6080
41.9250	11.9709	0.0001	0.0000	0.3280	-1.8155	0.2426	-0.1818	-2.0626	-0.6593
41.9500	11.9791	0.0001	0.0000	0.3280	1.4788	-0.5342	0.6261	-2.2087	0.7490
41.9750	11.9873	0.0001	0.0000	0.3240	-0.0840	-0.4663	-0.6713	-1.5113	0.1894
42.0000	11.9954	0.0001	0.0000	0.3280	0.9105	-0.4760	0.5722	-1.7187	0.2547
42.0250	12.0036	0.0001	0.0000	0.3240	0.6175	-1.1218	0.3567	-1.0825	0.4506
42.0500	12.0117	0.0001	0.0000	0.3320	-0.4836	-0.9130	-0.1524	-1.1673	-0.9530
42.0750	12.0200	0.0001	0.0000	0.3240	-1.1318	-0.8741	0.2834	-1.4641	0.6044
42.1000	12.0281	0.0001	0.0000	0.3280	0.5553	-0.8110	-0.1133	-2.0249	-1.7597
42.1250	12.0363	0.0001	0.0000	0.3240	0.8838	-0.3449	0.2393	-2.0862	0.6324
42.1500	12.0444	0.0001	0.0000	0.3320	-0.9808	0.4853	0.1708	-2.3972	0.0262
42.1750	12.0527	0.0001	0.0000	0.3240	-0.8388	0.6067	0.3567	-2.2935	-1.2608
42.2000	12.0608	0.0001	0.0000	0.3280	1.3545	0.2280	0.1169	-2.2558	2.0407
42.2250	12.0690	0.0001	0.0000	0.3240	0.4221	-0.4809	0.5869	-1.7516	0.4412
42.2500	12.0771	0.0001	0.0000	0.3320	0.5553	0.1067	-0.3385	-2.4208	0.1614
42.2750	12.0854	0.0001	0.0000	0.3240	1.0525	-0.9955	0.7436	-2.0390	1.0008
42.3000	12.0935	0.0001	0.0000	0.3280	-1.0341	-0.7382	0.5085	-1.9024	-1.1302
42.3250	12.1017	0.0001	0.0000	0.3240	-0.8476	0.0386	0.0140	-1.9731	-1.1769
42.3500	12.1098	0.0001	0.0000	0.3320	1.2390	0.5631	0.5085	-1.4594	0.1195
