time 	x0 	y0 	psi 	u 	v 	WG1 	WG2 	WG3 	WG4 	x_0WM 	
s 	m 	m 	° 	m/s 	m/s 	mm 	mm 	mm 	mm 	mm 	
75.2750	27.5630	0.0238	-0.0800	0.3360	-0.0005	-18.3999	-29.0925	-35.8316	21.2882	35.4314
75.3000	27.5714	0.0238	-0.0800	0.3400	-0.0045	-16.0735	-28.6846	-40.1890	23.7998	33.1745
75.3250	27.5799	0.0239	-0.0800	0.3200	-0.0044	-9.5738	-27.1018	-43.2539	23.6019	32.5776
75.3500	27.5879	0.0240	-0.0800	0.3240	-0.0005	-6.7501	-25.2276	-46.6272	25.0910	31.9061
75.3750	27.5960	0.0240	-0.0900	0.3200	-0.0005	-2.3193	-23.1107	-47.1510	26.3586	26.7441
75.4000	27.6040	0.0240	-0.0900	0.3160	-0.0005	2.0138	-20.8092	-47.7581	24.7376	24.4405
75.4250	27.6119	0.0240	-0.1000	0.3080	-0.0045	6.6311	-17.6581	-47.2734	25.1145	22.3374
75.4500	27.6196	0.0241	-0.1000	0.3200	-0.0006	8.1850	-15.7888	-45.0017	24.7658	18.0661
75.4750	27.6276	0.0241	-0.1100	0.3080	-0.0006	15.0843	-12.9145	-41.7753	23.1778	15.7858
75.5000	27.6353	0.0241	-0.1100	0.3120	-0.0006	16.5139	-10.1663	-37.7410	22.2401	11.3932
75.5250	27.6431	0.0241	-0.1200	0.3080	-0.0046	21.0779	-6.7627	-32.2772	21.8207	7.3549
75.5500	27.6508	0.0242	-0.1300	0.3120	0.0033	21.5840	-3.5825	-26.9700	19.4504	3.5592
75.5750	27.6586	0.0241	-0.1400	0.3040	-0.0007	24.8250	0.2435	-22.1915	19.1583	2.0810
75.6000	27.6662	0.0241	-0.1400	0.3160	-0.0008	25.1624	2.9625	-16.3164	16.5854	-3.5287
75.6250	27.6741	0.0241	-0.1500	0.3120	0.0032	28.3235	5.7932	-9.9860	14.8702	-4.6758
75.6500	27.6819	0.0240	-0.1700	0.3160	-0.0049	26.8850	8.1383	-5.9517	11.3407	-8.9285
75.6750	27.6898	0.0241	-0.1800	0.3120	0.0030	29.7708	11.1826	-1.7902	8.0987	-14.8134
75.7000	27.6976	0.0240	-0.1900	0.3240	-0.0011	30.2148	13.6443	2.5868	4.7248	-17.6065
75.7250	27.7057	0.0240	-0.2000	0.3200	0.0029	30.0017	16.8294	8.7312	0.8466	-21.0479
75.7500	27.7137	0.0239	-0.2100	0.3400	0.0028	30.2059	18.6550	14.6455	-3.0410	-22.2603
75.7750	27.7222	0.0238	-0.2200	0.3320	0.0027	30.6321	20.1942	18.4790	-7.0417	-26.5130
75.8000	27.7305	0.0237	-0.2400	0.3520	0.0025	29.8863	22.7238	24.6870	-11.0235	-27.0213
75.8250	27.7393	0.0236	-0.2500	0.3520	-0.0015	28.6254	23.8939	28.1289	-13.9686	-31.4419
75.8500	27.7481	0.0236	-0.2700	0.3560	0.0023	28.1193	24.7048	31.5218	-18.0447	-32.3792
75.8750	27.7570	0.0235	-0.2900	0.3480	-0.0018	26.3434	26.3799	35.2378	-20.6176	-33.1066
75.9000	27.7657	0.0235	-0.3000	0.3720	0.0021	25.1713	26.4333	37.2745	-22.5401	-33.3585
75.9250	27.7750	0.0234	-0.3100	0.3600	-0.0019	23.1290	26.5741	39.4972	-25.5701	-34.6781
75.9500	27.7840	0.0234	-0.3300	0.3600	0.0019	21.4686	27.3752	41.5339	-26.7293	-33.0973
75.9750	27.7930	0.0233	-0.3500	0.3640	-0.0022	20.8115	27.2684	43.0223	-28.5435	-34.2165
76.0000	27.8021	0.0233	-0.3600	0.3640	0.0017	17.1710	27.1519	43.3944	-28.6095	-32.8035
76.0250	27.8112	0.0232	-0.3800	0.3600	-0.0024	15.0754	26.8168	43.6147	-28.0770	-33.2512
76.0500	27.8202	0.0232	-0.4000	0.3680	-0.0026	13.6458	26.3167	43.2475	-26.8612	-30.8031
76.0750	27.8294	0.0232	-0.4200	0.3560	0.0014	9.9964	24.7873	43.4238	-24.7455	-27.1705
76.1000	27.8383	0.0231	-0.4300	0.3680	-0.0068	5.9208	23.8357	42.1851	-23.1339	-25.1234
76.1250	27.8475	0.0232	-0.4500	0.3600	0.0012	1.4100	22.3596	41.0346	-20.4149	-21.6261
76.1500	27.8565	0.0231	-0.4700	0.3600	-0.0030	-0.5523	20.0971	39.4630	-17.5593	-20.4231
76.1750	27.8655	0.0231	-0.4900	0.3520	-0.0030	-5.2850	18.7376	36.9269	-14.4775	-15.8812
76.2000	27.8743	0.0231	-0.5100	0.3480	-0.0031	-6.7324	16.6352	34.3663	-10.8538	-8.7980
76.2250	27.8830	0.0231	-0.5300	0.3479	-0.0072	-11.9890	14.1493	31.5462	-6.5516	-6.4385
76.2500	27.8917	0.0232	-0.5400	0.3400	-0.0032	-16.8371	11.1486	27.7078	-2.8619	-4.0696
76.2750	27.9002	0.0232	-0.5600	0.3320	-0.0032	-18.6308	8.7695	24.8927	1.7136	2.1649
76.3000	27.9085	0.0232	-0.5700	0.3360	-0.0033	-22.4311	5.6815	21.0347	5.4693	4.6690
76.3250	27.9169	0.0232	-0.6000	0.3279	-0.0074	-25.2725	2.5110	15.1595	8.5699	8.6186
76.3500	27.9251	0.0233	-0.6200	0.3320	-0.0036	-26.4002	-0.7421	11.8940	12.9193	12.5636
76.3750	27.9334	0.0233	-0.6400	0.3159	-0.0075	-29.1084	-3.2717	6.9540	16.3922	18.7702
76.4000	27.9413	0.0234	-0.6600	0.3239	-0.0077	-30.5913	-6.6316	2.0580	18.5316	20.3696
76.4250	27.9494	0.0235	-0.6700	0.3199	-0.0077	-29.9964	-9.3846	-1.5209	22.2683	24.1700
76.4500	27.9574	0.0236	-0.6900	0.3239	-0.0079	-30.9731	-11.7152	-7.4793	24.1061	26.1705
76.4750	27.9655	0.0237	-0.7100	0.3160	-0.0039	-29.9431	-15.5655	-11.6457	24.1344	29.6445
76.5000	27.9734	0.0237	-0.7200	0.3199	-0.0080	-29.1972	-18.0854	-15.3715	25.8685	30.2927
76.5250	27.9814	0.0238	-0.7500	0.3159	-0.0081	-30.1384	-21.0132	-20.6738	25.6753	32.8527
76.5500	27.9893	0.0239	-0.7600	0.3199	-0.0082	-29.2594	-22.8533	-25.2515	24.6810	33.3423
76.5750	27.9973	0.0240	-0.7800	0.3199	-0.0084	-26.3025	-25.4170	-29.4865	25.4208	32.3398
76.6000	28.0053	0.0241	-0.7900	0.3199	-0.0084	-25.5922	-27.1066	-33.7264	25.3124	33.9579
76.6250	28.0133	0.0242	-0.8100	0.3160	-0.0045	-21.8984	-29.4226	-37.9271	24.2710	32.8294
76.6500	28.0212	0.0242	-0.8300	0.3279	-0.0088	-20.2557	-29.2575	-40.8108	23.7150	34.4382
76.6750	28.0294	0.0243	-0.8400	0.3240	-0.0047	-16.3310	-29.2818	-43.8561	22.3249	33.2864
76.7000	28.0375	0.0243	-0.8600	0.3280	-0.0049	-12.0511	-27.9660	-45.0653	19.3515	32.8201
76.7250	28.0457	0.0243	-0.8800	0.3359	-0.0092	-7.8423	-26.6939	-45.7116	20.0018	32.3444
76.7500	28.0541	0.0244	-0.8900	0.3360	-0.0012	-2.9941	-24.2905	-45.6382	17.5326	29.5233
76.7750	28.0625	0.0243	-0.9100	0.3400	-0.0054	0.1403	-20.9161	-42.7202	14.4084	25.2239
76.8000	28.0710	0.0243	-0.9200	0.3479	-0.0096	3.9762	-18.5078	-40.1694	11.6800	22.6825
76.8250	28.0797	0.0244	-0.9300	0.3440	-0.0016	9.4193	-16.1190	-36.4093	7.9903	19.9220
76.8500	28.0883	0.0243	-0.9500	0.3520	-0.0018	12.0298	-14.1963	-31.3567	3.1038	18.0800
76.8750	28.0971	0.0242	-0.9600	0.3479	-0.0098	15.8124	-10.7004	-26.8427	0.0738	11.9248
76.9000	28.1058	0.0243	-0.9700	0.3520	-0.0020	17.2420	-7.6950	-21.1830	-3.3897	10.1015
76.9250	28.1146	0.0242	-0.9800	0.3520	-0.0020	19.3819	-5.4275	-16.6053	-8.7239	3.7690
76.9500	28.1234	0.0241	-1.0000	0.3520	-0.0021	21.5929	-2.6794	-11.3960	-11.6643	0.0945
76.9750	28.1322	0.0240	-1.0100	0.3520	-0.0022	26.3434	1.5011	-5.4523	-16.1221	-1.5842
77.0000	28.1410	0.0239	-1.0300	0.3520	-0.0023	25.8373	4.6425	-0.4928	-19.6280	-7.7255
77.0250	28.1498	0.0238	-1.0400	0.3479	-0.0063	27.9772	7.3906	3.1645	-22.7475	-10.9477
77.0500	28.1585	0.0238	-1.0400	0.3560	-0.0025	28.6609	10.0659	9.1131	-24.5428	-14.3657
77.0750	28.1674	0.0237	-1.0600	0.3520	-0.0025	29.5400	12.5955	13.6908	-27.9592	-14.3937
77.1000	28.1762	0.0236	-1.0700	0.3519	-0.0066	30.2858	16.3439	18.8217	-28.6378	-21.7520
77.1250	28.1850	0.0236	-1.0800	0.3440	-0.0025	29.6110	18.7813	21.9404	-29.1844	-22.4375
77.1500	28.1936	0.0235	-1.0900	0.3601	0.0012	30.8008	19.9999	26.1411	-30.4661	-25.3100
77.1750	28.2026	0.0233	-1.1000	0.3440	-0.0026	27.4178	21.1021	29.2549	-27.5351	-27.4596
77.2000	28.2112	0.0232	-1.1000	0.3481	0.0013	28.7763	23.3696	31.2525	-26.2581	-30.3041
77.2250	28.2199	0.0230	-1.1100	0.3480	-0.0027	28.7586	24.7436	33.9648	-24.4392	-32.0854
77.2500	28.2286	0.0229	-1.1200	0.3480	-0.0028	27.1603	24.9038	35.2182	-22.2386	-32.1507
77.2750	28.2373	0.0228	-1.1200	0.3479	-0.0068	25.4110	26.5741	37.0248	-20.0851	-32.2067
77.3000	28.2460	0.0228	-1.1300	0.3480	-0.0029	23.4576	26.8363	36.7751	-16.0137	-33.3491
77.3250	28.2547	0.0227	-1.1300	0.3439	-0.0068	21.1667	27.4335	37.3283	-13.0780	-34.4636
77.3500	28.2633	0.0227	-1.1400	0.3480	-0.0029	21.4064	27.0985	36.9709	-7.9747	-34.4123
77.3750	28.2720	0.0226	-1.1500	0.3320	-0.0027	18.6361	27.5209	36.8143	-4.0682	-34.6035
77.4000	28.2803	0.0225	-1.1500	0.3480	-0.0030	15.6171	26.5255	35.4042	-0.4116	-31.8010
77.4250	28.2890	0.0224	-1.1500	0.3360	-0.0027	12.6247	25.6856	34.5328	3.5090	-31.5772
77.4500	28.2974	0.0223	-1.1500	0.3441	0.0011	10.7512	25.1515	33.7102	8.2966	-28.0052
77.4750	28.3060	0.0221	-1.1600	0.3360	-0.0028	7.6079	24.1610	32.5058	11.3266	-24.9882
77.5000	28.3144	0.0220	-1.1600	0.3399	-0.0069	4.7665	22.2188	30.2831	15.5252	-23.0670
77.5250	28.3229	0.0220	-1.1600	0.3320	-0.0027	0.0337	20.9225	27.8841	18.2959	-20.1479
77.5500	28.3312	0.0219	-1.1600	0.3399	-0.0069	-1.6711	19.8300	25.3774	20.6191	-17.9050
77.5750	28.3397	0.0219	-1.1600	0.3320	-0.0027	-7.2207	17.4897	22.5083	22.9328	-10.5047
77.6000	28.3480	0.0218	-1.1500	0.3399	-0.0068	-10.5327	14.3775	20.7948	23.5548	-7.6042
77.6250	28.3565	0.0218	-1.1500	0.3240	-0.0025	-12.9657	12.6150	17.8572	24.3700	-4.5452
77.6500	28.3646	0.0217	-1.1500	0.3401	0.0012	-16.9703	9.3619	13.4019	24.8695	0.6121
77.6750	28.3731	0.0215	-1.1500	0.3280	-0.0026	-19.9271	6.4244	10.3860	25.4444	2.2022
77.7000	28.3813	0.0214	-1.1400	0.3280	-0.0025	-24.7930	3.2393	7.2624	25.0580	8.3295
77.7250	28.3895	0.0213	-1.1300	0.3321	0.0015	-25.9829	0.2144	2.7728	24.4360	14.4848
77.7500	28.3978	0.0211	-1.1200	0.3320	-0.0025	-27.7232	-2.8882	-0.1011	24.4548	17.0355
77.7750	28.4061	0.0210	-1.1100	0.3241	0.0017	-30.0585	-5.5149	-3.1855	23.1024	18.5417
77.8000	28.4142	0.0208	-1.1000	0.3321	0.0016	-30.2095	-8.7534	-6.9358	23.3145	22.0157
77.8250	28.4225	0.0206	-1.0900	0.3200	-0.0021	-30.8133	-12.3027	-9.6628	21.3919	25.2985
77.8500	28.4305	0.0205	-1.0800	0.3321	0.0017	-30.2184	-14.1623	-12.2969	20.1855	27.2010
77.8750	28.4388	0.0203	-1.0700	0.3281	0.0019	-30.8754	-17.4251	-15.9443	17.4619	29.5279
77.9000	28.4470	0.0201	-1.0600	0.3282	0.0059	-29.5702	-19.9935	-19.4645	14.8796	30.0409
77.9250	28.4552	0.0198	-1.0400	0.3241	0.0021	-29.5435	-22.3290	-22.9602	11.8402	31.4398
77.9500	28.4633	0.0196	-1.0300	0.3322	0.0060	-27.6433	-24.6304	-24.7766	9.7244	32.0040
77.9750	28.4716	0.0193	-1.0100	0.3201	0.0024	-26.9774	-26.6357	-27.6358	5.3421	35.8231
78.0000	28.4796	0.0191	-1.0000	0.3282	0.0063	-24.3846	-28.2962	-29.6089	1.4309	35.3987
78.0250	28.4878	0.0188	-1.0000	0.3282	0.0063	-19.7407	-28.8060	-30.7790	-2.2493	34.8438
78.0500	28.4960	0.0185	-0.9800	0.3281	0.0024	-16.3399	-28.6798	-32.7912	-5.3594	32.9786
78.0750	28.5042	0.0183	-0.9700	0.3282	0.0064	-12.6904	-27.7524	-33.7459	-10.9575	32.6942
78.1000	28.5124	0.0180	-0.9500	0.3362	0.0064	-8.6769	-27.1892	-33.3249	-13.3702	31.8268
78.1250	28.5208	0.0177	-0.9400	0.3322	0.0106	-5.5958	-24.4799	-32.8549	-17.1164	29.4020
78.1500	28.5291	0.0173	-0.9200	0.3361	0.0026	-0.9164	-23.0427	-30.1181	-20.4762	27.3829
78.1750	28.5375	0.0171	-0.9200	0.3321	0.0067	4.6954	-19.3575	-28.2772	-23.2328	24.6830
78.2000	28.5458	0.0168	-0.9100	0.3481	0.0025	6.7377	-17.6290	-26.2747	-25.4664	20.6634
78.2250	28.5545	0.0166	-0.8800	0.3401	0.0068	9.6856	-13.9098	-21.8390	-27.7000	18.5930
78.2500	28.5630	0.0163	-0.8600	0.3482	0.0108	13.1220	-12.2201	-19.7338	-28.4163	13.8133
78.2750	28.5717	0.0159	-0.8500	0.3481	0.0028	16.5317	-9.6322	-15.3128	-28.8262	10.4419
78.3000	28.5804	0.0157	-0.8400	0.3561	0.0028	19.0356	-5.5489	-11.6751	-29.1325	7.8632
78.3250	28.5893	0.0155	-0.8400	0.3561	0.0068	21.9037	-3.2135	-6.6323	-27.5257	3.7457
78.3500	28.5982	0.0152	-0.8200	0.3561	0.0069	23.3066	-0.4071	-3.7681	-25.9047	-2.5215
78.3750	28.6071	0.0149	-0.8000	0.3561	0.0070	24.6652	3.4481	0.2123	-23.9538	-6.2100
78.4000	28.6160	0.0146	-0.7800	0.3600	-0.0009	26.2280	6.3661	3.1645	-20.9003	-7.6415
78.4250	28.6250	0.0145	-0.7700	0.3561	0.0072	27.9417	9.0657	7.5170	-17.9834	-10.9710
78.4500	28.6339	0.0142	-0.7600	0.3561	0.0033	29.3180	11.1049	11.3897	-15.4483	-14.1465
78.4750	28.6428	0.0140	-0.7500	0.3560	-0.0007	28.9983	14.7853	14.0482	-11.3439	-19.4951
78.5000	28.6517	0.0139	-0.7400	0.3601	0.0033	27.7552	16.3147	16.3444	-6.9992	-20.7495
78.5250	28.6607	0.0137	-0.7200	0.3561	0.0035	29.5844	19.0289	18.9441	-2.7959	-24.0882
78.5500	28.6696	0.0135	-0.7000	0.3561	0.0037	28.7231	21.0487	20.7997	0.5592	-27.3104
78.5750	28.6785	0.0133	-0.6800	0.3560	-0.0002	27.4444	23.2287	22.7140	3.1697	-29.9637
78.6000	28.6874	0.0132	-0.6700	0.3561	0.0038	29.7087	24.0007	24.0114	7.4390	-30.5699
78.6250	28.6963	0.0130	-0.6600	0.3480	-0.0000	26.9827	24.7193	24.9269	12.1418	-32.1181
78.6500	28.7050	0.0129	-0.6400	0.3560	0.0000	26.9649	26.5401	24.8927	15.0492	-31.1855
78.6750	28.7139	0.0128	-0.6200	0.3440	0.0003	26.0948	27.0062	25.4508	18.4373	-35.6993
78.7000	28.7225	0.0127	-0.6100	0.3480	0.0003	24.3544	27.4335	27.5316	21.5757	-33.6755
78.7250	28.7312	0.0126	-0.5900	0.3440	0.0005	23.3244	27.4238	26.8559	23.0082	-34.1605
78.7500	28.7398	0.0125	-0.5800	0.3400	0.0006	20.0390	27.8559	26.4643	23.3851	-33.4237
78.7750	28.7483	0.0124	-0.5600	0.3400	0.0007	17.8991	26.9479	25.5291	24.7988	-34.0439
78.8000	28.7568	0.0123	-0.5500	0.3361	0.0048	15.1909	27.1713	25.8963	25.7884	-32.6497
78.8250	28.7652	0.0121	-0.5300	0.3280	0.0010	13.9122	25.9089	25.9845	25.5245	-29.4228
78.8500	28.7734	0.0120	-0.5200	0.3320	-0.0030	8.1939	25.4428	24.3541	25.3172	-26.8348
78.8750	28.7817	0.0120	-0.5000	0.3200	0.0012	5.2903	23.9134	24.3639	24.2381	-24.4939
78.9000	28.7897	0.0119	-0.4900	0.3240	0.0012	1.1437	21.8790	22.7776	23.5124	-20.0733
78.9250	28.7978	0.0118	-0.4700	0.3200	-0.0026	-1.9819	20.9516	21.6662	23.0270	-16.4454
78.9500	28.8058	0.0118	-0.4600	0.3201	0.0054	-4.3971	18.3248	19.5316	22.4097	-12.2906
78.9750	28.8138	0.0116	-0.4400	0.3160	0.0016	-7.6736	15.7709	17.9453	20.4683	-6.5830
79.0000	28.8217	0.0115	-0.4300	0.3200	0.0016	-11.5095	12.7509	16.2464	19.3373	-4.7085
79.0250	28.8297	0.0114	-0.4100	0.3120	0.0058	-17.3077	10.7845	13.2697	16.3121	-0.3904
79.0500	28.8375	0.0112	-0.3900	0.3160	0.0018	-19.2079	7.6916	11.9625	12.9994	2.3142
79.0750	28.8454	0.0111	-0.3700	0.3120	0.0020	-20.8772	4.1035	8.6529	10.4548	7.7327
79.1000	28.8532	0.0110	-0.3600	0.3160	0.0020	-25.6277	1.5302	7.4142	7.8490	9.4487
79.1250	28.8611	0.0109	-0.3500	0.3160	0.0021	-26.3469	-1.8977	4.9956	3.9472	14.4895
79.1500	28.8690	0.0108	-0.3400	0.3200	0.0021	-29.5613	-5.2916	1.7985	0.5450	18.8355
79.1750	28.8770	0.0107	-0.3200	0.3120	-0.0017	-31.4881	-6.7773	-0.5025	-4.1248	20.7473
79.2000	28.8848	0.0107	-0.3000	0.3240	0.0023	-31.6479	-9.9284	-2.3238	-8.1632	24.1327
79.2250	28.8929	0.0106	-0.3000	0.3160	0.0023	-30.8222	-13.3611	-4.9481	-11.3580	27.5927
79.2500	28.9008	0.0105	-0.2900	0.3280	0.0063	-30.8488	-16.0947	-7.4842	-15.2126	29.8450
79.2750	28.9090	0.0103	-0.2800	0.3200	0.0024	-29.7566	-18.6972	-10.5539	-18.9589	29.8870
79.3000	28.9170	0.0102	-0.2700	0.3320	0.0064	-30.0585	-21.7512	-13.2026	-21.6731	34.0371
79.3250	28.9253	0.0100	-0.2500	0.3280	-0.0054	-27.7232	-24.5090	-15.0533	-24.5947	33.9858
79.3500	28.9335	0.0101	-0.2500	0.3480	0.0025	-25.9563	-26.2715	-17.3593	-27.1864	35.3614
79.3750	28.9422	0.0100	-0.2400	0.3400	-0.0014	-23.5233	-28.0826	-19.9590	-28.2514	35.5340
79.4000	28.9507	0.0100	-0.2300	0.3520	-0.0014	-20.9483	-28.8788	-23.0924	-28.5953	34.0884
79.4250	28.9595	0.0100	-0.2300	0.3520	0.0026	-19.1280	-28.2913	-25.2417	-29.0147	37.4831
79.4500	28.9683	0.0099	-0.2300	0.3560	-0.0014	-14.5551	-28.2816	-26.6713	-29.0242	35.0537
79.4750	28.9772	0.0099	-0.2200	0.3560	0.0026	-11.8647	-26.6114	-26.8574	-26.2015	32.7361
79.5000	28.9861	0.0098	-0.2200	0.3680	0.0026	-4.9920	-24.6935	-29.0507	-24.8114	31.4071
79.5250	28.9953	0.0097	-0.2100	0.3560	-0.0013	-3.3404	-23.4991	-28.4290	-22.0218	27.4948
79.5500	29.0042	0.0097	-0.2200	0.3680	-0.0014	1.0016	-20.6053	-27.6652	-19.9437	25.1493
79.5750	29.0134	0.0097	-0.2100	0.3560	-0.0013	4.9085	-18.2408	-26.5587	-16.0985	23.4986
79.6000	29.0223	0.0097	-0.2100	0.3640	0.0027	11.5414	-14.8080	-25.1927	-13.2806	18.1780
79.6250	29.0314	0.0096	-0.2100	0.3560	-0.0013	14.0454	-13.0601	-22.8672	-9.1150	15.8278
79.6500	29.0403	0.0096	-0.2100	0.3640	-0.0053	16.8691	-10.8606	-20.2772	-4.8599	9.8823
79.6750	29.0494	0.0097	-0.2100	0.3560	-0.0013	19.2044	-7.5736	-16.3899	-0.7320	7.7047
79.7000	29.0583	0.0097	-0.2200	0.3640	-0.0014	20.2432	-4.5001	-13.6579	2.1896	5.1866
79.7250	29.0674	0.0097	-0.2200	0.3560	-0.0054	22.1789	-1.5141	-9.5649	6.2609	1.3629
79.7500	29.0763	0.0098	-0.2200	0.3560	0.0026	24.9138	0.9718	-7.1023	10.3700	-5.8276
79.7750	29.0852	0.0097	-0.2300	0.3440	-0.0014	26.8051	4.4920	-4.7571	13.4377	-7.7208
79.8000	29.0938	0.0097	-0.2400	0.3440	0.0026	27.8706	7.9004	-0.9040	17.1462	-13.8434
79.8250	29.1024	0.0096	-0.2400	0.3360	-0.0014	28.3146	10.0319	1.8279	19.5211	-16.0304
79.8500	29.1108	0.0096	-0.2500	0.3480	-0.0055	27.0005	13.3870	4.5598	21.8537	-18.0822
79.8750	29.1195	0.0097	-0.2600	0.3240	-0.0015	31.3691	16.2031	8.2612	23.8469	-23.2909
79.9000	29.1276	0.0097	-0.2700	0.3280	0.0025	30.4013	17.9073	10.8022	24.6574	-23.6313
79.9250	29.1358	0.0096	-0.2800	0.3200	-0.0016	30.0816	20.4758	13.7397	25.5622	-27.2685
79.9500	29.1438	0.0096	-0.2900	0.3160	0.0024	29.8330	22.2091	16.0310	24.9072	-29.7772
79.9750	29.1517	0.0095	-0.3000	0.3120	-0.0016	27.7108	23.0200	18.2293	24.9025	-30.8124
80.0000	29.1595	0.0095	-0.3000	0.3200	0.0023	28.0305	24.2629	20.7311	23.9176	-33.7921
80.0250	29.1675	0.0094	-0.3100	0.3080	-0.0017	25.3755	26.0351	21.9600	24.0920	-32.7849
80.0500	29.1752	0.0094	-0.3300	0.3160	0.0022	24.7096	26.4770	23.1938	22.6029	-31.1948
80.0750	29.1831	0.0093	-0.3500	0.3080	-0.0019	22.8449	27.2344	25.2990	22.0469	-35.1211
80.1000	29.1908	0.0093	-0.3600	0.3120	0.0020	20.3764	27.4529	26.4496	20.0159	-34.5149
80.1250	29.1986	0.0092	-0.3700	0.3080	-0.0020	20.9092	28.2006	26.5083	18.3054	-34.2957
80.1500	29.2063	0.0092	-0.3800	0.3120	0.0059	17.5084	27.5354	27.6882	16.9812	-34.1698
80.1750	29.2141	0.0090	-0.3900	0.3120	0.0019	16.2653	27.7442	27.6099	14.8607	-33.2139
80.2000	29.2219	0.0089	-0.4000	0.3160	0.0018	12.5981	26.7343	27.5022	11.0627	-30.2388
80.2250	29.2298	0.0088	-0.4200	0.3121	0.0057	8.7444	25.9186	27.9624	8.9846	-27.6648
80.2500	29.2376	0.0086	-0.4400	0.3200	0.0015	8.9753	25.1757	27.3798	5.2525	-24.2048
80.2750	29.2456	0.0085	-0.4700	0.3200	-0.0026	5.2193	23.0103	27.4826	2.0341	-20.8287
80.3000	29.2536	0.0085	-0.4800	0.3281	0.0053	0.1580	21.0487	26.4545	-1.2880	-18.5532
80.3250	29.2618	0.0083	-0.4800	0.3360	-0.0028	-3.5802	19.0434	24.9074	-6.2170	-13.0087
80.3500	29.2702	0.0083	-0.4900	0.3400	-0.0029	-7.9400	16.7420	24.1436	-10.3873	-9.9264
80.3750	29.2787	0.0083	-0.5100	0.3481	0.0049	-11.3408	14.0327	22.0236	-13.5210	-6.6296
80.4000	29.2874	0.0081	-0.5400	0.3520	-0.0033	-13.9957	10.9739	20.3982	-17.5546	-3.9903
80.4250	29.2962	0.0081	-0.5700	0.3520	0.0005	-18.3910	9.2793	18.4937	-20.5940	0.4909
80.4500	29.3050	0.0080	-0.5800	0.3560	0.0004	-22.1825	5.8126	16.6773	-23.8219	4.5011
80.4750	29.3139	0.0079	-0.5900	0.3600	-0.0037	-24.6687	3.1179	14.6846	-25.9706	8.6420
80.5000	29.3229	0.0079	-0.6000	0.3600	0.0002	-27.6433	-0.2129	10.7238	-27.1534	12.5356
80.5250	29.3319	0.0078	-0.6100	0.3640	-0.0039	-27.6078	-3.5873	7.7716	-27.8791	15.5433
80.5500	29.3410	0.0078	-0.6400	0.3680	-0.0001	-28.1317	-6.0538	6.7630	-28.9252	20.1225
80.5750	29.3502	0.0077	-0.6600	0.3640	-0.0002	-29.7389	-9.2438	3.0029	-28.0393	22.1043
80.6000	29.3593	0.0076	-0.6800	0.3600	-0.0003	-30.0763	-13.2009	-0.4830	-26.5125	26.0539
80.6250	29.3683	0.0075	-0.6900	0.3599	-0.0083	-29.6767	-15.6529	-3.2394	-26.9037	28.0451
80.6500	29.3773	0.0076	-0.6900	0.3640	-0.0044	-28.9486	-18.7651	-7.0435	-23.0114	31.3092
80.6750	29.3864	0.0076	-0.7100	0.3640	-0.0045	-29.7478	-21.8483	-10.4217	-21.1736	32.1066
80.7000	29.3955	0.0076	-0.7400	0.3600	-0.0046	-27.5368	-23.0718	-13.8244	-18.4499	33.4822
80.7250	29.4045	0.0076	-0.7700	0.3560	-0.0048	-27.1727	-25.2276	-17.6677	-15.3729	33.8459
80.7500	29.4134	0.0076	-0.7800	0.3520	-0.0048	-24.6599	-26.6551	-19.6114	-10.3449	33.6874
80.7750	29.4222	0.0076	-0.7900	0.3439	-0.0087	-23.8696	-27.6504	-23.5183	-6.3065	35.1330
80.8000	29.4308	0.0077	-0.8000	0.3520	-0.0049	-20.0692	-27.5630	-26.7350	-2.6923	34.4708
80.8250	29.4396	0.0077	-0.8200	0.3360	-0.0048	-15.9581	-28.2185	-28.6738	0.5686	32.5962
80.8500	29.4480	0.0077	-0.8400	0.3360	-0.0049	-12.6727	-26.5677	-31.4253	4.3666	32.4004
80.8750	29.4564	0.0077	-0.8600	0.3280	-0.0049	-7.5670	-26.1161	-32.3114	8.4333	29.8404
80.9000	29.4646	0.0077	-0.8800	0.3280	-0.0010	-5.0009	-23.5428	-33.0116	11.8826	28.8471
80.9250	29.4728	0.0076	-0.8900	0.3160	-0.0049	0.4422	-21.7997	-32.1058	15.5157	29.0616
80.9500	29.4807	0.0076	-0.9000	0.3240	-0.0051	3.5944	-19.4061	-31.3959	18.5363	22.4400
80.9750	29.4888	0.0076	-0.9100	0.3160	-0.0050	8.0163	-15.8034	-29.5256	21.0950	21.1950
81.0000	29.4967	0.0076	-0.9300	0.3200	-0.0012	12.7668	-14.2642	-28.2527	23.5972	18.2712
81.0250	29.5047	0.0075	-0.9500	0.3160	-0.0052	16.2386	-11.6181	-24.4681	24.3841	13.4962
81.0500	29.5126	0.0075	-0.9700	0.3240	-0.0055	17.5794	-8.0591	-20.3556	25.1004	11.0714
81.0750	29.5207	0.0075	-0.9800	0.3080	-0.0053	20.2965	-5.9762	-18.2160	24.7470	5.4664
81.1000	29.5284	0.0075	-0.9900	0.3240	-0.0056	20.9625	-2.1501	-13.5355	25.3219	5.8534
81.1250	29.5365	0.0075	-1.0000	0.3120	-0.0014	23.2001	0.6757	-11.0533	24.2192	-2.1671
81.1500	29.5443	0.0074	-1.0100	0.3240	-0.0017	25.1802	3.0402	-7.5968	23.4323	-4.5965
