time 	x0 	y0 	psi 	u 	v 	WG1 	WG2 	WG3 	WG4 	x_0WM 	
s 	m 	m 	° 	m/s 	m/s 	mm 	mm 	mm 	mm 	mm 	
69.3750	25.5265	0.0281	-0.6700	0.3521	0.0039	-20.8861	4.8513	4.6284	-11.4853	5.2752
69.4000	25.5353	0.0279	-0.6600	0.3640	-0.0002	-25.1660	2.2828	2.8756	-7.4281	10.0082
69.4250	25.5444	0.0278	-0.6500	0.3441	0.0041	-26.7909	-0.4362	0.5109	-2.8619	12.5636
69.4500	25.5530	0.0276	-0.6400	0.3601	0.0040	-29.0818	-3.9223	0.1437	2.2084	17.9168
69.4750	25.5620	0.0274	-0.6300	0.3520	0.0001	-28.8953	-7.2920	-1.6629	5.7096	18.9427
69.5000	25.5708	0.0273	-0.6200	0.3520	0.0002	-30.4581	-10.0352	-2.8085	9.8422	23.2654
69.5250	25.5796	0.0272	-0.6100	0.3440	0.0003	-30.0497	-13.4340	-4.9823	14.5120	25.7975
69.5500	25.5882	0.0271	-0.6000	0.3521	0.0043	-30.9465	-15.1236	-5.8195	17.6504	27.7047
69.5750	25.5970	0.0269	-0.5900	0.3440	0.0005	-30.9731	-17.7115	-7.4058	21.1327	29.3367
69.6000	25.6056	0.0268	-0.5800	0.3480	0.0005	-30.1917	-20.3383	-9.0117	24.5820	31.8688
69.6250	25.6143	0.0267	-0.5600	0.3440	0.0006	-28.7444	-23.7710	-10.2259	26.2172	31.9574
69.6500	25.6229	0.0266	-0.5500	0.3401	0.0047	-28.3004	-26.3152	-9.8734	28.5733	33.7434
69.6750	25.6314	0.0264	-0.5500	0.3360	-0.0032	-26.6488	-26.8493	-11.2981	28.4414	34.2283
69.7000	25.6398	0.0264	-0.5400	0.3400	0.0008	-22.0316	-28.8060	-12.2234	30.0247	34.5734
69.7250	25.6483	0.0263	-0.5200	0.3280	0.0010	-18.3821	-29.0682	-12.8942	29.2801	34.1257
69.7500	25.6565	0.0262	-0.5100	0.3400	0.0010	-15.4075	-28.9371	-13.1634	28.6675	34.5780
69.7750	25.6650	0.0261	-0.4900	0.3240	0.0012	-12.2376	-27.2426	-13.9615	27.8665	33.1372
69.8000	25.6731	0.0260	-0.4800	0.3360	-0.0028	-7.0431	-25.3199	-14.5735	26.2973	31.2812
69.8250	25.6815	0.0260	-0.4700	0.3280	0.0013	-2.5146	-23.7176	-15.6114	26.2266	28.4741
69.8500	25.6897	0.0259	-0.4600	0.3320	0.0013	1.0904	-20.7655	-15.0288	25.0768	25.4944
69.8750	25.6980	0.0258	-0.4400	0.3200	-0.0025	4.1982	-18.1825	-14.7350	22.7301	21.6660
69.9000	25.7060	0.0258	-0.4300	0.3320	0.0015	7.9542	-15.8325	-14.0986	20.7510	18.2572
69.9250	25.7143	0.0257	-0.4100	0.3200	-0.0023	10.9820	-13.0358	-13.4474	18.1876	15.6226
69.9500	25.7223	0.0257	-0.4000	0.3320	-0.0023	13.5304	-9.9041	-12.2528	14.6298	14.0651
69.9750	25.7306	0.0257	-0.3900	0.3200	0.0018	17.9968	-6.7773	-11.4841	11.5857	8.7072
70.0000	25.7386	0.0256	-0.3800	0.3200	-0.0021	21.3443	-4.7089	-10.3874	8.2165	5.8301
70.0250	25.7466	0.0256	-0.3700	0.3280	-0.0021	23.2889	-1.7860	-8.5662	4.5551	0.4023
70.0500	25.7548	0.0256	-0.3500	0.3240	0.0020	25.0825	1.2437	-7.7436	0.0125	0.7054
70.0750	25.7629	0.0255	-0.3200	0.3240	-0.0018	26.4499	3.6374	-5.1292	-5.1850	-5.5385
70.1000	25.7710	0.0255	-0.3100	0.3240	-0.0018	26.3700	6.6186	-4.0031	-10.1470	-8.2617
70.1250	25.7791	0.0255	-0.3000	0.3240	0.0023	28.6343	9.2502	-2.0546	-13.4644	-13.0321
70.1500	25.7872	0.0254	-0.2900	0.3360	-0.0017	30.1970	11.9061	-0.5221	-17.4274	-18.4739
70.1750	25.7956	0.0254	-0.2800	0.3280	-0.0016	28.5544	15.4893	0.5697	-21.7768	-19.7795
70.2000	25.8038	0.0254	-0.2600	0.3400	-0.0015	30.5611	17.8782	2.6700	-25.4193	-23.3002
70.2250	25.8123	0.0254	-0.2400	0.3400	-0.0014	29.5311	20.2379	5.0935	-29.2598	-23.5193
70.2500	25.8208	0.0254	-0.2400	0.3520	-0.0015	29.1582	20.8399	5.6810	-31.6489	-27.8094
70.2750	25.8296	0.0254	-0.2300	0.3440	-0.0054	29.3624	22.3694	7.0323	-32.2002	-29.5720
70.3000	25.8382	0.0255	-0.2200	0.3600	-0.0014	28.1725	24.4037	9.5733	-33.2934	-31.1621
70.3250	25.8472	0.0255	-0.2000	0.3600	-0.0053	26.2280	25.5496	9.9748	-34.0191	-32.3466
70.3500	25.8562	0.0256	-0.1900	0.3720	0.0028	25.4288	25.7001	11.2575	-32.4924	-34.1092
70.3750	25.8655	0.0255	-0.1600	0.3640	-0.0050	23.5197	25.9332	13.0396	-30.7818	-34.2211
70.4000	25.8746	0.0256	-0.1500	0.3760	-0.0010	21.6195	27.2587	13.4166	-27.4314	-33.9880
70.4250	25.8840	0.0256	-0.1500	0.3640	-0.0010	19.8792	26.9091	14.9588	-23.2376	-35.3356
70.4500	25.8931	0.0256	-0.1400	0.3760	-0.0049	18.5562	27.6520	15.5561	-19.4254	-33.9880
70.4750	25.9025	0.0257	-0.1300	0.3680	-0.0008	16.6204	26.5352	16.3835	-15.9242	-34.8973
70.5000	25.9117	0.0257	-0.1100	0.3720	-0.0007	13.0598	26.2148	16.3444	-10.8350	-30.5093
70.5250	25.9210	0.0257	-0.0900	0.3680	-0.0046	10.7156	25.3991	16.7850	-6.4809	-28.8632
70.5500	25.9302	0.0258	-0.0800	0.3720	-0.0005	8.6024	23.7823	17.1228	-1.6603	-26.6856
70.5750	25.9395	0.0258	-0.0800	0.3680	-0.0045	5.3969	23.9182	17.0739	2.9859	-21.4489
70.6000	25.9487	0.0259	-0.0700	0.3720	-0.0045	1.8629	22.2285	16.5059	7.5332	-19.6536
70.6250	25.9580	0.0260	-0.0500	0.3640	-0.0003	-2.6301	19.4659	16.0310	11.4538	-15.5641
70.6500	25.9671	0.0260	-0.0400	0.3640	-0.0043	-7.3628	17.4363	15.3309	15.8597	-11.5259
70.6750	25.9762	0.0261	-0.0300	0.3560	-0.0082	-10.3729	15.1349	14.9441	19.5070	-7.6835
70.7000	25.9851	0.0263	-0.0200	0.3560	0.0039	-15.0790	12.1197	14.4398	23.3946	-2.8525
70.7250	25.9940	0.0262	-0.0100	0.3480	-0.0041	-18.0536	10.5272	12.8829	25.7177	-0.5070
70.7500	26.0027	0.0263	0.0000	0.3440	-0.0040	-21.1525	7.0944	12.6332	28.4555	4.8509
70.7750	26.0113	0.0264	0.0000	0.3360	-0.0040	-24.2336	4.0598	11.3897	29.9116	4.7203
70.8000	26.0197	0.0265	0.0100	0.3440	0.0041	-25.4235	0.6902	9.3530	30.4629	13.7527
70.8250	26.0283	0.0264	0.0200	0.3240	-0.0039	-26.6577	-2.2278	7.6639	31.2216	13.1745
70.8500	26.0364	0.0265	0.0300	0.3280	0.0002	-29.2771	-5.1168	5.2747	29.8927	18.1733
70.8750	26.0446	0.0265	0.0400	0.3200	-0.0038	-30.1828	-8.2873	3.9919	29.9681	22.4587
70.9000	26.0526	0.0266	0.0400	0.3240	0.0002	-31.7190	-10.3266	2.7679	28.8089	25.0887
70.9250	26.0607	0.0266	0.0500	0.3200	-0.0037	-30.8754	-13.8418	-0.4732	26.6366	23.4939
70.9500	26.0687	0.0267	0.0600	0.3240	0.0003	-28.5579	-16.9590	-2.6861	26.4104	30.2507
70.9750	26.0768	0.0267	0.0600	0.3160	-0.0037	-30.4048	-20.4936	-3.7877	23.6208	30.9222
71.0000	26.0847	0.0268	0.0700	0.3200	0.0004	-29.4459	-22.3047	-6.7889	21.8537	32.5356
71.0250	26.0927	0.0268	0.0700	0.3160	-0.0036	-29.5613	-25.5286	-8.4046	19.6578	34.0838
71.0500	26.1006	0.0269	0.0700	0.3200	-0.0036	-27.5279	-27.4756	-9.4425	18.0839	34.8858
71.0750	26.1086	0.0270	0.0700	0.3160	0.0004	-25.1482	-28.0146	-11.8268	14.1586	34.7179
71.1000	26.1165	0.0270	0.0800	0.3200	0.0044	-20.4421	-29.5926	-13.2760	10.4407	34.2983
71.1250	26.1245	0.0269	0.0800	0.3200	-0.0036	-18.2134	-29.3449	-14.5098	6.3929	31.3792
71.1500	26.1325	0.0270	0.0800	0.3280	-0.0035	-14.1999	-28.2476	-15.6408	2.5053	32.9413
71.1750	26.1407	0.0271	0.0800	0.3240	0.0005	-10.0000	-27.4319	-16.3654	-2.0891	32.7501
71.2000	26.1488	0.0271	0.0800	0.3440	-0.0035	-3.9709	-24.4653	-17.1634	-7.3527	28.8191
71.2250	26.1574	0.0272	0.0800	0.3320	0.0005	-0.6589	-22.9699	-17.5796	-10.7313	27.3083
71.2500	26.1657	0.0272	0.0800	0.3560	-0.0035	2.8130	-20.3043	-18.6812	-14.7508	24.3799
71.2750	26.1746	0.0273	0.0800	0.3560	0.0005	7.0840	-18.1194	-18.9847	-19.0767	21.9551
71.3000	26.1835	0.0273	0.0700	0.3600	-0.0036	8.8865	-14.3128	-18.4559	-23.2423	17.3526
71.3250	26.1925	0.0274	0.0700	0.3680	0.0004	12.3761	-12.2784	-17.6579	-25.6266	15.5620
71.3500	26.2017	0.0274	0.0500	0.3680	0.0003	17.9346	-9.0593	-18.6371	-28.1383	9.3694
71.3750	26.2109	0.0274	0.0500	0.3720	0.0003	19.1688	-6.0296	-16.8158	-30.8007	8.1010
71.4000	26.2202	0.0274	0.0400	0.3800	-0.0037	21.2200	-3.3591	-15.9982	-32.1908	2.7805
71.4250	26.2297	0.0275	0.0400	0.3680	0.0043	24.0170	-0.4071	-15.0631	-33.0625	-0.3578
71.4500	26.2389	0.0274	0.0300	0.3840	-0.0038	26.3256	3.4529	-12.8746	-32.2520	-5.5478
71.4750	26.2485	0.0275	0.0200	0.3720	0.0001	28.0749	7.1041	-11.4499	-29.8299	-6.6623
71.5000	26.2578	0.0275	0.0000	0.3760	-0.0040	28.8563	9.5852	-9.1781	-28.2843	-11.2321
71.5250	26.2672	0.0276	-0.0200	0.3760	0.0039	29.4689	12.4062	-6.6567	-25.6879	-15.7926
71.5500	26.2766	0.0275	-0.0200	0.3760	-0.0041	28.1992	14.2415	-4.2430	-21.5647	-19.3785
71.5750	26.2860	0.0276	-0.0300	0.3720	-0.0002	27.8884	17.2275	-2.6029	-18.2991	-23.4634
71.6000	26.2953	0.0276	-0.0400	0.3720	-0.0043	28.6875	18.7764	0.1927	-14.8404	-24.4706
71.6250	26.3046	0.0277	-0.0600	0.3680	0.0036	28.1637	20.6311	1.5880	-10.0810	-28.6860
71.6500	26.3138	0.0276	-0.0700	0.3640	-0.0044	29.3535	22.3791	3.8744	-5.7364	-27.9959
71.6750	26.3229	0.0277	-0.0900	0.3520	-0.0006	26.1924	23.7968	5.7985	-2.0231	-31.2647
71.7000	26.3317	0.0277	-0.1000	0.3560	-0.0006	25.4910	25.6176	8.2759	2.2037	-32.1834
71.7250	26.3406	0.0277	-0.1000	0.3440	-0.0046	26.0415	26.9674	9.8328	6.6992	-35.0512
71.7500	26.3492	0.0278	-0.1100	0.3480	-0.0007	25.7840	27.1956	11.9282	10.7281	-31.9549
71.7750	26.3579	0.0278	-0.1300	0.3360	-0.0008	22.2411	27.6228	13.4215	13.5130	-34.4216
71.8000	26.3663	0.0278	-0.1500	0.3360	-0.0049	20.6162	27.9821	15.7520	17.6881	-33.8527
71.8250	26.3747	0.0279	-0.1700	0.3240	-0.0010	20.2255	27.0887	17.2452	21.3259	-34.2025
71.8500	26.3828	0.0279	-0.1800	0.3280	-0.0050	18.1566	27.3849	18.9245	22.1223	-33.6942
71.8750	26.3910	0.0280	-0.1900	0.3280	-0.0011	14.6759	25.7681	19.6051	24.4218	-31.9036
71.9000	26.3992	0.0280	-0.1900	0.3280	-0.0051	11.3283	25.1515	20.6479	26.6460	-28.9052
71.9250	26.4074	0.0281	-0.2100	0.3200	-0.0012	9.1795	23.9813	21.9649	27.0889	-27.0167
71.9500	26.4154	0.0281	-0.2300	0.3240	-0.0013	4.3314	22.5587	22.5083	27.2303	-24.2095
71.9750	26.4235	0.0281	-0.2500	0.3240	-0.0014	2.5466	21.7090	23.2134	26.8628	-19.3972
72.0000	26.4316	0.0281	-0.2600	0.3280	-0.0055	-1.7421	19.5678	24.1974	25.7413	-16.6833
72.0250	26.4398	0.0282	-0.2700	0.3200	-0.0015	-6.4393	17.7810	23.3015	24.6433	-11.5912
72.0500	26.4478	0.0282	-0.2800	0.3280	-0.0056	-8.2951	15.2271	22.8413	24.7941	-6.8535
72.0750	26.4560	0.0283	-0.2900	0.3200	-0.0056	-12.7082	13.5375	23.3798	23.0694	-5.1888
72.1000	26.4640	0.0284	-0.3200	0.3320	-0.0019	-15.8426	10.3135	23.4337	21.0809	-1.1552
72.1250	26.4723	0.0284	-0.3400	0.3240	-0.0059	-19.9804	8.0024	21.7935	19.7756	3.4613
72.1500	26.4804	0.0285	-0.3500	0.3400	-0.0021	-22.6886	4.3706	20.6822	17.5938	7.5974
72.1750	26.4889	0.0285	-0.3600	0.3400	-0.0061	-25.0772	1.3408	18.9784	16.2131	10.0082
72.2000	26.4974	0.0286	-0.3600	0.3480	-0.0062	-29.0019	-1.6792	17.7495	12.5093	14.4242
72.2250	26.5061	0.0287	-0.3800	0.3440	-0.0063	-28.5046	-3.7476	15.4533	9.5312	17.1521
72.2500	26.5147	0.0288	-0.4000	0.3559	-0.0105	-29.4636	-7.1317	14.0922	6.1714	18.9147
72.2750	26.5236	0.0290	-0.4200	0.3560	-0.0026	-30.1207	-10.1323	11.9478	2.9577	25.1586
72.3000	26.5325	0.0290	-0.4400	0.3600	-0.0068	-30.4403	-12.3464	8.0311	-1.0194	27.5368
72.3250	26.5415	0.0291	-0.4500	0.3560	-0.0068	-29.3659	-14.8712	4.7116	-4.7704	27.7606
72.3500	26.5504	0.0292	-0.4600	0.3680	-0.0070	-30.6091	-18.0223	3.1743	-9.1339	30.8009
72.3750	26.5596	0.0293	-0.4800	0.3560	-0.0070	-29.1351	-21.3870	-0.9089	-12.0743	30.8989
72.4000	26.5685	0.0294	-0.5000	0.3640	-0.0032	-27.6167	-23.5379	-4.0178	-16.3012	32.3491
72.4250	26.5776	0.0294	-0.5200	0.3599	-0.0113	-26.0184	-25.0480	-6.6518	-18.2897	34.5407
72.4500	26.5866	0.0296	-0.5400	0.3639	-0.0074	-23.5055	-27.8349	-8.9138	-21.4328	33.7527
72.4750	26.5957	0.0297	-0.5500	0.3640	-0.0035	-24.0649	-29.2090	-13.1439	-22.9077	33.0252
72.5000	26.6048	0.0297	-0.5700	0.3679	-0.0117	-19.9715	-29.4275	-15.5331	-25.7397	34.9371
72.5250	26.6140	0.0299	-0.5800	0.3559	-0.0076	-13.7915	-29.4226	-17.7509	-26.7199	32.6615
72.5500	26.6229	0.0300	-0.6000	0.3719	-0.0079	-11.4828	-27.5388	-19.6261	-27.2853	33.1651
72.5750	26.6322	0.0301	-0.6200	0.3599	-0.0079	-6.4749	-25.5432	-21.4963	-27.7094	31.2579
72.6000	26.6412	0.0302	-0.6300	0.3639	-0.0120	-1.3692	-24.5042	-23.0190	-27.9922	27.0192
72.6250	26.6503	0.0304	-0.6500	0.3559	-0.0080	2.6354	-21.3773	-24.1352	-26.6021	24.7296
72.6500	26.6592	0.0305	-0.6700	0.3639	-0.0083	5.3436	-18.5806	-24.6101	-23.7983	22.1602
72.6750	26.6683	0.0306	-0.6800	0.3559	-0.0082	9.8277	-15.0508	-25.1927	-22.4883	17.9495
72.7000	26.6772	0.0307	-0.6900	0.3679	-0.0124	12.2251	-13.0990	-25.8488	-19.6893	14.6434
72.7250	26.6864	0.0309	-0.7100	0.3480	-0.0043	15.2974	-10.7247	-26.5000	-16.3200	14.1770
72.7500	26.6951	0.0309	-0.7300	0.3559	-0.0125	17.7393	-7.6901	-25.4326	-14.3550	9.3134
72.7750	26.7040	0.0311	-0.7500	0.3520	-0.0046	20.1633	-5.2381	-24.1352	-10.0857	4.3006
72.8000	26.7128	0.0311	-0.7600	0.3519	-0.0087	22.8271	-2.2133	-23.0728	-7.2726	-0.4371
72.8250	26.7216	0.0312	-0.7800	0.3439	-0.0087	26.0415	0.9330	-20.3654	-3.7478	-3.3002
72.8500	26.7302	0.0313	-0.7800	0.3439	-0.0087	26.6542	4.9969	-17.8439	1.4969	-6.9467
72.8750	26.7388	0.0314	-0.8000	0.3439	-0.0088	27.4888	8.0169	-15.3519	3.8766	-9.1104
72.9000	26.7474	0.0315	-0.8100	0.3399	-0.0088	27.9239	10.9836	-13.2614	8.4380	-14.9020
72.9250	26.7559	0.0316	-0.8300	0.3399	-0.0089	28.7053	13.3238	-10.9750	11.1993	-16.6879
72.9500	26.7644	0.0317	-0.8400	0.3398	-0.0130	27.8973	15.8875	-7.9395	14.3141	-20.6002
72.9750	26.7729	0.0319	-0.8500	0.3360	-0.0050	29.1848	18.2326	-3.9542	17.1226	-22.6613
73.0000	26.7813	0.0319	-0.8600	0.3400	-0.0051	29.4601	20.5583	-1.0019	20.0960	-25.9348
73.0250	26.7898	0.0319	-0.8600	0.3359	-0.0090	27.9062	22.1266	1.1474	21.8207	-28.2570
73.0500	26.7982	0.0320	-0.8700	0.3399	-0.0092	28.2613	23.1996	4.6871	23.6302	-31.1342
73.0750	26.8067	0.0321	-0.8900	0.3279	-0.0091	27.0626	25.2583	8.8193	24.1108	-32.5144
73.1000	26.8149	0.0322	-0.8900	0.3400	-0.0013	27.3201	25.4137	10.9099	24.8931	-33.3678
73.1250	26.8234	0.0321	-0.9000	0.3320	-0.0012	27.0715	25.8846	15.0861	26.0381	-33.0600
73.1500	26.8317	0.0320	-0.9000	0.3361	0.0027	24.3544	27.6034	17.3187	25.2512	-34.6455
73.1750	26.8401	0.0318	-0.8900	0.3360	-0.0052	21.6906	27.0742	19.9576	24.4642	-36.9770
73.2000	26.8485	0.0318	-0.9000	0.3320	-0.0052	19.8703	27.4480	22.1265	23.7810	-35.3030
73.2250	26.8568	0.0318	-0.9000	0.3321	0.0028	18.1033	28.1618	24.2562	23.4370	-33.4471
73.2500	26.8651	0.0316	-0.9100	0.3400	-0.0014	15.3241	27.0014	27.2084	22.0280	-30.7425
73.2750	26.8736	0.0315	-0.9100	0.3319	-0.0093	13.3439	26.5595	28.7996	21.2741	-30.4021
73.3000	26.8819	0.0316	-0.9100	0.3281	0.0028	10.2983	25.5593	29.9404	19.5494	-25.7017
73.3250	26.8901	0.0314	-0.9100	0.3320	-0.0013	6.8087	23.8794	32.4373	17.1179	-24.7551
73.3500	26.8984	0.0313	-0.9100	0.3401	0.0026	5.4502	22.5296	32.0799	14.6393	-21.9386
73.3750	26.9069	0.0311	-0.9000	0.3361	0.0027	1.0371	20.5535	33.9697	12.5612	-17.3174
73.4000	26.9153	0.0309	-0.9000	0.3361	0.0027	-4.0330	18.6065	34.2439	8.8008	-15.6527
73.4250	26.9237	0.0307	-0.9000	0.3361	0.0027	-7.9932	16.0671	33.1472	4.8850	-11.3347
73.4500	26.9321	0.0305	-0.8900	0.3400	-0.0013	-11.0211	14.2901	33.3577	0.2387	-7.2498
73.4750	26.9406	0.0304	-0.8900	0.3321	0.0028	-14.5729	11.6827	32.8877	-2.6499	-2.8386
73.5000	26.9489	0.0302	-0.8800	0.3441	0.0027	-19.6785	9.3522	31.3504	-6.3018	1.3069
73.5250	26.9575	0.0300	-0.8800	0.3400	-0.0012	-20.5753	6.3516	30.6601	-10.1187	5.1540
73.5500	26.9660	0.0299	-0.8700	0.3521	0.0067	-24.1715	2.7829	28.4814	-14.3362	9.2901
73.5750	26.9748	0.0296	-0.8700	0.3401	0.0028	-26.3736	-0.1400	25.5536	-18.4641	12.2792
73.6000	26.9833	0.0294	-0.8600	0.3521	0.0067	-28.5757	-3.3786	23.9135	-22.7286	17.7257
73.6250	26.9921	0.0291	-0.8500	0.3521	0.0028	-29.7300	-6.1558	19.8988	-23.8973	19.5349
73.6500	27.0009	0.0289	-0.8400	0.3520	-0.0012	-29.6146	-8.7631	17.1424	-26.0696	22.3561
73.6750	27.0097	0.0288	-0.8300	0.3561	0.0068	-30.2450	-12.5260	13.2795	-27.8744	26.2451
73.7000	27.0186	0.0285	-0.8200	0.3641	0.0028	-30.1118	-15.1770	8.7263	-29.8488	27.0378
73.7250	27.0277	0.0283	-0.8100	0.3521	0.0070	-29.9076	-17.6338	5.1816	-29.0807	30.5725
73.7500	27.0365	0.0280	-0.8000	0.3641	0.0029	-28.8509	-19.5032	1.6615	-29.1184	30.8569
73.7750	27.0456	0.0278	-0.7900	0.3561	0.0031	-29.1706	-22.6931	-3.4254	-27.6859	33.4962
73.8000	27.0545	0.0276	-0.7800	0.3641	0.0030	-27.8920	-24.6158	-8.3507	-26.0837	34.3309
73.8250	27.0636	0.0274	-0.7700	0.3561	0.0032	-26.5157	-27.5290	-12.0961	-23.6240	34.1910
73.8500	27.0725	0.0272	-0.7600	0.3641	0.0032	-24.8108	-27.6601	-17.0116	-21.3103	35.8790
73.8750	27.0816	0.0270	-0.7500	0.3641	0.0032	-18.5331	-28.1651	-20.9529	-17.5688	34.1490
73.9000	27.0907	0.0268	-0.7400	0.3561	0.0034	-15.1323	-28.7186	-25.0214	-14.1618	33.5522
73.9250	27.0996	0.0266	-0.7200	0.3641	0.0034	-12.4951	-27.5727	-27.8170	-9.8172	33.3470
73.9500	27.1087	0.0264	-0.7100	0.3641	0.0035	-8.1531	-26.2715	-30.3726	-5.3123	30.6984
73.9750	27.1178	0.0262	-0.6900	0.3560	-0.0003	-5.0098	-25.2130	-33.1633	-1.9572	30.1295
74.0000	27.1267	0.0261	-0.6800	0.3601	0.0037	-1.6090	-21.9940	-36.0274	3.0142	27.9285
74.0250	27.1357	0.0259	-0.6700	0.3560	-0.0002	3.6121	-19.9450	-37.1046	5.7143	22.2815
74.0500	27.1446	0.0258	-0.6600	0.3600	-0.0001	7.8298	-15.8131	-37.4473	11.0486	21.1111
74.0750	27.1536	0.0257	-0.6500	0.3480	0.0001	10.6801	-14.0700	-37.3640	13.4659	17.7863
74.1000	27.1623	0.0256	-0.6300	0.3561	0.0041	13.3439	-11.1957	-36.4338	18.0085	14.3776
74.1250	27.1712	0.0254	-0.6200	0.3480	0.0002	16.8247	-8.6466	-35.0140	20.9584	10.4279
74.1500	27.1799	0.0253	-0.6000	0.3481	0.0044	22.1789	-5.9616	-31.3959	22.2636	6.0120
74.1750	27.1886	0.0251	-0.5800	0.3480	0.0005	22.0280	-2.9901	-28.6787	25.2889	2.6825
74.2000	27.1973	0.0250	-0.5700	0.3440	0.0006	25.8639	0.3406	-25.9124	26.6177	-1.8453
74.2250	27.2059	0.0249	-0.5600	0.3400	0.0007	26.9383	4.0696	-22.4657	28.2906	-5.5385
74.2500	27.2144	0.0248	-0.5400	0.3360	0.0008	27.9861	6.7011	-17.9223	28.2340	-9.6467
74.2750	27.2228	0.0247	-0.5300	0.3280	0.0010	28.0216	9.7406	-14.4315	27.4801	-14.7947
74.3000	27.2310	0.0246	-0.5100	0.3320	-0.0030	29.3890	12.2654	-10.4413	26.7308	-15.8672
74.3250	27.2393	0.0246	-0.4900	0.3240	0.0012	29.3624	14.2124	-6.8428	26.3963	-18.4832
74.3500	27.2474	0.0245	-0.4700	0.3280	0.0013	29.6909	17.2712	-2.1329	24.7941	-25.2633
74.3750	27.2556	0.0244	-0.4600	0.3200	-0.0026	28.9006	18.9512	2.6798	24.8695	-24.9323
74.4000	27.2636	0.0244	-0.4500	0.3240	0.0015	29.0960	20.5632	7.1988	22.8338	-27.0213
74.4250	27.2717	0.0243	-0.4400	0.3120	0.0016	29.2469	22.3354	11.9870	21.5238	-29.2689
74.4500	27.2795	0.0242	-0.4200	0.3240	0.0056	27.2491	23.7725	16.1094	19.3185	-30.0570
74.4750	27.2876	0.0240	-0.4000	0.3160	-0.0022	25.6064	26.2682	20.6773	16.5571	-32.7616
74.5000	27.2955	0.0240	-0.3800	0.3160	0.0019	24.0081	26.1662	24.7605	13.5649	-33.3864
74.5250	27.3034	0.0239	-0.3700	0.3120	0.0020	23.9726	26.8703	27.3602	10.4878	-34.5149
74.5500	27.3112	0.0238	-0.3500	0.3200	-0.0020	22.3921	27.5743	30.5181	6.7086	-36.8791
74.5750	27.3192	0.0238	-0.3400	0.3160	0.0021	20.7227	27.6034	33.9893	2.9671	-34.1232
74.6000	27.3271	0.0237	-0.3200	0.3200	0.0022	19.9591	27.9724	35.2280	-1.3917	-33.8154
74.6250	27.3351	0.0236	-0.3000	0.3240	-0.0017	16.9046	27.3072	38.6649	-6.4385	-32.8548
74.6500	27.3432	0.0236	-0.2800	0.3200	0.0024	13.0065	26.8605	39.8400	-10.9151	-30.2668
74.6750	27.3512	0.0235	-0.2700	0.3200	-0.0015	11.3283	26.6275	40.1680	-13.4456	-28.2430
74.7000	27.3592	0.0235	-0.2500	0.3280	0.0026	7.9630	24.3163	42.2439	-17.6771	-25.7390
74.7250	27.3674	0.0234	-0.2500	0.3280	0.0026	4.5889	22.9277	42.7628	-21.7485	-21.1318
74.7500	27.3756	0.0233	-0.2300	0.3360	-0.0013	0.5931	22.4519	42.1557	-23.5580	-18.5951
74.7750	27.3840	0.0233	-0.2100	0.3360	-0.0012	-3.5091	20.1359	42.5474	-25.7774	-16.7812
74.8000	27.3924	0.0233	-0.1900	0.3520	-0.0012	-4.4415	17.3732	40.0799	-28.6519	-10.1223
74.8250	27.4012	0.0233	-0.1800	0.3480	-0.0011	-8.7924	15.5087	39.0615	-28.4210	-8.9938
74.8500	27.4099	0.0233	-0.1700	0.3560	-0.0011	-14.1289	12.6878	38.3957	-29.7027	-4.6152
74.8750	27.4188	0.0233	-0.1700	0.3600	-0.0011	-17.0591	10.7554	34.8804	-30.9939	2.1230
74.9000	27.4278	0.0233	-0.1500	0.3640	0.0030	-21.3034	7.2158	33.4948	-27.4691	4.0488
74.9250	27.4369	0.0232	-0.1400	0.3600	-0.0009	-23.3457	4.7590	29.8865	-25.6125	6.9633
74.9500	27.4459	0.0232	-0.1300	0.3720	-0.0048	-24.2514	0.8359	25.6271	-23.0962	10.8056
74.9750	27.4552	0.0233	-0.1200	0.3600	-0.0008	-27.9985	-1.6889	21.5830	-19.9908	16.2801
75.0000	27.4642	0.0233	-0.1100	0.3640	-0.0007	-30.1917	-4.2671	17.6271	-17.6913	15.9070
75.0250	27.4733	0.0233	-0.1100	0.3640	-0.0007	-31.7190	-7.2968	13.0837	-15.3210	22.4400
75.0500	27.4824	0.0233	-0.1000	0.3720	-0.0046	-30.4492	-10.3120	7.8450	-10.9104	21.8898
75.0750	27.4917	0.0234	-0.1000	0.3600	-0.0006	-29.6678	-14.0652	3.2869	-6.3395	29.1595
75.1000	27.5007	0.0234	-0.0900	0.3680	-0.0046	-31.6568	-17.2503	-2.1427	-3.0975	27.9565
75.1250	27.5099	0.0235	-0.0900	0.3600	-0.0006	-29.4636	-19.9741	-5.8146	0.8513	30.6424
75.1500	27.5189	0.0235	-0.0800	0.3600	-0.0045	-29.6412	-22.0279	-11.2491	5.5447	31.3885
75.1750	27.5279	0.0236	-0.0800	0.3560	-0.0005	-28.5135	-24.4508	-16.4682	9.1637	34.8858
75.2000	27.5368	0.0236	-0.0900	0.3600	-0.0046	-25.5034	-26.1501	-21.5698	12.7450	34.5128
75.2250	27.5458	0.0237	-0.0800	0.3400	-0.0045	-24.5000	-28.9177	-26.3139	15.9964	34.0604
75.2500	27.5543	0.0238	-0.0800	0.3480	-0.0005	-20.0426	-28.8594	-31.3665	19.4646	33.7900
