time 	x0 	y0 	psi 	u 	WG1 	WG2 	WG3 	WG4 	x_0AW 	
s 	m 	m 	° 	m/s 	mm 	mm 	mm 	mm 	mm 	
79.5000	24.2544	0.0001	0.0000	0.3240	11.0461	1.1393	0.2904	-1.6394	-31.9492
79.5250	24.2625	0.0001	0.0000	0.3320	7.8850	-0.8903	0.1680	-2.7844	-28.8390
79.5500	24.2708	0.0001	0.0000	0.3240	3.6851	-0.3950	-0.5468	-1.8090	-27.2255
79.5750	24.2789	0.0001	0.0000	0.3280	0.7638	-0.2493	-0.4587	-1.8372	-26.1017
79.6000	24.2871	0.0001	0.0000	0.3240	-1.9711	-0.5358	0.4274	-1.5451	-20.2169
79.6250	24.2952	0.0001	0.0000	0.3320	-5.8514	-0.4630	0.0064	-1.4932	-15.7963
79.6500	24.3035	0.0001	0.0000	0.3240	-7.4053	0.0469	-0.2531	-2.7420	-15.1761
79.6750	24.3116	0.0001	0.0000	0.3280	-10.7794	0.4449	0.2659	-2.0965	-7.8970
79.7000	24.3198	0.0001	0.0000	0.3240	-13.7185	0.0371	-0.1306	-1.0645	-5.8639
79.7250	24.3279	0.0001	0.0000	0.3280	-16.7820	0.5178	0.2611	-1.3707	-0.3895
79.7500	24.3361	0.0001	0.0000	0.3280	-21.2572	0.2556	-0.4440	-1.6723	3.2431
79.7750	24.3443	0.0001	0.0000	0.3280	-24.2406	-0.2299	0.0994	-2.4828	7.3139
79.8000	24.3525	0.0001	0.0000	0.3240	-25.8033	-0.5358	0.4373	-2.1247	11.3382
79.8250	24.3606	0.0001	0.0000	0.3280	-28.1298	-0.5843	0.3491	-2.2378	13.9822
79.8500	24.3688	0.0001	0.0000	0.3240	-30.6871	-0.6814	-0.7574	-1.7572	18.5427
79.8750	24.3769	0.0001	0.0000	0.3320	-30.6249	-0.0163	0.4079	-1.6817	20.0395
79.9000	24.3852	0.0001	0.0000	0.3240	-32.0101	0.2022	-0.4733	-1.1163	23.6534
79.9250	24.3933	0.0001	0.0000	0.3280	-31.5572	-0.1279	0.8191	-1.2954	25.7844
79.9500	24.4015	0.0001	0.0000	0.3240	-31.3442	-0.1376	-0.0229	-1.7760	28.6196
79.9750	24.4096	0.0001	0.0000	0.3320	-30.9268	-0.2785	-0.3559	-1.8703	30.9045
80.0000	24.4179	0.0001	0.0000	0.3240	-31.5040	0.6878	0.4177	-0.8759	31.7159
80.0250	24.4260	0.0001	0.0000	0.3280	-28.4139	0.4838	-0.0622	-2.0587	34.0894
80.0500	24.4342	0.0001	0.0000	0.3240	-25.3506	-0.1231	-0.5468	-1.1539	33.6557
80.0750	24.4423	0.0001	0.0000	0.3320	-22.1628	0.6051	0.5009	-1.4555	32.6158
80.1000	24.4506	0.0001	0.0000	0.3240	-20.0851	-0.0697	0.5156	-1.3472	33.8469
80.1250	24.4587	0.0001	0.0000	0.3320	-14.4378	0.0323	-0.4146	-1.1398	35.3251
80.1500	24.4670	0.0001	0.0000	0.3240	-10.1135	0.0274	0.1043	-1.9456	33.8049
80.1750	24.4751	0.0001	0.0000	0.3280	-6.8991	0.5518	0.6429	-1.5686	31.7485
80.2000	24.4833	0.0001	0.0000	0.3280	-3.0455	-0.4436	-1.0364	-1.6817	31.0770
80.2250	24.4915	0.0001	0.0000	0.3280	-1.0476	0.9693	-0.1111	-1.9409	30.1677
80.2500	24.4997	0.0001	0.0000	0.3240	3.4098	0.5858	0.3051	-1.9739	27.7989
80.2750	24.5078	0.0001	0.0000	0.3320	9.8385	-0.7009	-0.1845	-2.1200	20.8929
80.3000	24.5161	0.0001	0.0000	0.3240	11.5789	-0.2445	-0.0670	-2.7326	21.2566
80.3250	24.5242	0.0001	0.0000	0.3280	14.4913	0.5615	0.3981	-2.6006	14.7702
80.3500	24.5324	0.0001	0.0000	0.3240	15.4325	-0.0891	-0.2628	-1.8938	10.3263
80.3750	24.5405	0.0001	0.0000	0.3320	20.6891	0.0323	0.4471	-1.7477	7.3792
80.4000	24.5488	0.0001	0.0000	0.3240	22.1453	-0.4436	0.2415	-1.7854	4.0824
80.4250	24.5569	0.0001	0.0000	0.3280	22.9978	0.4498	0.3638	-2.1624	1.1587
80.4500	24.5651	0.0001	0.0000	0.3240	24.8802	0.4110	0.0016	-2.4875	-4.1619
80.4750	24.5732	0.0001	0.0000	0.3280	27.7127	0.1197	-0.4049	-1.0550	-7.5007
80.5000	24.5814	0.0001	0.0000	0.3240	28.8138	0.1197	0.0847	-1.9928	-11.3011
80.5250	24.5895	0.0001	0.0000	0.3280	29.6484	-0.7494	0.6233	-1.4650	-15.0922
80.5500	24.5977	0.0001	0.0000	0.3240	28.5296	-0.7203	-0.3607	-1.8656	-17.5356
80.5750	24.6058	0.0001	0.0000	0.3280	28.7783	-0.3708	-0.2727	-1.3943	-21.4107
80.6000	24.6140	0.0001	0.0000	0.3240	30.2256	0.2993	0.5254	-1.4791	-24.4044
80.6250	24.6221	0.0001	0.0000	0.3320	29.2666	-0.7931	0.0799	-1.9220	-26.1903
80.6500	24.6304	0.0001	0.0000	0.3240	27.2865	-0.0648	-0.3118	-1.8844	-28.7923
80.6750	24.6385	0.0001	0.0000	0.3280	26.5762	0.5226	0.4324	-1.0645	-31.4223
80.7000	24.6467	0.0001	0.0000	0.3240	26.7982	-0.6427	0.1386	-1.5263	-31.8187
80.7250	24.6548	0.0001	0.0000	0.3320	24.7381	-0.3950	-0.0963	-1.7807	-33.3575
80.7500	24.6631	0.0001	0.0000	0.3240	21.8079	0.2168	-0.0963	-1.6063	-32.9005
80.7750	24.6712	0.0001	0.0000	0.3320	19.7212	-0.2978	-0.3754	-2.5064	-33.6466
80.8000	24.6795	0.0001	0.0000	0.3240	17.3061	-0.5795	0.3394	-1.2529	-33.6279
80.8250	24.6876	0.0001	0.0000	0.3280	15.4414	0.2459	-0.2335	-1.3660	-35.5538
80.8500	24.6958	0.0001	0.0000	0.3240	14.5623	-1.1039	0.2072	-1.4885	-33.6792
80.8750	24.7039	0.0001	0.0000	0.3320	10.2292	0.5275	0.4716	-1.5781	-33.5020
80.9000	24.7122	0.0001	0.0000	0.3240	8.2846	0.4206	0.7115	-1.2576	-28.8903
80.9250	24.7203	0.0001	0.0000	0.3320	4.1113	-0.5261	-0.2628	-1.4320	-26.2743
80.9500	24.7286	0.0001	0.0000	0.3240	2.8415	-0.2299	0.5107	-1.8137	-24.5116
80.9750	24.7367	0.0001	0.0000	0.3280	-2.4151	0.0613	-0.0132	-1.8703	-22.6650
81.0000	24.7449	0.0001	0.0000	0.3240	-4.3597	0.0517	-0.9875	-2.2519	-16.6217
81.0250	24.7530	0.0001	0.0000	0.3280	-7.8493	0.7217	-0.3314	-1.5875	-14.0477
81.0500	24.7612	0.0001	0.0000	0.3240	-11.3655	0.0274	0.7800	-2.8833	-8.9835
81.0750	24.7693	0.0001	0.0000	0.3320	-13.1592	-1.1767	0.1484	-1.9268	-5.0059
81.1000	24.7776	0.0001	0.0000	0.3240	-16.7109	-0.4144	0.0163	-2.1529	-3.1780
81.1250	24.7857	0.0001	0.0000	0.3280	-21.7810	-0.0260	-0.1111	-2.5017	1.4105
81.1500	24.7939	0.0001	0.0000	0.3240	-20.7244	-0.5650	0.3785	-2.0116	6.2881
81.1750	24.8020	0.0001	0.0000	0.3320	-25.8922	-0.1279	-0.0180	-1.9268	10.8252
81.2000	24.8103	0.0001	0.0000	0.3240	-26.1763	-0.7786	-0.3216	-2.3178	13.0729
81.2250	24.8184	0.0001	0.0000	0.3280	-30.2431	0.1245	-0.3020	-1.6252	16.2671
81.2500	24.8266	0.0001	0.0000	0.3240	-31.2731	0.3236	0.4667	-2.0775	19.5033
81.2750	24.8347	0.0001	0.0000	0.3280	-31.8858	-0.8465	0.4373	-1.5216	23.0612
81.3000	24.8429	0.0001	0.0000	0.3240	-33.6527	-0.8951	0.9367	-1.8750	26.0083
81.3250	24.8510	0.0001	0.0000	0.3320	-32.4185	-1.1719	0.6086	-1.0880	26.3487
81.3500	24.8593	0.0001	0.0000	0.3240	-31.8502	0.0274	-0.5566	-1.4979	30.7040
81.3750	24.8674	0.0001	0.0000	0.3320	-31.0511	-0.5067	-0.7623	-1.6347	31.9537
81.4000	24.8757	0.0001	0.0000	0.3240	-28.5383	-0.9436	-0.1111	-1.0739	31.3335
81.4250	24.8838	0.0001	0.0000	0.3280	-25.5370	-0.4727	0.4960	-1.8231	31.1516
81.4500	24.8920	0.0001	0.0000	0.3240	-22.2073	-1.3515	1.2598	-2.2000	33.6930
81.4750	24.9001	0.0001	0.0000	0.3280	-20.3071	-0.4436	-0.1355	-1.9644	35.3624
81.5000	24.9083	0.0001	0.0000	0.3280	-16.6221	-0.3222	-0.3265	-1.2011	33.5112
81.5250	24.9165	0.0001	0.0000	0.3280	-12.7596	-0.8660	0.8730	-0.9514	34.4718
81.5500	24.9247	0.0001	0.0000	0.3240	-8.7371	-0.4969	0.0358	-1.6582	34.4997
81.5750	24.9328	0.0001	0.0000	0.3320	-4.1820	-1.6525	0.0946	-0.5319	28.6569
81.6000	24.9411	0.0001	0.0000	0.3240	0.3198	-0.8126	0.1337	-2.2048	25.2715
81.6250	24.9492	0.0001	0.0000	0.3280	4.9193	-0.6184	0.1631	-1.1870	24.3342
81.6500	24.9574	0.0001	0.0000	0.3280	6.2956	-1.3175	0.0994	-1.0456	23.1498
81.6750	24.9656	0.0001	0.0000	0.3280	8.2846	-0.9582	0.1778	-1.3283	19.3820
81.7000	24.9738	0.0001	0.0000	0.3240	13.7721	-1.3806	0.0847	-1.6864	16.6494
81.7250	24.9819	0.0001	0.0000	0.3320	15.2460	-0.7301	-0.1552	-1.4791	13.0542
81.7500	24.9902	0.0001	0.0000	0.3240	18.3805	-0.2542	0.2415	-1.8985	9.2771
81.7750	24.9983	0.0001	0.0000	0.3320	22.3939	-1.3952	-0.5419	-1.7854	5.2202
81.8000	25.0066	0.0001	0.0000	0.3240	22.3496	-1.5069	-0.1111	-1.7948	0.1468
81.8250	25.0147	0.0001	0.0000	0.3280	25.6972	-1.8662	0.5058	-1.6110	-2.9402
81.8500	25.0229	0.0001	0.0000	0.3240	25.5373	-1.1767	0.1729	-1.7477	-5.9759
81.8750	25.0310	0.0001	0.0000	0.3320	27.9702	-1.5166	-0.2971	-1.3660	-10.4151
81.9000	25.0393	0.0001	0.0000	0.3240	30.0480	-2.2206	0.1729	-1.2341	-14.6539
81.9250	25.0474	0.0001	0.0000	0.3280	28.6539	-1.7108	-0.3657	-1.9975	-16.9061
81.9500	25.0556	0.0001	0.0000	0.3240	30.6518	-1.8128	-0.1453	-1.1492	-17.7455
81.9750	25.0637	0.0001	0.0000	0.3280	30.4742	-0.7737	0.0946	-1.8985	-22.8842
82.0000	25.0719	0.0001	0.0000	0.3240	28.3254	-0.7203	0.1386	-1.0786	-26.1903
82.0250	25.0800	0.0001	0.0000	0.3320	28.3521	-1.8177	1.0982	-1.3283	-28.2374
82.0500	25.0883	0.0001	0.0000	0.3240	26.6738	-1.5458	0.2904	-2.1341	-30.5130
82.0750	25.0964	0.0001	0.0000	0.3280	27.1533	-1.7691	0.0113	-2.4781	-30.4710
82.1000	25.1046	0.0001	0.0000	0.3240	25.3775	-1.2204	0.3932	-1.3424	-32.2710
82.1250	25.1127	0.0001	0.0000	0.3280	22.2075	-1.2107	-0.2727	-2.2237	-34.3880
82.1500	25.1209	0.0001	0.0000	0.3240	22.2164	-1.9779	-0.5615	-1.2623	-33.2316
82.1750	25.1290	0.0001	0.0000	0.3320	18.8600	-1.7399	1.5731	-1.3236	-35.3719
82.2000	25.1373	0.0001	0.0000	0.3240	18.4782	-1.5360	-0.0719	-1.0598	-36.1833
82.2250	25.1454	0.0001	0.0000	0.3320	14.8021	-1.8079	-0.6301	-2.1812	-35.9502
82.2500	25.1537	0.0001	0.0000	0.3240	12.4313	-1.3564	0.3737	-2.1294	-33.4787
82.2750	25.1618	0.0001	0.0000	0.3280	10.4068	-1.8613	0.3981	-2.0304	-28.5079
82.3000	25.1700	0.0001	0.0000	0.3240	5.5675	-1.6137	0.3932	-1.2011	-29.2820
82.3250	25.1781	0.0001	0.0000	0.3320	1.5452	-1.4243	0.4421	-0.9608	-25.8872
82.3500	25.1864	0.0001	0.0000	0.3240	0.3109	-1.3806	-0.1796	-1.7382	-21.4247
82.3750	25.1945	0.0001	0.0000	0.3280	-4.2709	-1.4681	-0.3754	-0.9183	-17.2419
82.4000	25.2027	0.0001	0.0000	0.3280	-8.3287	-2.1186	0.2415	-1.5498	-13.8378
82.4250	25.2109	0.0001	0.0000	0.3280	-9.9715	-1.1233	-0.9483	-1.2246	-10.7648
82.4500	25.2191	0.0001	0.0000	0.3240	-13.5410	-0.9631	0.0554	-1.9315	-7.3328
82.4750	25.2272	0.0001	0.0000	0.3320	-16.1604	-1.5117	0.3883	-1.9881	-2.9542
82.5000	25.2355	0.0001	0.0000	0.3240	-21.0884	-1.4146	-0.2580	-1.4179	1.8395
82.5250	25.2436	0.0001	0.0000	0.3280	-23.2195	-1.6962	0.5058	-1.5310	5.0757
82.5500	25.2518	0.0001	0.0000	0.3240	-23.3971	-1.8516	-0.0426	-1.0456	8.1953
82.5750	25.2599	0.0001	0.0000	0.3320	-27.2685	-0.9679	-0.5811	-1.2907	13.6184
82.6000	25.2682	0.0001	0.0000	0.3240	-28.6448	-2.2546	0.0211	-2.7514	15.4417
82.6250	25.2763	0.0001	0.0000	0.3280	-30.4029	-1.6719	0.6086	-1.8703	19.5592
82.6500	25.2845	0.0001	0.0000	0.3240	-31.1754	-0.8514	-0.2335	-1.5828	21.5737
82.6750	25.2926	0.0001	0.0000	0.3280	-30.6249	-1.6671	0.1239	-0.8901	25.2062
82.7000	25.3008	0.0001	0.0000	0.3240	-33.3686	-0.9728	-0.0474	-1.3990	28.4097
82.7250	25.3089	0.0001	0.0000	0.3320	-34.2122	-1.7496	-0.2432	-1.3613	29.8320
82.7500	25.3172	0.0001	0.0000	0.3240	-32.7825	-0.4290	0.0799	-1.8750	30.9978
82.7750	25.3253	0.0001	0.0000	0.3280	-31.1310	-1.7739	0.2855	-1.9079	32.8257
82.8000	25.3335	0.0001	0.0000	0.3240	-26.2474	-1.3224	-0.2531	-1.4179	33.7863
82.8250	25.3416	0.0001	0.0000	0.3280	-25.7235	-1.2932	0.9856	-2.3037	34.4484
82.8500	25.3498	0.0001	0.0000	0.3240	-20.5379	-2.1186	0.3932	-2.4168	35.6329
82.8750	25.3579	0.0001	0.0000	0.3320	-17.6432	-1.1379	-0.3314	-1.5545	33.5764
82.9000	25.3662	0.0001	0.0000	0.3240	-13.0260	-1.1330	0.0064	-1.8231	33.7956
82.9250	25.3743	0.0001	0.0000	0.3280	-8.0801	-1.4389	0.1289	-1.2294	32.9516
82.9500	25.3825	0.0001	0.0000	0.3240	-3.6582	-0.7737	-0.2188	-2.8221	30.4195
82.9750	25.3906	0.0001	0.0000	0.3320	-1.3939	-1.8953	-0.1111	-1.5733	29.6968
83.0000	25.3989	0.0001	0.0000	0.3200	3.6141	-0.6669	-0.5811	-1.1539	26.1481
83.0250	25.4069	0.0001	0.0000	0.3320	5.2123	-1.9099	0.5107	-1.2058	24.0125
83.0500	25.4152	0.0001	0.0000	0.3240	9.4301	-2.0167	1.1961	-1.2954	23.5182
83.0750	25.4233	0.0001	0.0000	0.3320	14.4558	-1.9099	0.6772	-1.3660	17.7919
83.1000	25.4316	0.0001	0.0000	0.3240	16.2494	-1.1622	0.0211	-1.4414	12.4433
83.1250	25.4397	0.0001	0.0000	0.3320	20.0854	-1.4146	0.2219	-1.8750	11.2496
83.1500	25.4480	0.0001	0.0000	0.3240	20.0409	-1.3078	0.6037	-1.8891	6.5958
83.1750	25.4561	0.0001	0.0000	0.3280	24.0189	-1.6429	-0.2432	-1.8608	2.4037
83.2000	25.4643	0.0001	0.0000	0.3280	26.4430	-1.7496	-0.4832	-1.9126	-0.5107
83.2250	25.4725	0.0001	0.0000	0.3280	26.8692	-2.0264	0.6037	-1.4838	-5.6308
83.2500	25.4807	0.0001	0.0000	0.3240	26.7893	-1.5360	-0.0426	-1.7713	-9.7623
83.2750	25.4888	0.0001	0.0000	0.3320	28.0945	-1.9827	0.5793	-2.3131	-11.9353
83.3000	25.4971	0.0001	0.0000	0.3240	29.1245	-2.8179	-0.7916	-1.8891	-16.3279
83.3250	25.5052	0.0001	0.0000	0.3280	28.2277	-2.0944	0.2022	-2.1341	-18.9113
83.3500	25.5134	0.0001	0.0000	0.3280	29.4886	-2.2206	-0.4391	-1.8513	-24.5582
83.3750	25.5216	0.0001	0.0000	0.3280	30.5897	-2.1721	-0.9385	-1.9691	-26.1390
83.4000	25.5298	0.0001	0.0000	0.3240	28.5029	-2.1867	0.0358	-2.2990	-28.7783
83.4250	25.5379	0.0001	0.0000	0.3280	25.9724	-2.7595	-0.2335	-1.3048	-29.4918
83.4500	25.5461	0.0001	0.0000	0.3240	27.4286	-2.2109	-0.1258	-1.2341	-31.3850
83.4750	25.5542	0.0001	0.0000	0.3320	26.5762	-2.1332	0.3491	-2.4875	-33.4601
83.5000	25.5625	0.0001	0.0000	0.3200	22.9179	-2.5945	0.2904	-2.1671	-32.3316
83.5250	25.5705	0.0001	0.0000	0.3320	23.8324	-2.9100	-0.1894	-2.6383	-34.3088
83.5500	25.5788	0.0001	0.0000	0.3240	19.6147	-3.4636	-0.0866	-1.3660	-34.8124
83.5750	25.5869	0.0001	0.0000	0.3280	17.5192	-2.7256	0.4960	-2.6571	-33.7725
83.6000	25.5951	0.0001	0.0000	0.3240	15.5657	-2.7013	0.5058	-1.5592	-33.8518
83.6250	25.6032	0.0001	0.0000	0.3280	12.9996	-3.3033	0.6478	-1.4085	-33.0730
83.6500	25.6114	0.0001	0.0000	0.3240	11.3391	-2.0022	1.3479	-1.4320	-30.6716
83.6750	25.6195	0.0001	0.0000	0.3280	5.2922	-2.5460	0.0260	-2.3274	-28.2561
83.7000	25.6277	0.0001	0.0000	0.3280	3.7561	-2.9878	0.6674	-1.3943	-25.3929
83.7250	25.6359	0.0001	0.0000	0.3280	0.6217	-2.3905	-0.4097	-1.1917	-23.9101
83.7500	25.6441	0.0001	0.0000	0.3240	-4.5195	-3.4442	-0.0279	-1.5451	-16.3652
83.7750	25.6522	0.0001	0.0000	0.3320	-5.7449	-2.9684	0.4274	-2.0257	-14.8684
83.8000	25.6605	0.0001	0.0000	0.3240	-9.6518	-2.8130	-0.1601	-1.9409	-10.3592
83.8250	25.6686	0.0001	0.0000	0.3320	-13.7274	-3.1043	0.3148	-1.6959	-3.2759
83.8500	25.6769	0.0001	0.0000	0.3240	-15.2014	-3.1723	0.3638	-1.1115	-1.0143
83.8750	25.6850	0.0001	0.0000	0.3280	-20.4403	-3.5704	-0.5126	-1.9786	2.2638
83.9000	25.6932	0.0001	0.0000	0.3280	-21.8521	-2.2400	-0.1405	-1.5310	5.6166
83.9250	25.7014	0.0001	0.0000	0.3280	-25.1907	-2.3031	0.4764	-1.8891	8.5730
83.9500	25.7096	0.0001	0.0000	0.3240	-26.4516	-3.4830	0.0554	-2.3037	12.3268
83.9750	25.7177	0.0001	0.0000	0.3320	-29.4439	-3.0120	-0.7181	-1.7288	12.5646
84.0000	25.7260	0.0001	0.0000	0.3240	-29.1598	-3.0071	-0.1649	-2.0822	19.2141
84.0250	25.7341	0.0001	0.0000	0.3280	-32.0811	-2.3711	0.1973	-1.0267	18.8411
84.0500	25.7423	0.0001	0.0000	0.3240	-32.6317	-2.6042	0.4764	-1.3330	25.8870
84.0750	25.7504	0.0001	0.0000	0.3320	-32.8448	-2.5119	-0.0817	-1.1210	26.2601
84.1000	25.7587	0.0001	0.0000	0.3240	-33.9902	-2.7887	-0.0572	-1.4697	28.3771
84.1250	25.7668	0.0001	0.0000	0.3280	-31.5306	-2.6576	0.6526	-1.2435	31.7905
84.1500	25.7750	0.0001	0.0000	0.3240	-31.3264	-0.8272	0.6331	-0.9937	31.0351
84.1750	25.7831	0.0001	0.0000	0.3280	-28.5383	-1.3418	-0.0523	-1.6817	33.5764
84.2000	25.7913	0.0001	0.0000	0.3240	-24.8089	-1.5845	-0.3118	-1.6299	34.6350
84.2250	25.7994	0.0001	0.0000	0.3280	-23.6723	-0.0843	0.0113	-1.4508	33.8889
84.2500	25.8076	0.0001	0.0000	0.3280	-18.5400	-0.0454	-0.2237	-1.4555	34.4158
84.2750	25.8158	0.0001	0.0000	0.3280	-14.9794	-1.2204	0.9220	-1.3613	34.2106
84.3000	25.8240	0.0001	0.0000	0.3240	-9.9004	-0.8708	0.1337	-2.3744	32.1029
84.3250	25.8321	0.0001	0.0000	0.3280	-5.5495	-0.6863	-0.3411	-1.5828	30.7320
84.3500	25.8403	0.0001	0.0000	0.3280	-1.9977	0.0566	0.1925	-1.2812	28.6709
84.3750	25.8485	0.0001	0.0000	0.3280	2.4863	0.4013	0.2219	-1.2152	27.8642
84.4000	25.8567	0.0001	0.0000	0.3240	5.2390	0.7994	-0.5076	-1.1398	23.7560
84.4250	25.8648	0.0001	0.0000	0.3320	11.2592	0.2604	-0.1405	-2.0917	21.2752
84.4500	25.8731	0.0001	0.0000	0.3240	11.7831	0.5129	0.2365	-1.1586	17.4748
84.4750	25.8812	0.0001	0.0000	0.3280	16.0541	0.5226	0.3883	-1.7053	14.0008
84.5000	25.8894	0.0001	0.0000	0.3240	19.8722	0.9887	0.1729	-0.9843	10.0978
84.5250	25.8975	0.0001	0.0000	0.3320	19.5792	1.2898	0.0211	-1.1776	6.3114
84.5500	25.9058	0.0001	0.0000	0.3240	23.3440	0.4595	0.5254	-0.9985	2.2965
84.5750	25.9139	0.0001	0.0000	0.3280	23.3174	1.7268	-0.5958	-0.9796	-1.4946
84.6000	25.9221	0.0001	0.0000	0.3240	24.5783	1.6783	-0.1258	-1.9315	-4.9033
84.6250	25.9302	0.0001	0.0000	0.3320	26.8160	0.8237	-0.4146	-1.3095	-8.4753
84.6500	25.9385	0.0001	0.0000	0.3240	25.5906	1.2606	-0.1159	-1.6629	-12.3923
84.6750	25.9466	0.0001	0.0000	0.3280	26.5850	0.8091	-0.4489	-1.5498	-13.0684
84.7000	25.9548	0.0001	0.0000	0.3240	29.5774	0.9790	0.2708	-1.5073	-18.3750
84.7250	25.9629	0.0001	0.0000	0.3320	29.9859	1.1345	0.1826	-1.4838	-19.3403
84.7500	25.9712	0.0001	0.0000	0.3240	27.5706	1.6054	0.1729	-1.3424	-24.0406
84.7750	25.9793	0.0001	0.0000	0.3280	28.3254	0.5372	-0.1111	-1.7288	-28.2701
84.8000	25.9875	0.0001	0.0000	0.3240	27.7838	1.1004	-0.1845	-1.4602	-30.0141
84.8250	25.9956	0.0001	0.0000	0.3280	27.4108	0.7266	-0.0963	-1.4602	-29.8555
84.8500	26.0038	0.0001	0.0000	0.3280	26.5762	-0.2639	0.5547	-1.9362	-29.5851
84.8750	26.0120	0.0001	0.0000	0.3280	26.5939	0.6051	0.2512	-1.0645	-33.2549
84.9000	26.0202	0.0001	0.0000	0.3240	21.6481	-0.5261	-0.7035	-1.1634	-36.7242
84.9250	26.0283	0.0001	0.0000	0.3320	21.3906	-0.7737	0.4960	-1.2058	-35.7310
84.9500	26.0366	0.0001	0.0000	0.3240	17.8211	-0.7398	1.0150	-1.3236	-34.5326
84.9750	26.0447	0.0001	0.0000	0.3280	16.1695	-1.7593	0.3002	-1.6676	-33.8937
85.0000	26.0529	0.0001	0.0000	0.3240	14.5090	-0.9048	-0.0866	-1.5310	-32.5927
85.0250	26.0610	0.0001	0.0000	0.3320	10.7087	-2.5750	0.9856	-2.0965	-31.4083
85.0500	26.0693	0.0001	0.0000	0.3240	5.7273	-2.9053	-0.1062	-1.1776	-28.3214
85.0750	26.0774	0.0001	0.0000	0.3280	3.7738	-2.3372	-0.0622	-1.6204	-25.2251
85.1000	26.0856	0.0001	0.0000	0.3240	1.7405	-3.3131	-0.1111	-2.4499	-21.4853
85.1250	26.0937	0.0001	0.0000	0.3280	-3.8002	-3.5024	0.2708	-2.4404	-19.6294
85.1500	26.1019	0.0001	0.0000	0.3240	-6.7305	-3.3228	0.5107	-2.4875	-15.4466
85.1750	26.1100	0.0001	0.0000	0.3320	-9.3499	-3.6141	0.7947	-2.1294	-12.2104
85.2000	26.1183	0.0001	0.0000	0.3200	-12.6974	-4.0705	-0.1649	-2.3791	-7.5800
85.2250	26.1263	0.0001	0.0000	0.3320	-17.9807	-4.5998	0.0358	-2.3274	-3.9381
85.2500	26.1346	0.0001	0.0000	0.3240	-19.1350	-5.4397	-0.0817	-2.1859	-0.5387
85.2750	26.1427	0.0001	0.0000	0.3280	-21.4880	-4.9639	-0.5027	-2.3603	5.7518
85.3000	26.1509	0.0001	0.0000	0.3240	-22.4825	-5.5271	0.2904	-1.1539	7.9248
85.3250	26.1590	0.0001	0.0000	0.3280	-25.1641	-6.3719	-0.2824	-2.3697	11.6320
85.3500	26.1672	0.0001	0.0000	0.3240	-26.6913	-6.0467	-0.0376	-1.4038	15.7215
85.3750	26.1753	0.0001	0.0000	0.3280	-29.9323	-6.3088	-0.2384	-1.1210	18.8364
85.4000	26.1835	0.0001	0.0000	0.3280	-30.1365	-5.9107	-0.2237	-1.3895	23.7933
85.4250	26.1917	0.0001	0.0000	0.3280	-31.2198	-6.6244	-0.5027	-1.4885	23.0985
85.4500	26.1999	0.0001	0.0000	0.3240	-32.4097	-6.6730	0.1093	-1.3236	29.9905
85.4750	26.2080	0.0001	0.0000	0.3320	-33.7238	-6.3331	-0.3020	-0.7581	28.3351
85.5000	26.2163	0.0001	0.0000	0.3240	-33.6084	-6.7701	-0.5713	-0.8712	30.4009
85.5250	26.2244	0.0001	0.0000	0.3280	-30.8646	-7.0372	0.1631	-1.5733	32.0330
85.5500	26.2326	0.0001	0.0000	0.3240	-29.5683	-7.3091	-0.0279	-1.1917	32.2708
85.5750	26.2407	0.0001	0.0000	0.3320	-24.9864	-6.6438	-0.4146	-1.6959	34.7515
85.6000	26.2490	0.0001	0.0000	0.3240	-22.3760	-6.9934	-0.1355	-1.6535	34.8215
85.6250	26.2571	0.0001	0.0000	0.3320	-17.6521	-6.1728	-0.1649	-2.0493	34.7935
85.6500	26.2654	0.0001	0.0000	0.3240	-14.7041	-5.4106	0.9073	-1.8042	35.7028
85.6750	26.2735	0.0001	0.0000	0.3280	-9.0213	-5.1095	-0.5175	-1.5498	34.1314
85.7000	26.2817	0.0001	0.0000	0.3240	-4.5816	-5.2795	-0.5175	-1.5592	32.9609
85.7250	26.2898	0.0001	0.0000	0.3280	-2.9123	-4.5124	0.4764	-0.8099	30.4755
85.7500	26.2980	0.0001	0.0000	0.3240	0.0712	-3.6093	0.4569	-1.6252	27.9294
85.7750	26.3061	0.0001	0.0000	0.3320	4.3599	-2.8130	-0.8259	-1.9786	23.1731
85.8000	26.3144	0.0001	0.0000	0.3240	9.6342	-2.2934	-0.1453	-1.4132	21.2239
85.8250	26.3225	0.0001	0.0000	0.3280	11.4545	-2.1963	-0.0768	-1.4367	19.4659
85.8500	26.3307	0.0001	0.0000	0.3240	15.2816	-1.2836	-0.3167	-1.7288	14.6909
85.8750	26.3388	0.0001	0.0000	0.3280	15.3082	-0.3076	-0.1355	-2.3131	11.5807
85.9000	26.3470	0.0001	0.0000	0.3240	17.7767	-0.4338	-0.5909	-0.5932	7.7010
85.9250	26.3551	0.0001	0.0000	0.3320	22.9800	1.1393	-0.0229	-0.9089	3.4902
85.9500	26.3634	0.0001	0.0000	0.3240	23.7614	1.0131	0.3198	-2.0304	-0.6086
85.9750	26.3715	0.0001	0.0000	0.3280	24.2497	1.9938	0.2219	-1.4697	-4.7495
86.0000	26.3797	0.0001	0.0000	0.3240	24.5606	2.6542	-0.0474	-1.2529	-8.0043
