# time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
# s 	m 	m 	deg 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
208.7500	59.0525	-0.0001	0.0000	0.1640	0.3432	-0.1807	-0.0470	0.7029	-0.0164	13.9706	1.6988	0.6307	1.6309	0.5010	-0.5676	-0.1490
208.8000	59.0607	-0.0001	0.0000	0.1620	0.3046	-0.1828	-0.0060	0.6684	-0.0592	9.2258	-0.5204	-0.8571	-1.6545	-0.1108	0.0200	-1.2421
208.8500	59.0688	-0.0001	0.0000	0.1640	0.3599	-0.1962	0.1399	0.7504	-0.0306	-2.9822	1.2496	-2.0611	1.9950	-0.1787	0.2990	-0.2007
208.9000	59.0770	-0.0001	0.0000	0.1600	0.3149	-0.2118	0.0596	0.7363	-0.1065	0.5532	-3.9227	1.8554	-0.6777	0.3991	0.0101	-0.2007
208.9500	59.0850	-0.0001	0.0000	0.1600	0.3003	-0.2564	0.0126	0.8105	-0.2099	12.8112	1.0484	-2.0629	0.8850	0.1757	0.4753	-0.6861
209.0000	59.0930	-0.0001	0.0000	0.1600	0.3051	-0.2582	-0.2087	0.8189	-0.2086	6.7035	1.0557	1.4292	1.3467	-0.7225	-0.1465	0.0772
209.0500	59.1010	-0.0001	0.0000	0.1600	0.2690	-0.2142	-0.0202	0.6952	-0.1572	-5.9147	0.0003	1.2870	0.0771	-0.8391	0.3578	-0.1301
209.1000	59.1090	-0.0001	0.0000	0.1580	0.2902	-0.1767	0.1262	0.6419	-0.0615	1.6306	-2.9796	1.3247	-0.5712	-0.0234	-0.2591	-0.2856
209.1500	59.1169	-0.0001	0.0000	0.1580	0.2610	-0.1786	0.0645	0.6163	-0.0944	10.3781	0.7473	-1.8823	1.9772	-0.2225	-0.1367	-0.9642
209.2000	59.1248	-0.0001	0.0000	0.1560	0.2816	-0.2043	-0.1032	0.6882	-0.1250	5.4050	0.5617	0.9416	0.6542	-0.7808	-0.1808	-0.7097
209.2500	59.1326	-0.0001	0.0000	0.1580	0.2795	-0.1858	0.1164	0.6493	-0.0902	-2.1617	-0.5857	-0.4999	0.6986	-0.7420	0.1522	-1.2374
209.3000	59.1405	-0.0001	0.0000	0.1560	0.2685	-0.1580	-0.0557	0.5828	-0.0459	3.3287	1.9455	-1.1775	-0.7576	-0.2904	-0.0389	0.2846
209.3500	59.1483	-0.0001	0.0000	0.1540	0.3020	-0.2142	0.0131	0.7282	-0.1243	9.3186	-3.1983	1.4463	1.0005	0.5301	-0.2395	-0.2196
209.4000	59.1560	-0.0001	0.0000	0.1540	0.2577	-0.1885	-0.0022	0.6329	-0.1175	12.8646	0.2482	0.2669	-0.3137	0.6806	-0.4746	-0.6013
209.4500	59.1637	-0.0001	0.0000	0.1540	0.2641	-0.1684	-0.0956	0.5992	-0.0709	0.7708	1.4061	1.3816	0.7253	0.1029	-0.0682	-0.6390
209.5000	59.1714	-0.0001	0.0000	0.1520	0.2122	-0.1581	-0.0087	0.5267	-0.1023	-5.2512	2.7048	-0.5967	-1.0417	-0.5769	-0.0192	-0.0594
209.5500	59.1790	-0.0001	0.0000	0.1520	0.2587	-0.1890	0.0503	0.6348	-0.1175	5.4157	-4.9080	0.7985	0.3345	0.4040	-0.2052	-0.1913
209.6000	59.1866	-0.0001	0.0000	0.1500	0.2742	-0.1727	0.1191	0.6179	-0.0696	13.9100	-1.9817	-2.1308	-0.9885	0.4671	0.0787	0.5626
209.6500	59.1941	-0.0001	0.0000	0.1500	0.2343	-0.1738	-0.0934	0.5802	-0.1116	6.6714	-0.8483	-0.6749	1.0893	-0.2370	0.5438	-0.3657
209.7000	59.2016	-0.0001	0.0000	0.1480	0.2839	-0.1853	0.0109	0.6526	-0.0847	0.3713	1.2111	1.1891	1.2846	-0.1884	0.2402	-0.0453
209.7500	59.2090	-0.0001	0.0000	0.1480	0.2412	-0.1612	0.0503	0.5620	-0.0795	5.2124	-1.0082	-0.2986	-0.6511	0.3894	-0.3766	-0.0876
209.8000	59.2164	-0.0001	0.0000	0.1460	0.2587	-0.2592	0.1065	0.7745	-0.2572	9.1544	-1.1213	0.2923	0.0148	0.4379	-0.1025	-1.2940
209.8500	59.2237	-0.0001	0.0000	0.1480	0.1667	-0.1560	-0.0546	0.4771	-0.1438	2.6474	-0.0003	0.8929	1.1337	-0.4117	-0.1416	0.4684
209.9000	59.2311	-0.0001	0.0000	0.1440	0.2553	-0.1723	0.0885	0.5982	-0.0876	-1.8584	-0.9769	-0.4363	-1.0595	-0.0913	0.0787	0.2469
209.9500	59.2383	-0.0001	0.0000	0.1460	0.1782	-0.2050	-0.0349	0.5862	-0.2298	6.7142	-0.3062	-2.0791	1.0449	0.0592	-0.3130	-0.1442
210.0000	59.2456	-0.0001	0.0000	0.1440	0.1987	-0.2340	-0.0224	0.6643	-0.2670	9.3328	-0.0286	1.7642	1.9772	-0.1690	0.1423	-0.4128
210.0500	59.2528	-0.0001	0.0000	0.1440	0.2245	-0.2428	0.0934	0.7077	-0.2587	0.0216	-1.3764	-2.1796	-1.0063	-0.3486	-0.0094	-0.6060
210.1000	59.2600	-0.0001	0.0000	0.1440	0.1580	-0.1729	-0.0797	0.5020	-0.1860	-2.0725	0.7161	-0.5078	1.0627	0.3117	-0.4794	-0.4458
210.1500	59.2672	-0.0001	0.0000	0.1420	0.2577	-0.1624	-0.0934	0.5809	-0.0654	7.1745	0.8219	-0.4596	0.6897	0.2000	-0.7144	0.1433
210.2000	59.2743	-0.0001	0.0000	0.1420	0.2077	-0.1578	0.0437	0.5217	-0.1064	10.5886	0.3284	-0.5533	-0.6333	-1.0187	0.2256	-0.0123
210.2500	59.2814	-0.0001	0.0000	0.1420	0.2839	-0.1661	0.0230	0.6144	-0.0466	3.7747	1.6521	-0.8206	2.1370	-0.0428	-0.4794	0.2705
210.3000	59.2885	-0.0001	0.0000	0.1360	0.2061	-0.1792	0.0836	0.5628	-0.1506	7.6740	-1.7594	1.3487	-0.6156	-0.0719	0.3235	0.5061
210.3500	59.2953	-0.0001	0.0000	0.1380	0.2923	-0.0893	0.0607	0.4701	0.1145	16.6534	0.4448	-0.8318	0.3168	0.5107	-0.5480	-0.2102
210.4000	59.3022	-0.0001	0.0000	0.1380	0.2872	-0.1242	-0.0328	0.5343	0.0401	10.2961	3.5267	-0.2913	-0.4646	-0.7031	0.3578	-0.5683
210.4500	59.3091	-0.0001	0.0000	0.1360	0.3306	-0.1300	0.0399	0.5892	0.0720	-5.5115	-0.2369	0.7436	1.8351	-0.6351	0.8767	0.0490
210.5000	59.3159	-0.0001	0.0000	0.1340	0.2990	-0.1296	0.1022	0.5570	0.0410	-0.7775	-0.8461	1.3227	0.3523	0.3020	-0.2444	-1.1526
210.5500	59.3226	-0.0001	0.0000	0.1360	0.2146	-0.1242	0.0213	0.4618	-0.0326	11.4306	2.9068	-1.8586	-0.1539	0.5058	0.1276	0.2139
210.6000	59.3294	-0.0001	0.0000	0.1360	0.2360	-0.1810	-0.1316	0.5963	-0.1242	4.6986	-0.0378	1.2212	1.5954	0.5739	0.0101	0.5768
210.6500	59.3362	-0.0001	0.0000	0.1320	0.2649	-0.1184	0.0820	0.5006	0.0292	-3.9811	0.3888	0.0684	-1.6545	-0.4749	-0.4843	-0.5589
210.7000	59.3428	-0.0001	0.0000	0.1340	0.2842	-0.1778	0.0820	0.6379	-0.0696	3.6213	-1.3763	-0.9431	-1.1749	-0.0282	0.8180	-0.0924
210.7500	59.3495	-0.0001	0.0000	0.1340	0.2869	-0.1561	-0.0661	0.5976	-0.0238	11.4019	-0.5854	-0.9212	0.4322	-0.2370	0.3088	-0.1584
210.8000	59.3562	-0.0001	0.0000	0.1320	0.2358	-0.1929	0.0683	0.6198	-0.1482	1.2238	-1.9217	-1.0879	-1.1217	-0.2370	-0.1808	-0.7427
210.8500	59.3628	-0.0001	0.0000	0.1320	0.2500	-0.1959	0.0224	0.6399	-0.1398	-5.5187	1.8524	-0.7915	1.5599	0.2388	-0.8907	-0.5165
210.9000	59.3694	-0.0001	0.0000	0.1320	0.2988	-0.1172	-0.0186	0.5321	0.0655	6.4003	0.7995	1.8790	0.5921	-0.1884	-0.0241	0.2186
210.9500	59.3760	-0.0001	0.0000	0.1300	0.2365	-0.0864	0.0820	0.4084	0.0647	13.4676	-0.3266	-0.2161	1.1248	0.0494	0.4557	0.3977
211.0000	59.3825	-0.0001	0.0000	0.1280	0.1923	-0.1131	0.0426	0.4173	-0.0327	11.3735	0.9100	0.1331	2.3235	-0.2467	0.3578	-0.1725
211.0500	59.3889	-0.0001	0.0000	0.1280	0.2668	-0.1632	-0.0257	0.5916	-0.0580	-0.5099	-1.3680	0.8639	1.0715	0.0494	-0.1563	-0.2903
211.1000	59.3953	-0.0001	0.0000	0.1240	0.2840	-0.1940	-0.0027	0.6700	-0.1020	1.7376	-0.2451	-1.4846	1.1781	-0.4798	0.4410	-0.5589
211.1500	59.4015	-0.0001	0.0000	0.1260	0.1788	-0.1503	-0.0207	0.4778	-0.1203	9.9001	-1.3609	-0.5907	-0.4291	0.5642	-0.1612	-0.0217
211.2000	59.4078	-0.0001	0.0000	0.1240	0.2497	-0.2113	0.0590	0.6702	-0.1707	11.5447	0.5634	-0.3494	-1.3259	-0.6934	0.1718	-0.5494
211.2500	59.4140	-0.0001	0.0000	0.1240	0.1812	-0.1970	0.1399	0.5732	-0.2107	-1.3768	-1.9893	0.1662	0.2369	0.8894	-0.9103	0.1197
211.3000	59.4202	-0.0001	0.0000	0.1240	0.2622	-0.2103	0.0481	0.6807	-0.1564	-4.0025	-0.5561	-0.5833	-0.2160	0.6030	-0.2102	-0.0782
211.3500	59.4264	-0.0001	0.0000	0.1240	0.2820	-0.1473	-0.0273	0.5752	-0.0112	7.4206	-0.7053	-0.5338	0.8673	0.2582	0.2745	0.6333
211.4000	59.4326	-0.0001	0.0000	0.1220	0.2751	-0.1343	-0.0420	0.5424	0.0077	9.3292	-0.8096	-0.2151	-0.1272	0.1903	0.3823	0.3789
211.4500	59.4387	-0.0001	0.0000	0.1220	0.2980	-0.1578	0.0230	0.6121	-0.0161	-2.8216	-0.5576	0.2866	1.6931	0.1709	-0.6655	-1.0914
211.5000	59.4448	-0.0001	0.0000	0.1220	0.2537	-0.1361	0.0721	0.5246	-0.0171	-7.1955	-0.3400	0.6137	0.0681	0.4816	0.0101	0.4967
211.5500	59.4509	-0.0001	0.0000	0.1200	0.2249	-0.1315	0.0667	0.4866	-0.0368	10.8883	0.8004	1.8518	0.3345	-0.2758	0.0249	0.3411
211.6000	59.4569	-0.0001	0.0000	0.1200	0.2517	-0.1299	-0.0349	0.5102	-0.0069	21.0200	1.3041	0.8032	0.5298	0.0106	-0.6361	-0.0264
211.6500	59.4629	-0.0001	0.0000	0.1180	0.3002	-0.1539	-0.0120	0.6066	-0.0061	0.7636	3.3054	-0.0881	0.5032	0.0349	0.2060	0.4731
211.7000	59.4688	-0.0001	0.0000	0.1180	0.2921	-0.1808	-0.0136	0.6518	-0.0676	-9.6321	0.6411	0.1488	0.4855	0.3845	-0.6459	0.5390
211.7500	59.4747	-0.0001	0.0000	0.1140	0.1723	-0.1538	0.0820	0.4784	-0.1338	9.2151	-0.7253	0.9080	0.9206	-0.5526	-0.8663	0.0207
211.8000	59.4804	-0.0001	0.0000	0.1160	0.1941	-0.1138	0.0088	0.4206	-0.0324	20.5527	0.0018	0.4171	-1.3259	0.6224	0.1619	-0.2950
211.8500	59.4862	-0.0001	0.0000	0.1160	0.1815	-0.2031	-0.0994	0.5857	-0.2226	-1.8869	0.9821	-0.0206	0.0326	0.3408	0.3137	-1.1385
211.9000	59.4920	-0.0001	0.0000	0.1140	0.1889	-0.1953	0.0962	0.5775	-0.1997	-10.5774	-1.4847	0.3271	0.7785	-0.6740	-0.3570	-0.5777
211.9500	59.4977	-0.0001	0.0000	0.1140	0.2993	-0.1705	0.0344	0.6387	-0.0400	9.4684	-2.0789	-0.7933	2.4745	0.6224	-0.1220	-0.4411
212.0000	59.5034	-0.0001	0.0000	0.1120	0.2795	-0.1677	0.0082	0.6133	-0.0543	17.1778	-1.2421	0.7070	0.7253	0.6613	0.2501	-0.1584
212.0500	59.5090	-0.0001	0.0000	0.1120	0.2809	-0.2277	0.0448	0.7341	-0.1723	-2.0333	-1.7355	0.6135	0.5565	-0.2079	-0.0584	0.7888
212.1000	59.5146	-0.0001	0.0000	0.1120	0.1753	-0.1391	-0.0054	0.4522	-0.1015	-9.7890	0.0303	-0.8756	-0.3403	-0.5380	0.2011	1.0103
212.1500	59.5202	-0.0001	0.0000	0.1120	0.2508	-0.1521	0.0148	0.5535	-0.0520	7.0175	-1.5429	-0.7703	-0.8020	-0.0331	-1.0033	0.4731
212.2000	59.5258	-0.0001	0.0000	0.1120	0.2198	-0.1142	0.0781	0.4470	-0.0073	10.9632	-1.3207	0.2359	-1.1217	0.3165	0.0249	0.5909
212.2500	59.5314	-0.0001	0.0000	0.1100	0.2234	-0.1349	0.0410	0.4920	-0.0451	0.6959	-1.7022	-1.2366	0.5210	-0.2904	0.0934	0.2233
212.3000	59.5369	-0.0001	0.0000	0.1080	0.2141	-0.1928	0.0317	0.5978	-0.1695	9.5719	0.8923	1.9144	-0.6511	-0.4166	0.0396	-0.0876
212.3500	59.5423	-0.0001	0.0000	0.1060	0.1886	-0.2269	-0.0475	0.6401	-0.2628	16.4928	-0.6643	-0.9710	1.5155	-0.4798	0.6271	0.5437
212.4000	59.5476	-0.0001	0.0000	0.1080	0.2597	-0.2319	-0.0240	0.7212	-0.2017	4.0957	0.3704	-1.0178	1.0715	0.2582	0.2402	1.0197
212.4500	59.5530	-0.0001	0.0000	0.1040	0.1657	-0.1483	0.0918	0.4608	-0.1294	-4.3914	-2.3356	-0.7376	0.2635	0.5739	-0.2640	0.9773
212.5000	59.5582	-0.0001	0.0000	0.1040	0.2373	-0.1987	-0.0098	0.6327	-0.1581	8.5159	0.5395	0.3858	-0.9530	-0.3099	0.0885	-0.2479
212.5500	59.5634	-0.0001	0.0000	0.1040	0.1894	-0.1677	-0.0573	0.5231	-0.1443	13.1536	2.8859	-0.3898	1.5865	-0.3341	-0.2298	0.1197
212.6000	59.5686	-0.0001	0.0000	0.1040	0.1738	-0.1807	0.0142	0.5334	-0.1858	-1.9512	0.8524	0.6665	-0.0916	-0.8827	0.1864	0.1291
212.6500	59.5738	-0.0001	0.0000	0.1020	0.2635	-0.1663	0.0077	0.5943	-0.0674	-6.0396	-1.5337	1.0094	-1.0417	0.5156	0.5634	0.4967
212.7000	59.5789	-0.0001	0.0000	0.1040	0.2293	-0.2100	0.0191	0.6472	-0.1886	7.9593	-0.1946	-1.8001	-0.3670	-0.4117	0.2305	-0.2055
212.7500	59.5841	-0.0001	0.0000	0.1020	0.2405	-0.1832	-0.1180	0.6051	-0.1241	9.1116	0.0703	0.3724	-0.5001	0.7535	0.2256	-0.1678
212.8000	59.5892	-0.0001	0.0000	0.1000	0.2329	-0.1319	-0.0508	0.4955	-0.0296	-0.6776	0.4622	-0.9551	0.8673	0.5156	-0.1856	0.4401
212.8500	59.5942	-0.0001	0.0000	0.1020	0.2474	-0.1774	0.0798	0.6004	-0.1057	0.5211	0.1071	-0.3501	1.9505	0.1223	-0.2934	0.7417
212.9000	59.5993	-0.0001	0.0000	0.1000	0.1872	-0.1783	-0.0322	0.5420	-0.1675	9.2936	-0.1910	-1.9091	-0.1539	0.2146	0.4802	0.4307
212.9500	59.6043	-0.0001	0.0000	0.0980	0.1303	-0.1913	0.0978	0.5109	-0.2504	10.9275	-2.6239	1.1137	1.0715	0.5253	0.0640	0.1150
213.0000	59.6092	-0.0001	0.0000	0.0960	0.1811	-0.2280	0.0503	0.6349	-0.2727	7.8558	-0.8410	-1.3140	-0.5267	0.6661	-0.0486	0.8124
213.0500	59.6140	-0.0001	0.0000	0.0980	0.1922	-0.2458	-0.1524	0.6814	-0.2970	2.6438	0.9281	-2.4907	0.5743	-0.7856	0.6564	0.5343
213.1000	59.6189	-0.0001	0.0000	0.0940	0.1921	-0.2150	0.0011	0.6200	-0.2358	7.6703	-2.8435	0.0259	-0.1894	0.1806	0.6271	0.4259
213.1500	59.6236	-0.0001	0.0000	0.0940	0.2391	-0.1444	0.1136	0.5265	-0.0482	12.0370	-1.1689	-1.1318	-1.5568	0.0252	0.2011	0.1244
213.2000	59.6283	-0.0001	0.0000	0.0940	0.2408	-0.1955	-0.0033	0.6299	-0.1482	-0.7276	0.7431	0.7272	0.2013	0.7923	-0.5529	-0.4269
213.2500	59.6330	-0.0001	0.0000	0.0940	0.2181	-0.1667	0.1038	0.5498	-0.1136	-7.4986	1.4294	0.2523	0.8584	-0.4312	-0.4452	0.4024
213.3000	59.6377	-0.0001	0.0000	0.0920	0.1576	-0.2038	0.0082	0.5632	-0.2480	4.3705	-0.5078	1.2350	-1.2104	0.2437	-0.0339	-0.6861
213.3500	59.6423	-0.0001	0.0000	0.0940	0.1671	-0.1858	0.0230	0.5369	-0.2027	12.4044	1.2432	-0.2124	0.6720	-0.0767	-0.0094	-0.5494
213.4000	59.6470	-0.0001	0.0000	0.0920	0.1962	-0.1843	-0.1338	0.5630	-0.1706	-1.3162	-2.1976	0.3822	1.6931	-0.1496	-0.0241	1.0810
213.4500	59.6516	-0.0001	0.0000	0.0920	0.1661	-0.1802	0.0727	0.5246	-0.1925	-9.7890	-0.1665	-1.0136	0.7962	-0.4506	-0.0437	0.7181
213.5000	59.6562	-0.0001	0.0000	0.0920	0.2074	-0.1403	0.0579	0.4866	-0.0719	5.0304	0.7171	0.7015	-0.9085	-0.3730	-0.0290	0.8689
213.5500	59.6608	-0.0001	0.0000	0.0920	0.1828	-0.2035	-0.0677	0.5878	-0.2222	18.8010	0.3472	0.1116	1.5244	0.1321	0.4165	-0.0547
213.6000	59.6654	-0.0001	0.0000	0.0880	0.1981	-0.1785	0.1158	0.5533	-0.1571	8.9083	-0.6681	-0.4408	0.9294	-0.1739	0.6222	0.6899
213.6500	59.6698	-0.0001	0.0000	0.0880	0.1227	-0.1817	0.0202	0.4842	-0.2388	-1.0308	-1.0800	-0.5662	-0.4468	0.1368	-0.4599	0.2281
213.7000	59.6742	-0.0001	0.0000	0.0880	0.2075	-0.2256	-0.0153	0.6565	-0.2416	8.6229	1.0925	-0.5298	0.3612	-0.2079	-0.4843	0.2799
213.7500	59.6786	-0.0001	0.0000	0.0860	0.1993	-0.1171	-0.0814	0.4324	-0.0338	14.9267	0.5956	0.7223	0.5210	0.0301	0.5487	0.7323
213.8000	59.6829	-0.0001	0.0000	0.0840	0.2161	-0.1270	0.1120	0.4688	-0.0367	5.0091	0.1622	1.6716	-0.4202	-0.8051	0.3382	0.8360
213.8500	59.6871	-0.0001	0.0000	0.0840	0.1781	-0.1356	0.0208	0.4481	-0.0918	-6.2036	0.5285	-0.1028	0.5298	-0.4409	-0.1808	-0.0594
213.9000	59.6913	-0.0001	0.0000	0.0860	0.1727	-0.1908	-0.0284	0.5523	-0.2070	-1.7371	2.1837	0.5752	-1.3082	-0.1544	0.1080	-0.7097
213.9500	59.6956	-0.0001	0.0000	0.0840	0.1663	-0.2211	0.0230	0.6063	-0.2736	9.8608	0.6453	0.4339	0.5210	0.0592	-0.9739	-0.3138
214.0000	59.6998	-0.0001	0.0000	0.0820	0.2029	-0.1962	0.1339	0.5933	-0.1875	4.5310	-1.8039	1.8950	1.5244	0.1660	-0.0829	0.5579
214.0500	59.7039	-0.0001	0.0000	0.0840	0.2676	-0.1822	-0.0623	0.6303	-0.0950	-2.2009	0.5141	-0.4825	0.2724	-0.2370	-0.3668	0.4731
214.1000	59.7081	-0.0001	0.0000	0.0840	0.1919	-0.1861	0.0131	0.5622	-0.1784	-2.5219	-1.1074	0.2779	-0.4025	0.2049	0.0542	1.0621
214.1500	59.7123	-0.0001	0.0000	0.0820	0.2302	-0.1930	-0.0628	0.6142	-0.1538	8.2412	0.6789	-0.6008	-0.7576	0.5496	0.5976	1.1186
214.2000	59.7164	-0.0001	0.0000	0.0800	0.1171	-0.1300	0.0765	0.3757	-0.1415	10.9204	-1.9441	0.0141	0.0504	-0.0282	-0.1416	0.8454
214.2500	59.7204	-0.0001	0.0000	0.0800	0.2119	-0.1569	0.0710	0.5241	-0.1003	6.2434	0.7995	-0.5943	1.0715	-0.7953	-0.1955	-0.0076
214.3000	59.7244	-0.0001	0.0000	0.0780	0.2000	-0.1289	0.0038	0.4566	-0.0566	6.6893	-2.7575	-0.1422	0.6454	0.2291	0.0934	0.4731
214.3500	59.7283	-0.0001	0.0000	0.0780	0.1847	-0.1379	0.0536	0.4592	-0.0897	10.9096	0.5432	-1.3812	-1.5391	-0.2176	0.0591	-0.5024
214.4000	59.7322	-0.0001	0.0000	0.0780	0.2404	-0.1731	-0.0989	0.5848	-0.1040	4.6808	-2.2916	-0.4412	-0.1449	-0.3486	0.3528	0.8972
214.4500	59.7361	-0.0001	0.0000	0.0760	0.2251	-0.1326	0.0814	0.4890	-0.0388	-4.2807	-0.9190	-1.3910	1.6842	-0.1544	-0.0437	0.6239
214.5000	59.7399	-0.0001	0.0000	0.0760	0.2139	-0.1613	0.0399	0.5348	-0.1070	2.5724	-0.5637	0.4773	-1.2460	0.0883	-0.2395	0.0396
214.5500	59.7437	-0.0001	0.0000	0.0760	0.1491	-0.1398	-0.0530	0.4273	-0.1292	11.8622	1.1416	0.0245	-0.0207	0.3991	-0.6508	0.2516
214.6000	59.7475	-0.0001	0.0000	0.0740	0.1760	-0.1974	-0.0546	0.5688	-0.2168	7.3386	1.0908	0.7613	-1.3969	0.1660	-0.2102	0.2233
214.6500	59.7512	-0.0001	0.0000	0.0740	0.2231	-0.1172	0.1431	0.4563	-0.0101	-5.4688	1.6959	1.1337	0.1303	0.0883	0.2354	-0.1018
214.7000	59.7549	-0.0001	0.0000	0.0740	0.1784	-0.1139	-0.0087	0.4051	-0.0483	-0.7561	-1.1213	-0.9444	-1.1661	-0.2272	0.3970	0.4212
214.7500	59.7586	-0.0001	0.0000	0.0740	0.2586	-0.1567	0.0459	0.5704	-0.0532	10.7349	0.7992	1.0637	1.3467	0.0543	0.0346	0.2139
214.8000	59.7623	-0.0001	0.0000	0.0720	0.1701	-0.1523	-0.0011	0.4730	-0.1329	6.7821	0.8323	0.8715	-0.8198	-0.0719	-0.4599	0.6427
214.8500	59.7659	-0.0001	0.0000	0.0720	0.1620	-0.1518	-0.0382	0.4641	-0.1401	-2.8752	1.6167	0.2686	1.3823	0.2923	-0.0192	0.3789
214.9000	59.7695	-0.0001	0.0000	0.0720	0.2254	-0.1688	-0.0087	0.5613	-0.1105	0.3820	-0.5564	-0.1620	0.2546	-0.1108	-0.3424	0.1385
214.9500	59.7731	-0.0001	0.0000	0.0700	0.2009	-0.1878	0.0814	0.5746	-0.1729	14.9909	0.0630	1.0115	2.0305	-0.0380	0.4459	0.0725
215.0000	59.7766	-0.0001	0.0000	0.0680	0.1672	-0.1851	0.0066	0.5355	-0.2011	10.9953	-1.5970	-1.5825	1.9150	-0.6254	-0.4354	0.8360
215.0500	59.7800	-0.0001	0.0000	0.0700	0.1259	-0.1884	0.0170	0.5008	-0.2491	-3.5031	-0.3612	-1.6274	0.4233	-0.0767	0.3920	0.5579
215.1000	59.7835	-0.0001	0.0000	0.0660	0.2260	-0.1784	0.0607	0.5810	-0.1290	0.3783	-0.1220	0.0982	0.4944	-0.3973	-0.0046	0.3836
215.1500	59.7868	-0.0001	0.0000	0.0660	0.0917	-0.1463	-0.0322	0.3829	-0.1995	20.4242	-0.1613	0.4810	1.4711	-0.3099	0.3039	1.0338
215.2000	59.7901	-0.0001	0.0000	0.0660	0.1494	-0.2098	-0.0415	0.5668	-0.2681	11.0631	0.1712	-1.4953	0.0148	-0.1059	-0.3521	0.5061
215.2500	59.7934	-0.0001	0.0000	0.0660	0.1850	-0.2336	0.1005	0.6498	-0.2798	-13.7668	-1.0315	0.8307	-0.1716	0.3069	-0.8858	0.7417
215.3000	59.7967	-0.0001	0.0000	0.0640	0.1623	-0.1636	0.0339	0.4878	-0.1633	-6.4355	-0.8859	-0.3465	0.6009	-0.0719	-0.0976	0.0725
215.3500	59.7999	-0.0001	0.0000	0.0660	0.1785	-0.1948	-0.0049	0.5661	-0.2091	16.4928	0.9608	0.6330	-1.2194	0.5884	-0.0877	-0.5589
215.4000	59.8032	-0.0001	0.0000	0.0640	0.2026	-0.2195	-0.1251	0.6393	-0.2342	12.3331	-0.2477	-1.4030	-0.8020	-0.0573	-0.4452	0.2469
215.4500	59.8064	-0.0001	0.0000	0.0640	0.1062	-0.2032	0.0546	0.5106	-0.2981	-12.6180	-0.3193	2.0394	0.1125	-0.6788	0.3528	-0.4693
215.5000	59.8096	-0.0001	0.0000	0.0640	0.1930	-0.1962	0.0601	0.5835	-0.1975	-8.1373	1.1898	0.6060	0.5298	0.0980	-0.2738	0.3176
215.5500	59.8128	-0.0001	0.0000	0.0620	0.1159	-0.1666	0.0251	0.4476	-0.2157	15.2549	-0.0909	1.6184	-0.7665	0.0204	-0.0389	0.8924
215.6000	59.8159	-0.0001	0.0000	0.0640	0.1389	-0.1390	-0.0579	0.4156	-0.1378	14.1347	0.2359	-1.0099	-0.7843	0.3554	-0.0241	0.9160
215.6500	59.8191	-0.0001	0.0000	0.0620	0.1282	-0.1974	0.0623	0.5210	-0.2646	-7.5807	-2.0346	-0.9182	-1.6811	-0.7905	-0.1759	-0.0594
215.7000	59.8222	-0.0001	0.0000	0.0600	0.1481	-0.1232	0.0607	0.3932	-0.0970	-8.0695	0.1228	-0.4190	-0.9352	0.0009	-0.3570	-0.1301
215.7500	59.8252	-0.0001	0.0000	0.0600	0.1269	-0.1482	-0.0491	0.4219	-0.1680	21.9832	-0.9950	0.9509	-1.1306	-0.0719	0.0689	0.7794
215.8000	59.8282	-0.0001	0.0000	0.0580	0.1091	-0.1201	0.0038	0.3481	-0.1300	27.5486	-0.4601	-0.2355	0.9472	0.4865	-0.1269	-0.2620
215.8500	59.8311	-0.0001	0.0000	0.0560	0.1452	-0.1415	-0.0491	0.4267	-0.1363	-0.7382	0.0449	0.7408	-0.7665	-0.6740	-0.2298	-0.0170
215.9000	59.8339	-0.0001	0.0000	0.0580	0.1222	-0.2133	0.0617	0.5466	-0.3022	-16.1213	0.0885	-1.0149	0.7075	-0.2030	-0.2444	1.0055
215.9500	59.8368	-0.0001	0.0000	0.0560	0.0589	-0.1729	0.0333	0.4029	-0.2851	7.1888	-1.0492	0.1386	-0.0295	-0.2272	0.2794	-0.5118
216.0000	59.8396	-0.0001	0.0000	0.0560	0.1500	-0.1966	-0.0961	0.5413	-0.2414	19.0043	1.5691	0.0811	0.1480	-0.4117	-0.2591	0.4495
216.0500	59.8424	-0.0001	0.0000	0.0540	0.1981	-0.2055	-0.0246	0.6071	-0.2109	-0.5991	2.1361	0.3877	-0.7754	-0.2418	0.2060	0.0160
216.1000	59.8451	-0.0001	0.0000	0.0560	0.1730	-0.2027	0.0831	0.5764	-0.2304	-13.7276	1.1422	1.6552	2.3768	-0.5865	-0.4452	0.1527
216.1500	59.8479	-0.0001	0.0000	0.0540	0.1505	-0.1812	-0.0147	0.5111	-0.2101	3.7318	0.5469	0.9833	-0.5001	0.3797	-0.6851	-0.1678
216.2000	59.8506	-0.0001	0.0000	0.0560	0.1754	-0.1014	-0.0065	0.3773	-0.0265	15.6294	-0.1224	-0.7173	-1.5834	-0.3438	-0.0290	0.3317
216.2500	59.8534	-0.0001	0.0000	0.0540	0.1792	-0.1396	0.0290	0.4570	-0.0985	0.7886	-0.9854	-0.5854	1.6486	-0.2710	0.2109	-0.1584
