# time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
# s 	m 	m 	deg 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
114.2500	29.0772	-0.0001	0.0000	0.3260	0.7264	-0.0274	0.0322	0.7810	0.6719	-0.4207	-0.6758	-1.8537	0.4233	-0.5332	-0.6655	-1.1196
114.3000	29.0935	-0.0001	0.0000	0.3260	0.7299	-0.1465	0.0492	1.0215	0.4383	-2.4293	-0.9254	0.4575	1.6309	0.3213	0.0934	-1.3505
114.3500	29.1098	-0.0001	0.0000	0.3260	0.7730	-0.0532	-0.0481	0.8790	0.6671	-3.6315	1.3981	0.3900	0.7341	-0.0573	0.4654	-1.7888
114.4000	29.1261	-0.0001	0.0000	0.3280	0.7894	-0.0777	0.0399	0.9440	0.6348	-0.2174	0.2252	0.9748	1.2491	0.4573	0.7348	-1.3647
114.4500	29.1425	-0.0001	0.0000	0.3260	0.7771	-0.0624	0.0530	0.9013	0.6529	1.0526	0.7029	-0.0994	0.0504	-0.3001	0.0297	-0.3893
114.5000	29.1588	-0.0001	0.0000	0.3280	0.8041	-0.0732	-0.0054	0.9497	0.6585	-0.5634	0.1123	1.1445	0.1658	-0.2564	0.4557	-1.0678
114.5500	29.1752	-0.0001	0.0000	0.3260	0.7261	-0.0900	0.0213	0.9051	0.5471	-0.2174	-0.6909	-1.3907	1.2047	0.3408	-0.0290	-1.4636
114.6000	29.1915	-0.0001	0.0000	0.3280	0.7571	-0.0368	-0.0677	0.8304	0.6837	-0.9987	-0.0811	-0.3391	-0.2338	-0.8876	0.6172	-1.0820
114.6500	29.2079	-0.0001	0.0000	0.3280	0.7990	-0.0391	0.0322	0.8767	0.7212	-2.7646	-1.1571	-0.6704	0.5831	0.0835	-0.1220	-1.6380
114.7000	29.2243	-0.0001	0.0000	0.3280	0.7145	-0.0406	0.0454	0.7953	0.6337	-2.2437	-2.0378	-1.2306	0.0947	-0.2176	-0.3325	-1.0395
114.7500	29.2407	-0.0001	0.0000	0.3260	0.8037	-0.0648	-0.0590	0.9328	0.6747	-1.3376	-0.3641	-1.1244	-1.5035	0.5156	-0.1172	-1.2374
114.8000	29.2570	-0.0001	0.0000	0.3280	0.7249	-0.0407	-0.0071	0.8059	0.6439	0.6281	0.9555	-0.4403	0.6986	-0.6934	0.8719	-2.0432
114.8500	29.2734	-0.0001	0.0000	0.3260	0.7506	-0.0913	0.0552	0.9323	0.5688	1.0455	-1.1636	-0.0585	0.8229	-0.0573	-0.6116	-1.4730
114.9000	29.2897	-0.0001	0.0000	0.3280	0.7556	-0.0091	-0.0005	0.7736	0.7375	-0.0568	-0.0068	1.5048	1.4533	-0.1836	0.0150	-1.5060
114.9500	29.3061	-0.0001	0.0000	0.3260	0.7771	-0.0899	-0.0027	0.9560	0.5982	-0.3280	0.7177	1.0956	0.9383	0.3602	0.6613	-2.0009
115.0000	29.3224	-0.0001	0.0000	0.3260	0.6879	-0.0120	-0.0688	0.7117	0.6641	-2.7931	1.7818	-0.2710	1.8707	-0.3341	0.0542	-1.2139
115.0500	29.3387	-0.0001	0.0000	0.3280	0.7816	-0.0680	-0.0289	0.9169	0.6463	-2.8110	0.0839	0.7793	0.3878	0.6078	-0.5773	-2.6087
115.1000	29.3551	-0.0001	0.0000	0.3260	0.7101	-0.0591	0.0306	0.8277	0.5925	-0.6348	0.2034	-0.4236	1.7375	-1.0333	-0.6802	-1.6333
115.1500	29.3714	-0.0001	0.0000	0.3260	0.7426	-0.1395	-0.0131	1.0201	0.4651	1.7376	0.0960	0.8194	0.1303	-0.0234	-0.1122	-2.1516
115.2000	29.3877	-0.0001	0.0000	0.3280	0.6908	-0.0583	0.0060	0.8069	0.5746	-0.5206	1.3546	0.4877	0.5921	-0.1108	0.1276	-1.6945
115.2500	29.4041	-0.0001	0.0000	0.3280	0.7841	-0.0863	0.0180	0.9558	0.6124	-3.5530	0.8131	1.0493	-1.0241	0.2339	0.2745	-1.1385
115.3000	29.4205	-0.0001	0.0000	0.3280	0.6926	-0.0882	-0.0841	0.8681	0.5170	-4.9265	-0.2778	-0.4772	-1.5479	0.3359	0.5096	-0.9877
115.3500	29.4369	-0.0001	0.0000	0.3260	0.7444	-0.1163	0.0017	0.9758	0.5131	1.1989	1.2429	0.2089	1.8618	-0.2176	0.0101	-1.3411
115.4000	29.4532	-0.0001	0.0000	0.3280	0.7517	-0.0629	0.0060	0.8769	0.6266	3.0540	-0.4385	-0.0737	-0.8286	-0.6011	0.2207	-2.6087
115.4500	29.4696	-0.0001	0.0000	0.3260	0.7806	-0.0788	-0.0306	0.9375	0.6237	0.7173	-0.3260	-1.0587	-0.2338	0.6467	0.3627	-1.3270
115.5000	29.4859	-0.0001	0.0000	0.3280	0.7702	-0.0582	0.0377	0.8859	0.6544	-0.9523	0.1646	0.7745	1.0182	-0.3341	0.1179	-1.7511
115.5500	29.5023	-0.0001	0.0000	0.3280	0.7971	-0.0281	0.0055	0.8530	0.7412	1.1240	-0.3822	-1.3951	0.3700	-0.0428	-0.1073	-1.8689
115.6000	29.5187	-0.0001	0.0000	0.3260	0.7649	-0.1049	-0.0519	0.9737	0.5562	2.2763	0.3476	-0.7310	0.9472	-0.3243	0.5536	-1.5155
115.6500	29.5350	-0.0001	0.0000	0.3260	0.8229	-0.0747	-0.0513	0.9717	0.6742	-1.8442	0.2308	0.3901	0.4944	-0.7566	-0.2983	-1.4071
115.7000	29.5513	-0.0001	0.0000	0.3260	0.7312	-0.0502	-0.0202	0.8312	0.6313	-3.4067	1.4090	-0.3580	1.0272	0.1660	-0.6655	-2.1940
115.7500	29.5676	-0.0001	0.0000	0.3260	0.7034	-0.1633	-0.0098	1.0282	0.3785	-1.2448	1.6988	-0.6059	1.2668	0.0155	0.3137	-1.7228
115.8000	29.5839	-0.0001	0.0000	0.3280	0.8161	-0.1037	0.0404	1.0226	0.6097	-1.3054	0.3732	1.3739	-1.3526	0.2728	-0.5969	-1.9961
115.8500	29.6003	-0.0001	0.0000	0.3260	0.7635	-0.0548	-0.0120	0.8725	0.6544	-0.9488	-0.5548	1.4416	0.8584	0.2777	-0.0143	-1.4683
115.9000	29.6166	-0.0001	0.0000	0.3260	0.7841	-0.0827	0.0399	0.9488	0.6194	-2.1688	0.0140	-1.2008	0.1037	-0.6254	0.0200	-1.0631
115.9500	29.6329	-0.0001	0.0000	0.3280	0.7097	-0.1094	-0.0016	0.9274	0.4920	-3.1249	0.1364	-1.2488	1.0893	0.5496	0.3039	-1.3599
116.0000	29.6493	-0.0001	0.0000	0.3280	0.7325	-0.0877	-0.0836	0.9071	0.5580	-0.8774	1.0645	1.1569	-1.2194	0.0980	0.0885	-2.0762
116.0500	29.6657	-0.0001	0.0000	0.3260	0.7796	-0.0075	-0.0754	0.7946	0.7646	1.2524	0.1630	-0.8290	-0.7931	0.3213	-0.5137	-1.9254
116.1000	29.6820	-0.0001	0.0000	0.3260	0.7609	-0.1310	0.0268	1.0216	0.5003	1.1953	-1.7642	-0.5671	-1.6633	-0.7953	-0.2395	-1.6757
116.1500	29.6983	-0.0001	0.0000	0.3280	0.7274	-0.0318	0.0000	0.7906	0.6642	-0.0675	-0.8188	-0.7581	-0.0473	-0.3486	0.5928	-1.6710
116.2000	29.7147	-0.0001	0.0000	0.3280	0.8077	-0.0468	-0.0573	0.9009	0.7145	-0.4778	0.8426	0.9661	-0.2604	0.3797	0.3284	-1.0678
116.2500	29.7311	-0.0001	0.0000	0.3260	0.8114	-0.0963	-0.0257	1.0030	0.6198	0.0323	2.0613	0.6232	0.2457	0.5107	0.2892	-0.9642
116.3000	29.7474	-0.0001	0.0000	0.3280	0.7419	-0.1059	0.0470	0.9527	0.5312	-2.9608	-1.8038	-0.9997	2.1015	0.0737	0.3724	-2.0856
116.3500	29.7638	-0.0001	0.0000	0.3260	0.7744	-0.1227	-0.0229	1.0187	0.5302	-4.1238	-1.1689	0.1048	-0.6689	-0.0622	0.3724	-2.3071
116.4000	29.7801	-0.0001	0.0000	0.3260	0.7856	-0.0509	-0.0557	0.8870	0.6843	0.9242	-0.1758	0.1014	-0.9974	-0.3778	-0.1269	-2.3212
116.4500	29.7964	-0.0001	0.0000	0.3280	0.7554	-0.1190	-0.0175	0.9923	0.5186	1.7590	-0.1913	-0.2511	0.6897	-0.4991	-0.0682	-1.8689
116.5000	29.8128	-0.0001	0.0000	0.3260	0.7386	-0.0682	0.0672	0.8742	0.6030	-1.7906	-1.8080	-1.2848	-0.0295	0.3213	0.6662	-0.8039
116.5500	29.8291	-0.0001	0.0000	0.3280	0.7846	-0.0882	0.0251	0.9602	0.6091	-3.5459	-2.9129	0.0978	-0.1894	0.5058	-0.8711	-1.6191
116.6000	29.8455	-0.0001	0.0000	0.3260	0.7171	-0.0852	0.0503	0.8867	0.5476	-3.2569	-1.6074	-1.6770	0.5654	-0.0428	0.1522	-1.4024
116.6500	29.8618	-0.0001	0.0000	0.3280	0.7822	-0.0672	-0.0147	0.9158	0.6485	0.5246	-1.1051	-0.6191	0.8229	-0.2370	-0.1612	-1.3317
116.7000	29.8782	-0.0001	0.0000	0.3280	0.6806	-0.0475	-0.0481	0.7751	0.5861	-1.4054	0.3873	-0.2984	0.3434	-0.6546	-0.1220	-2.4909
116.7500	29.8946	-0.0001	0.0000	0.3260	0.7651	-0.0818	-0.0076	0.9279	0.6023	0.2749	-1.7385	-0.1202	-0.1449	-0.0234	-0.3032	-1.4448
116.8000	29.9109	-0.0001	0.0000	0.3280	0.7572	-0.1115	0.0847	0.9791	0.5354	0.6817	-0.4032	1.7317	-0.2604	0.3748	-0.0389	-1.4024
116.8500	29.9273	-0.0001	0.0000	0.3260	0.7193	-0.0653	0.0410	0.8493	0.5893	-0.3137	-3.0205	-2.3692	-0.0916	0.8507	0.0101	-0.8793
116.9000	29.9436	-0.0001	0.0000	0.3280	0.7972	-0.0997	-0.0928	0.9956	0.5988	-4.5376	1.5352	1.5371	0.5831	-0.8342	0.0053	-1.3176
116.9500	29.9600	-0.0001	0.0000	0.3280	0.7923	-0.0226	-0.0169	0.8373	0.7472	-2.5934	0.2628	-1.0115	0.5032	-0.2418	0.2648	-1.6333
117.0000	29.9764	-0.0001	0.0000	0.3280	0.7152	-0.1000	0.0344	0.9142	0.5162	1.5485	-1.9716	-0.3784	1.8796	-0.6546	0.2990	-1.8076
117.0500	29.9928	-0.0001	0.0000	0.3260	0.7326	-0.0291	0.0798	0.7905	0.6748	2.9648	-1.3910	0.3352	-0.9175	-0.6740	0.1815	-1.2421
117.1000	30.0091	-0.0001	0.0000	0.3280	0.7704	-0.0905	-0.0136	0.9506	0.5903	0.7779	-2.0233	-0.8510	0.8673	0.4428	0.3627	-1.2798
117.1500	30.0255	-0.0001	0.0000	0.3260	0.7375	-0.0872	-0.0524	0.9109	0.5640	-0.0355	1.4693	0.2635	-0.3403	0.2582	-0.1122	-2.3401
117.2000	30.0418	-0.0001	0.0000	0.3260	0.7458	-0.0884	0.0219	0.9218	0.5698	-0.5242	-0.7015	0.1727	-0.0118	0.1903	-0.2934	-1.4448
117.2500	30.0581	-0.0001	0.0000	0.3260	0.7703	-0.0238	-0.0306	0.8177	0.7229	-2.7753	0.1185	0.9539	0.1392	0.6030	0.2892	-0.6249
117.3000	30.0744	-0.0001	0.0000	0.3260	0.7158	-0.1435	0.0109	1.0014	0.4301	-2.8431	-1.4383	-0.2736	-0.4113	-0.2321	0.6418	-1.7605
117.3500	30.0907	-0.0001	0.0000	0.3280	0.6920	-0.0445	-0.0360	0.7806	0.6033	0.0859	2.9320	0.6675	0.3434	-0.0816	-0.2787	-1.6757
117.4000	30.1071	-0.0001	0.0000	0.3260	0.7463	-0.0986	-0.0338	0.9426	0.5500	0.7851	0.5859	-0.2149	-0.3492	0.2485	-0.9739	-2.0244
117.4500	30.1234	-0.0001	0.0000	0.3260	0.7273	-0.0706	0.0241	0.8678	0.5867	-0.8203	0.5986	1.4559	-1.0950	-0.0137	0.0444	-1.2940
117.5000	30.1397	-0.0001	0.0000	0.3280	0.7189	-0.0678	0.0486	0.8538	0.5840	-3.2498	-1.4345	0.4329	-0.2781	0.0737	0.4214	-1.9396
117.5500	30.1561	-0.0001	0.0000	0.3280	0.7490	-0.0108	-0.0677	0.7704	0.7275	-1.6087	0.5701	-1.3828	-0.0207	0.4087	0.3382	-1.3176
117.6000	30.1725	-0.0001	0.0000	0.3260	0.7440	-0.1056	-0.0131	0.9541	0.5339	0.1964	1.4660	1.1879	0.6720	-0.3001	0.5046	-1.3929
117.6500	30.1888	-0.0001	0.0000	0.3280	0.6693	-0.0156	0.0093	0.7003	0.6384	0.9742	3.1663	-0.7595	1.9772	0.1903	0.3088	-0.9783
117.7000	30.2052	-0.0001	0.0000	0.3260	0.7893	-0.0451	0.0492	0.8790	0.6996	-0.4600	-1.2959	-0.5265	0.2990	-1.0429	-0.6263	-1.6569
117.7500	30.2215	-0.0001	0.0000	0.3280	0.7013	-0.0385	0.0694	0.7779	0.6247	-1.2591	-2.1389	-1.8362	-0.2515	0.2146	-0.3864	-2.0291
117.8000	30.2379	-0.0001	0.0000	0.3260	0.7625	-0.0987	-0.0054	0.9589	0.5661	0.8886	0.3826	1.4957	-0.7931	-0.1982	0.6075	-1.0348
117.8500	30.2542	-0.0001	0.0000	0.3280	0.7562	0.0133	-0.1497	0.7297	0.7826	-2.4399	2.5931	-0.8755	-0.7310	-0.1787	-0.0682	-1.5249
117.9000	30.2706	-0.0001	0.0000	0.3260	0.7072	-0.1303	-0.0830	0.9664	0.4480	-4.3950	1.4947	1.1318	1.1159	0.4233	-1.2628	-1.3035
117.9500	30.2869	-0.0001	0.0000	0.3280	0.7395	-0.0301	0.0688	0.7994	0.6796	-1.0914	-0.9474	-1.7562	0.2013	-0.7177	-0.0926	-0.9924
118.0000	30.3033	-0.0001	0.0000	0.3260	0.7155	-0.0499	0.0557	0.8148	0.6162	3.9174	-1.5184	0.1252	0.0947	-0.5914	1.2488	-1.0867
118.0500	30.3196	-0.0001	0.0000	0.3280	0.7414	-0.0330	-0.0754	0.8070	0.6758	0.5389	0.1934	-0.9395	0.6009	0.6273	-0.5725	-1.9678
118.1000	30.3360	-0.0001	0.0000	0.3260	0.7942	-0.0249	-0.0393	0.8438	0.7446	-1.9904	0.8301	-1.1261	0.1392	0.2728	0.3039	-2.7077
118.1500	30.3523	-0.0001	0.0000	0.3260	0.7296	-0.0743	0.0251	0.8774	0.5817	-4.3486	-1.2998	-1.2329	-1.2016	-0.6594	0.2844	-2.1234
118.2000	30.3686	-0.0001	0.0000	0.3280	0.7449	-0.0480	-0.0071	0.8403	0.6495	0.2713	0.4535	0.5539	0.6720	-0.6254	0.3039	-1.4589
118.2500	30.3850	-0.0001	0.0000	0.3260	0.7747	-0.0132	-0.0213	0.8010	0.7484	-2.4685	0.0975	1.1862	0.9739	0.6127	-0.5822	-1.0726
118.3000	30.4013	-0.0001	0.0000	0.3280	0.7345	-0.0679	-0.0289	0.8696	0.5994	-2.7254	1.9337	-0.4022	-0.6067	0.5253	-0.0241	-1.5344
118.3500	30.4177	-0.0001	0.0000	0.3280	0.7283	-0.0207	-0.0841	0.7696	0.6871	-1.2199	0.7153	1.9927	-0.1627	0.2777	0.3284	-1.0395
118.4000	30.4341	-0.0001	0.0000	0.3260	0.6787	-0.1032	0.0508	0.8841	0.4733	2.4261	0.5077	-1.5285	0.3700	0.0883	0.1276	-2.0291
118.4500	30.4504	-0.0001	0.0000	0.3280	0.6799	-0.0450	0.0809	0.7694	0.5903	-0.4350	-1.1705	1.3960	1.6043	-0.1205	-0.3325	-1.2563
118.5000	30.4668	-0.0001	0.0000	0.3280	0.7698	-0.0143	-0.0830	0.7982	0.7414	-4.2808	2.3110	-0.4514	1.6576	0.4379	0.1815	-2.0291
118.5500	30.4832	-0.0001	0.0000	0.3260	0.6976	-0.0641	-0.0420	0.8251	0.5702	-1.4554	2.2885	0.6507	-1.2104	-0.4895	0.5976	-1.3176
118.6000	30.4995	-0.0001	0.0000	0.3280	0.7347	-0.0971	-0.0481	0.9279	0.5414	2.0836	-1.4085	-0.7781	-1.1749	-0.2370	0.4263	-2.2506
118.6500	30.5159	-0.0001	0.0000	0.3260	0.7252	-0.0650	0.0022	0.8545	0.5958	2.8222	-0.4362	0.2659	2.5188	-0.5429	0.3431	-0.7662
118.7000	30.5322	-0.0001	0.0000	0.3280	0.7514	-0.0899	0.0322	0.9304	0.5725	1.5521	-2.0009	-0.7163	-1.8232	0.0155	-0.2395	-1.5485
118.7500	30.5486	-0.0001	0.0000	0.3260	0.7948	-0.0888	0.0180	0.9716	0.6180	-1.5231	0.0771	0.5758	-0.9796	0.1321	0.2354	-2.1846
118.8000	30.5649	-0.0001	0.0000	0.3260	0.6667	-0.0910	0.0082	0.8477	0.4857	-2.7646	0.9537	-0.3858	-1.1306	0.5788	-0.0389	-1.7794
118.8500	30.5812	-0.0001	0.0000	0.3260	0.7546	-0.1192	-0.0623	0.9919	0.5173	-1.2591	-0.0022	-1.5260	-1.1217	-0.4263	-0.4696	-1.9725
118.9000	30.5975	-0.0001	0.0000	0.3280	0.7118	-0.0583	0.0361	0.8279	0.5957	-4.0203	-0.7728	1.9571	-1.0151	0.3845	0.0101	-0.7002
118.9500	30.6139	-0.0001	0.0000	0.3260	0.6966	-0.0750	-0.0415	0.8459	0.5474	-2.8609	-1.2523	-2.2820	-1.0862	-0.1884	0.0200	-1.0584
119.0000	30.6302	-0.0001	0.0000	0.3260	0.7046	-0.0321	-0.0115	0.7685	0.6407	0.8208	-0.1500	1.7849	-0.5001	-0.0524	0.0004	-1.6945
119.0500	30.6465	-0.0001	0.0000	0.3280	0.7660	-0.0485	-0.0710	0.8624	0.6696	0.6887	0.5204	-2.3311	-0.7576	0.0494	-0.5822	-1.1526
119.1000	30.6629	-0.0001	0.0000	0.3260	0.6732	-0.0376	0.0863	0.7480	0.5984	-3.5673	-2.1754	0.9381	-1.4858	-0.8196	-0.1025	-1.9207
119.1500	30.6792	-0.0001	0.0000	0.3280	0.7354	-0.0607	0.0421	0.8562	0.6146	-3.3104	-0.4906	-2.5983	0.7696	-0.1884	0.4018	-2.0197
119.2000	30.6956	-0.0001	0.0000	0.3280	0.7301	-0.0471	0.0224	0.8238	0.6363	1.1633	-0.1329	0.8462	0.4411	0.2195	-0.3913	-1.3741
119.2500	30.7120	-0.0001	0.0000	0.3260	0.6491	-0.0935	-0.0803	0.8351	0.4631	-0.0925	0.9054	-2.2041	-0.1449	0.2582	-0.0829	-1.7087
119.3000	30.7283	-0.0001	0.0000	0.3260	0.7606	-0.0512	0.0388	0.8625	0.6587	-0.8809	-1.1031	3.0364	-0.6156	-0.2515	0.3627	-1.9773
119.3500	30.7446	-0.0001	0.0000	0.3280	0.7502	-0.0780	0.0667	0.9054	0.5949	0.0716	0.5436	-0.5657	0.0238	0.7875	-0.3473	-1.0584
119.4000	30.7610	-0.0001	0.0000	0.3280	0.7485	-0.0832	-0.0677	0.9140	0.5831	-0.8238	-0.7318	1.5199	-1.0773	0.2923	-0.4011	-2.2694
119.4500	30.7774	-0.0001	0.0000	0.3260	0.7414	-0.0720	-0.0082	0.8846	0.5981	-3.4246	1.8510	0.0782	0.3257	0.2680	0.5683	-1.2704
119.5000	30.7937	-0.0001	0.0000	0.3260	0.7176	-0.1121	0.0077	0.9406	0.4946	-4.0917	0.3708	1.0343	-1.5923	-0.2904	-0.2444	-1.9019
119.5500	30.8100	-0.0001	0.0000	0.3260	0.6478	-0.0607	0.0301	0.7685	0.5271	0.6032	1.3907	-0.2075	0.2457	0.6710	-0.3032	-1.6097
119.6000	30.8263	-0.0001	0.0000	0.3280	0.7472	-0.0708	-0.0273	0.8880	0.6063	3.2716	-0.4226	-0.5638	0.3612	0.7680	0.1766	-1.2186
119.6500	30.8427	-0.0001	0.0000	0.3260	0.7145	-0.0843	0.0257	0.8822	0.5469	-1.5159	-0.8696	-1.2580	-1.4059	0.3651	-0.9005	-1.1573
119.7000	30.8590	-0.0001	0.0000	0.3280	0.7541	-0.1012	-0.0082	0.9556	0.5526	-3.0429	1.6690	1.1353	-0.3137	-0.2758	-0.2738	-1.2233
119.7500	30.8754	-0.0001	0.0000	0.3260	0.7391	-0.0414	-0.0737	0.8214	0.6568	0.0644	-0.6575	-0.7675	0.8850	-0.3292	0.6418	-2.0291
119.8000	30.8917	-0.0001	0.0000	0.3280	0.6998	-0.1289	0.0027	0.9562	0.4433	-0.5991	2.8759	0.3310	0.9383	-0.3292	0.4704	-2.5003
119.8500	30.9081	-0.0001	0.0000	0.3280	0.7893	-0.1021	0.0290	0.9925	0.5862	-5.0299	-1.4694	-1.7938	0.5298	0.3699	-0.2591	-1.1998
119.9000	30.9245	-0.0001	0.0000	0.3260	0.7007	-0.0084	-0.0601	0.7175	0.6840	-2.0082	0.7378	0.8906	0.5476	0.1175	-0.5773	-1.7464
119.9500	30.9408	-0.0001	0.0000	0.3280	0.7584	-0.1169	-0.0355	0.9909	0.5258	4.0779	2.0687	-0.0160	0.4056	-0.3389	0.1522	-0.8981
120.0000	30.9572	-0.0001	0.0000	0.3280	0.6997	-0.0794	0.0678	0.8578	0.5416	2.3405	-0.3919	0.1411	1.2758	-0.2710	-0.7242	-1.2563
120.0500	30.9736	-0.0001	0.0000	0.3280	0.7144	-0.0824	0.0503	0.8784	0.5503	-3.6636	1.0290	-0.2271	-0.0118	-0.3243	0.4654	-1.2233
120.1000	30.9900	-0.0001	0.0000	0.3260	0.7115	-0.0395	0.0634	0.7902	0.6329	-3.1534	-1.6200	0.3621	0.5476	0.5981	0.6466	-1.6003
120.1500	31.0063	-0.0001	0.0000	0.3280	0.7783	-0.0668	-0.0333	0.9113	0.6453	2.3012	0.3219	-2.4147	1.8707	-0.1982	0.3528	-2.0150
120.2000	31.0227	-0.0001	0.0000	0.3260	0.6818	-0.1092	-0.0011	0.8990	0.4645	0.4497	-0.3204	-0.4067	-0.9796	-0.7856	0.5536	-1.8925
120.2500	31.0390	-0.0001	0.0000	0.3260	0.7472	-0.0943	-0.0601	0.9348	0.5596	-0.9773	-0.6412	-0.4424	0.3966	-0.4603	-0.4011	-1.2610
120.3000	31.0553	-0.0001	0.0000	0.3260	0.7598	-0.1180	0.0344	0.9947	0.5249	1.1632	1.1608	-0.1533	-0.3847	0.4330	0.7788	-1.0442
120.3500	31.0716	-0.0001	0.0000	0.3280	0.6582	-0.1319	0.0776	0.9208	0.3956	1.9624	-0.0047	2.2657	-1.4680	-0.4360	-0.8270	-1.1385
120.4000	31.0880	-0.0001	0.0000	0.3260	0.6922	-0.1060	0.0536	0.9030	0.4813	-1.9511	1.1067	0.2712	-0.2604	-0.2321	0.6172	-1.1668
120.4500	31.1043	-0.0001	0.0000	0.3260	0.7150	-0.0511	0.0366	0.8167	0.6132	-4.1844	0.5395	1.6224	-0.5001	-0.6449	-0.0486	-1.5956
120.5000	31.1206	-0.0001	0.0000	0.3260	0.6960	-0.1639	-0.0196	1.0221	0.3699	-3.1392	1.2354	-1.6254	-1.2282	-0.2176	0.0934	-1.4825
120.5500	31.1369	-0.0001	0.0000	0.3280	0.6602	-0.0510	-0.0016	0.7617	0.5587	0.3570	-0.9851	0.2300	-0.4558	-0.0282	0.2256	-2.1234
120.6000	31.1533	-0.0001	0.0000	0.3260	0.7418	-0.0956	-0.0475	0.9321	0.5515	1.1775	-0.8454	-1.1779	0.2724	0.5350	0.7005	-2.3449
120.6500	31.1696	-0.0001	0.0000	0.3280	0.7439	-0.0779	0.0415	0.8988	0.5890	-1.5837	-1.5187	-0.6901	1.6043	-0.7322	0.0591	-1.9348
120.7000	31.1860	-0.0001	0.0000	0.3280	0.7255	-0.1316	0.0404	0.9874	0.4636	-1.5231	-0.6534	-1.7190	0.1570	0.0204	0.0787	-1.6616
120.7500	31.2024	-0.0001	0.0000	0.3260	0.7551	-0.0738	0.0617	0.9020	0.6083	-1.6195	0.5318	0.2096	0.1570	-0.3050	0.1130	-1.5155
120.8000	31.2187	-0.0001	0.0000	0.3280	0.7265	-0.0372	-0.0360	0.8006	0.6524	-0.9094	0.8149	0.9948	-1.1040	0.4476	-0.0389	-1.2233
120.8500	31.2351	-0.0001	0.0000	0.3260	0.7619	-0.1081	-0.0251	0.9770	0.5469	0.8422	2.1497	0.7946	-0.0561	-0.3292	0.1228	-1.5814
120.9000	31.2514	-0.0001	0.0000	0.3280	0.6093	-0.0951	0.0443	0.7985	0.4201	-0.0176	-0.4326	0.1570	-1.3082	-0.2758	0.0396	-1.3599
120.9500	31.2678	-0.0001	0.0000	0.3260	0.7776	-0.0654	-0.0153	0.9077	0.6474	-0.4600	0.2092	0.2284	-1.2815	-0.5089	-0.4109	-1.2940
121.0000	31.2841	-0.0001	0.0000	0.3280	0.7086	-0.0166	0.0361	0.7417	0.6755	-1.6801	-0.4279	-0.4005	0.9206	0.2631	0.0836	-1.3505
121.0500	31.3005	-0.0001	0.0000	0.3260	0.7170	-0.1241	0.0525	0.9639	0.4701	-2.7254	0.2646	-1.0660	-1.5834	-0.1447	-0.2494	-1.5814
121.1000	31.3168	-0.0001	0.0000	0.3260	0.6515	-0.0196	-0.0399	0.6905	0.6124	-4.0596	-1.2389	-1.4539	1.6398	0.2097	0.1570	-0.7992
121.1500	31.3331	-0.0001	0.0000	0.3280	0.7316	-0.1061	0.0306	0.9428	0.5203	-2.5719	-1.5837	0.4824	0.9649	-0.3535	0.4313	-1.5438
121.2000	31.3495	-0.0001	0.0000	0.3260	0.7154	-0.0512	0.0208	0.8174	0.6134	2.8293	1.4601	0.9572	0.3523	0.1029	0.3627	-1.8878
121.2500	31.3658	-0.0001	0.0000	0.3280	0.7695	-0.0814	-0.0661	0.9315	0.6075	2.1193	0.9658	-0.3457	0.4855	0.9720	-0.1269	-2.9103
121.3000	31.3822	-0.0001	0.0000	0.3280	0.7088	-0.1062	0.0432	0.9202	0.4975	-1.3233	-2.1530	-0.1639	-1.1661	0.2242	-0.2102	-0.9359
121.3500	31.3986	-0.0001	0.0000	0.3260	0.7554	-0.0439	0.0792	0.8428	0.6680	-2.8038	-1.7013	-1.2638	0.8407	0.0543	-0.2248	-1.2751
121.4000	31.4149	-0.0001	0.0000	0.3280	0.7428	-0.1168	-0.0295	0.9753	0.5103	-0.8381	-2.0570	0.1838	1.4533	-0.4847	-0.2494	-1.0395
121.4500	31.4313	-0.0001	0.0000	0.3260	0.6365	-0.0657	0.0115	0.7673	0.5057	-0.4172	2.4664	0.5452	-0.1183	0.5010	-1.0768	-1.2280
121.5000	31.4476	-0.0001	0.0000	0.3280	0.7389	-0.0599	-0.0912	0.8581	0.6197	-2.4114	-1.0575	0.8050	0.8407	-0.0234	-0.2542	-1.7747
121.5500	31.4640	-0.0001	0.0000	0.3280	0.7433	-0.0198	-0.0082	0.7827	0.7040	0.1608	0.0420	0.0071	-0.6955	-0.3438	0.4508	-2.1187
121.6000	31.4804	-0.0001	0.0000	0.3280	0.6866	-0.0781	0.0153	0.8421	0.5311	1.3951	-1.4749	1.2641	0.4411	0.2728	-0.5822	-1.3977
121.6500	31.4968	-0.0001	0.0000	0.3260	0.6805	-0.0296	0.0787	0.7395	0.6216	1.1561	-0.2746	-1.4014	1.4267	-0.4652	-0.2689	-0.9642
121.7000	31.5131	-0.0001	0.0000	0.3280	0.7251	-0.0870	0.0148	0.8983	0.5519	-3.6850	-0.2938	-1.2236	-0.5267	-0.0088	0.3382	-1.3505
121.7500	31.5295	-0.0001	0.0000	0.3260	0.6662	-0.1117	0.0432	0.8885	0.4440	-2.5363	-1.6248	-1.5537	-1.4059	-0.3535	-0.7830	-0.9170
