time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
s 	m 	m 	� 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
6.7000	0.0041	-0.0001	0.0100	0.0000	-0.0231	-0.0072	0.0416	-0.0088	-0.0373	0.3183	-0.7681	-0.5063	-0.2482	0.5559	-0.2685	-0.2692
6.7500	0.0041	-0.0001	0.0100	0.0000	-0.0074	-0.0152	0.0181	0.0228	-0.0375	-0.1277	-0.2951	-1.0231	1.2791	-0.6628	-0.7924	0.5413
6.8000	0.0041	-0.0001	0.0100	0.0000	-0.0422	-0.0243	0.0241	0.0061	-0.0905	0.0472	1.0839	0.3098	-1.3848	0.2549	0.5198	0.1926
6.8500	0.0041	-0.0001	0.0100	0.0000	0.0132	-0.0431	-0.0016	0.0989	-0.0725	0.3611	-0.9773	-0.2630	0.7374	-0.5171	0.3973	0.3716
6.9000	0.0041	-0.0001	0.0100	0.0000	0.0134	0.0189	-0.0333	-0.0242	0.0510	-0.3382	-1.3634	0.0584	1.0304	0.6822	-0.7385	-0.6463
6.9500	0.0041	-0.0001	0.0100	0.0000	-0.0400	-0.0576	-0.0529	0.0746	-0.1547	0.2719	0.7244	1.0510	-1.1184	0.1675	-0.3909	-0.5567
7.0000	0.0041	-0.0001	0.0100	0.0000	0.0063	-0.0014	0.0055	0.0091	0.0036	-0.0136	-1.0006	-1.6071	0.5331	-0.9930	0.0252	-0.2269
7.0500	0.0041	-0.0001	0.0100	0.0000	0.0028	0.0429	0.0432	-0.0826	0.0881	0.1291	0.2675	-0.5802	1.6519	-0.0122	0.2309	-0.3400
7.1000	0.0041	-0.0001	0.0100	0.0000	-0.0361	-0.0281	0.0301	0.0199	-0.0920	0.0971	0.3125	0.9256	0.7641	-0.4589	-0.2343	0.1689
7.1500	0.0041	-0.0001	0.0100	0.0000	-0.0006	0.0254	0.0159	-0.0510	0.0499	0.0186	-1.3232	-0.3516	0.0448	-0.0753	0.4805	-0.2787
7.2000	0.0041	-0.0001	0.0100	0.0000	0.0218	0.0364	0.0186	-0.0506	0.0943	-0.0563	0.3843	1.1932	1.7052	0.5996	0.3288	-0.5897
7.2500	0.0041	-0.0001	0.0100	0.0000	-0.0140	0.0877	0.0143	-0.1886	0.1606	0.7321	0.1340	-0.5996	-0.5235	0.2792	-0.3811	0.6166
7.3000	0.0041	-0.0001	0.0100	0.0000	-0.0420	0.0078	-0.0289	-0.0575	-0.0265	-0.1919	-0.4115	-0.7445	-0.7543	-0.0219	-0.1363	0.3151
7.3500	0.0041	-0.0001	0.0100	0.0000	0.0026	0.0046	-0.0589	-0.0065	0.0118	0.0079	0.4635	0.8216	-0.2926	0.3763	0.1525	0.7769
7.4000	0.0041	-0.0001	0.0100	0.0000	0.0157	-0.0473	-0.0365	0.1098	-0.0784	-0.3453	-1.9605	-0.5591	1.8651	0.2112	-0.6700	-0.2033
7.4500	0.0041	-0.0001	0.0100	0.0000	0.0313	0.0071	0.0235	0.0171	0.0455	0.4609	0.2933	-0.1333	-0.0085	0.5754	0.2847	-0.3400
7.5000	0.0041	-0.0001	0.0100	0.0000	0.0236	0.0035	0.0323	0.0166	0.0305	-0.0421	1.6718	0.3843	0.8706	-0.2306	-0.2979	-0.1986
7.5500	0.0041	-0.0001	0.0100	0.0000	0.0215	-0.0156	0.0143	0.0525	-0.0094	0.4146	-0.1952	-1.2056	-0.3903	-0.4735	-0.4497	0.3574
7.6000	0.0041	-0.0001	0.0100	0.0000	0.0320	0.0266	0.0044	-0.0209	0.0849	-0.0384	-0.8071	-0.5448	0.0093	-0.2113	-0.0923	0.4045
7.6500	0.0041	-0.0001	0.0100	0.0000	-0.0081	-0.0368	-0.0141	0.0651	-0.0814	-0.1134	-1.6163	-0.4161	1.4300	0.2112	0.2603	0.4235
7.7000	0.0041	-0.0001	0.0100	0.0000	0.0251	-0.0031	0.0148	0.0312	0.0190	0.1970	-0.4049	-0.1197	-0.7721	-0.7211	-0.2685	-0.2033
7.7500	0.0041	-0.0001	0.0100	0.0000	-0.0234	-0.0295	-0.0562	0.0353	-0.0820	-0.1027	1.3241	0.3502	-2.2728	-0.2064	-0.2049	0.5318
7.8000	0.0041	-0.0001	0.0100	0.0000	-0.0133	0.0753	0.0367	-0.1631	0.1364	-0.2775	1.1920	0.6977	-1.0917	-0.3812	0.0889	0.6354
7.8500	0.0041	-0.0001	0.0100	0.0000	-0.0001	0.0276	0.0345	-0.0551	0.0549	0.0507	-0.7403	-0.5351	0.6575	-0.2549	-0.0874	-0.8253
7.9000	0.0041	-0.0001	0.0100	0.0000	-0.0368	0.0072	0.0192	-0.0511	-0.0225	-0.7805	-1.2399	-0.4380	-0.0973	0.2307	-0.3566	-0.0430
7.9500	0.0041	-0.0001	0.0100	0.0000	-0.0459	0.0197	0.0225	-0.0850	-0.0067	0.1863	-1.7773	-0.8280	-0.3370	-0.7696	0.2113	-0.5756
8.0000	0.0041	-0.0001	0.0100	0.0000	0.0482	0.0226	0.0290	0.0032	0.0933	-0.3917	1.5938	0.3073	-0.4170	0.3374	0.0008	0.1407
8.0500	0.0041	-0.0001	0.0100	0.0000	0.0896	0.0251	0.0132	0.0398	0.1395	0.5859	1.3941	0.6723	-0.4347	0.7161	-0.0580	-0.4672
8.1000	0.0041	-0.0001	0.0100	0.0000	-0.0128	-0.0750	0.0285	0.1366	-0.1621	-0.1991	-0.6803	-0.7289	0.9860	0.6142	0.7890	0.4988
8.1500	0.0041	-0.0001	0.0100	0.0000	-0.0303	0.0178	-0.0207	-0.0658	0.0051	0.1542	0.0029	0.9572	0.0804	0.8666	-0.2636	-0.0478
8.2000	0.0041	-0.0001	0.0100	0.0000	0.0042	-0.0470	-0.0404	0.0978	-0.0895	0.1113	-1.2975	0.0953	0.2934	-0.3229	-0.7483	0.5836
8.2500	0.0041	-0.0001	0.0100	0.0000	-0.0010	0.0145	-0.0420	-0.0299	0.0280	0.2362	0.0897	-0.4747	-0.5146	0.4637	-0.0678	-0.2410
8.3000	0.0041	-0.0001	0.0100	0.0000	-0.0264	-0.0006	0.0170	-0.0252	-0.0277	0.3611	1.6884	0.2881	1.2968	-0.0850	0.0252	0.5223
8.3500	0.0041	-0.0001	0.0100	0.0000	-0.0262	0.0644	0.0481	-0.1545	0.1020	-0.1812	1.5215	0.8822	0.9594	0.2889	-0.1118	-0.6840
8.4000	0.0041	-0.0001	0.0100	0.0000	-0.0996	-0.0225	0.0350	-0.0549	-0.1444	-0.0492	0.6984	1.0253	-0.4879	-0.1335	0.7352	-0.1892
8.4500	0.0041	-0.0001	0.0100	0.0000	0.0090	-0.0801	0.0121	0.1685	-0.1504	-0.2489	-0.1983	0.9554	-1.4381	-0.8813	-0.2196	0.4705
8.5000	0.0041	-0.0001	0.0100	0.0000	0.0377	0.0128	0.0279	0.0121	0.0632	0.5287	-0.8559	-1.5203	-0.5057	0.1869	0.0155	-0.1704
8.5500	0.0041	-0.0001	0.0100	0.0000	0.0016	-0.0408	0.0257	0.0829	-0.0796	-0.0706	0.4005	-0.9549	1.2613	-0.3520	0.3092	-0.1561
8.6000	0.0041	-0.0001	0.0100	0.0000	0.0489	0.0093	-0.0212	0.0304	0.0674	-0.0670	-0.8851	-0.6218	1.3412	0.1966	0.2946	-0.2410
8.6500	0.0041	-0.0001	0.0100	0.0000	-0.0045	-0.0619	-0.0131	0.1187	-0.1277	0.0329	-1.3200	-0.0392	-1.6867	0.4103	-0.4007	0.6873
8.7000	0.0041	-0.0001	0.0100	0.0000	-0.0183	0.0048	-0.0469	-0.0279	-0.0088	-0.2775	1.0422	0.3531	1.7319	0.0510	-0.1853	0.2585
8.7500	0.0041	-0.0001	0.0100	0.0000	-0.0034	0.0019	-0.0185	-0.0071	0.0003	0.2933	-0.5297	-1.6481	1.4033	0.1190	0.1231	-0.4813
8.8000	0.0041	-0.0001	0.0100	0.0000	-0.0129	0.0243	0.0296	-0.0612	0.0355	-0.4738	0.1024	-0.0406	-0.6034	0.2307	0.2407	-0.0007
8.8500	0.0041	-0.0001	0.0100	0.0000	-0.0537	0.0357	0.0115	-0.1247	0.0173	-0.3953	-0.0222	0.9043	-0.2216	0.1966	-1.0519	-0.1044
8.9000	0.0041	-0.0001	0.0100	0.0000	0.0196	0.0356	0.0263	-0.0511	0.0904	0.2184	-0.8673	0.0702	0.4799	0.4151	-0.4791	-0.1185
8.9500	0.0041	-0.0001	0.0100	0.0000	-0.0236	-0.0812	-0.0147	0.1380	-0.1851	-0.1383	1.9292	0.7225	-0.6744	-0.6288	0.4120	0.7816
9.0000	0.0041	-0.0001	0.0100	0.0000	-0.0129	-0.0542	0.0028	0.0949	-0.1207	0.0721	-0.3634	-1.3996	0.6397	0.3471	-0.3566	0.7156
9.0500	0.0041	-0.0001	0.0100	0.0000	-0.0316	0.0074	-0.0475	-0.0464	-0.0168	0.2184	0.4576	0.5909	-0.8787	-0.1870	0.3483	-0.2787
9.1000	0.0041	-0.0001	0.0100	0.0000	-0.0083	0.0043	0.0033	-0.0169	0.0004	-0.0528	-0.2208	0.8208	-0.4879	-0.2987	0.0644	-0.6226
9.1500	0.0041	-0.0001	0.0100	0.0000	0.0070	-0.0288	0.0498	0.0643	-0.0502	0.2433	-0.2696	-0.1547	0.0892	-0.1481	0.0742	-0.7923
9.2000	0.0041	-0.0001	0.0100	0.0000	-0.0084	-0.0373	0.0399	0.0658	-0.0827	-0.0170	0.7243	-0.1856	1.5277	-0.6434	0.0742	0.1077
9.2500	0.0041	-0.0001	0.0100	0.0000	0.0308	0.0844	0.0492	-0.1373	0.1988	0.6073	-0.1792	-0.4590	0.0804	0.7792	0.9163	-0.5285
9.3000	0.0041	-0.0001	0.0100	0.0000	-0.0146	0.0280	0.0301	-0.0703	0.0411	0.0257	0.5568	1.2511	-1.0030	0.4491	-0.0237	-0.7547
9.3500	0.0041	-0.0001	0.0100	0.0000	-0.0248	-0.0092	0.0296	-0.0065	-0.0431	-0.2383	-0.9453	-0.0068	-0.7189	0.0558	0.0399	0.3104
9.4000	0.0041	-0.0001	0.0100	0.0000	-0.0142	0.0123	0.0246	-0.0387	0.0103	0.0400	1.7628	0.4741	0.9150	-0.0461	-0.6650	-0.6745
9.4500	0.0041	-0.0001	0.0100	0.0000	0.0179	-0.0400	0.0126	0.0975	-0.0617	0.3076	-0.5173	-0.7927	-0.4525	-0.3861	-0.2979	-0.2504
9.5000	0.0041	-0.0001	0.0100	0.0000	0.0446	-0.0344	0.0225	0.1131	-0.0239	-0.1241	0.1668	0.8662	1.3323	-0.3035	0.0056	0.3763
9.5500	0.0041	-0.0001	0.0100	0.0000	0.0310	0.0435	0.0378	-0.0556	0.1177	0.0507	-1.6707	-0.8070	0.9416	-0.0025	-0.1608	0.0983
9.6000	0.0041	-0.0001	0.0100	0.0000	0.0611	0.0304	-0.0027	0.0006	0.1216	-0.3631	-0.1007	-1.2247	-1.3581	-0.2209	-0.1217	0.0605
9.6500	0.0041	-0.0001	0.0100	0.0000	-0.0174	-0.0548	-0.0354	0.0917	-0.1264	0.1399	1.3129	0.2829	-1.1095	0.2549	-0.5280	0.2679
9.7000	0.0041	-0.0001	0.0100	0.0000	-0.0169	0.0035	-0.0387	-0.0239	-0.0098	-0.6199	-0.8455	-0.1892	-1.0208	-0.3763	0.3483	0.2396
9.7500	0.0041	-0.0001	0.0100	0.0000	0.0625	0.0382	-0.0480	-0.0135	0.1385	-0.2668	0.1163	1.1817	-0.7810	0.0364	0.0840	-0.2598
9.8000	0.0041	-0.0001	0.0100	0.0000	-0.0295	-0.0126	-0.0502	-0.0044	-0.0545	-0.0563	-0.4482	-1.6800	1.2169	0.0606	0.0056	0.5648
9.8500	0.0041	-0.0001	0.0100	0.0000	-0.0427	0.0592	-0.0551	-0.1605	0.0751	-0.2668	0.9495	0.3176	0.1780	0.5996	-0.2489	-0.4389
9.9000	0.0041	-0.0001	0.0100	0.0000	0.0176	0.0523	-0.0087	-0.0865	0.1217	0.2006	1.1067	1.2597	-1.1628	0.1577	0.5785	0.2961
9.9500	0.0041	-0.0001	0.0100	0.0000	-0.0253	-0.0075	0.0449	-0.0104	-0.0401	-0.1313	-0.9932	0.2271	0.0714	0.6142	-0.0678	0.1783
10.0000	0.0041	-0.0001	0.0100	0.0000	0.0200	-0.0561	-0.0010	0.1317	-0.0916	0.1042	-0.6316	-0.9899	-0.7277	-0.1239	-0.1853	-0.0054
10.0500	0.0041	-0.0001	0.0100	0.0000	0.0058	-0.0179	0.0263	0.0415	-0.0298	0.0507	1.3962	0.1965	0.2579	0.5413	0.6911	-0.3211
10.1000	0.0041	-0.0001	0.0100	0.0000	0.0293	-0.0124	0.0214	0.0539	0.0046	-0.4523	-0.3101	-0.5602	0.9771	-0.4346	0.0204	-0.7310
10.1500	0.0041	-0.0001	0.0100	0.0000	0.0700	-0.0016	0.0290	0.0733	0.0667	-0.0777	0.6591	1.4081	1.5010	-0.8133	0.5051	0.1360
10.2000	0.0041	-0.0001	0.0100	0.0000	0.0747	0.0244	0.0170	0.0261	0.1234	-0.3025	0.0859	1.2921	0.5420	0.2646	0.6030	0.0842
10.2500	0.0041	-0.0001	0.0100	0.0000	-0.0114	-0.0463	0.0345	0.0808	-0.1036	0.1756	1.2529	0.4766	0.8973	0.1772	-0.9148	0.2632
10.3000	0.0041	-0.0001	0.0100	0.0000	0.0886	-0.0010	0.0088	0.0907	0.0866	-0.1955	1.4030	0.3999	0.1158	-0.2841	0.1378	0.3151
10.3500	0.0041	-0.0001	0.0100	0.0000	-0.0276	-0.0186	0.0012	0.0094	-0.0647	-0.3774	0.2788	0.7237	1.3945	0.1626	0.2946	-0.6934
10.4000	0.0041	-0.0001	0.0100	0.0000	0.0308	0.0242	0.0328	-0.0174	0.0791	-0.3525	-1.7194	-0.5460	1.4033	-0.8133	0.7988	0.3151
10.4500	0.0041	-0.0001	0.0100	0.0000	-0.0285	0.0069	-0.0393	-0.0423	-0.0147	-0.0956	0.6144	0.7178	1.0836	-0.2161	0.3925	-0.3635
10.5000	0.0041	-0.0001	0.0100	0.0000	-0.0438	-0.0505	-0.0518	0.0568	-0.1443	0.2469	-0.6641	-1.6403	0.1868	0.5802	0.1182	0.2632
10.5500	0.0041	-0.0001	0.0100	0.0000	0.0142	-0.0160	-0.0327	0.0460	-0.0175	-0.5130	-0.7864	-1.5924	0.1336	0.7744	-0.3811	-0.9950
10.6000	0.0041	-0.0001	0.0100	0.0000	0.0373	0.0294	-0.0491	-0.0213	0.0959	0.0293	-0.9344	-0.7548	0.2934	-0.3520	-0.2000	-0.0620
10.6500	0.0041	-0.0001	0.0100	0.0000	0.0480	0.0053	-0.0666	0.0375	0.0584	-0.0956	-1.4931	-0.4912	-1.3404	-0.1529	0.0448	0.0370
10.7000	0.0041	-0.0001	0.0100	0.0000	-0.0447	-0.0666	-0.0087	0.0879	-0.1773	0.3432	1.1542	0.2106	-0.6566	-0.1142	-0.3566	0.6025
10.7500	0.0041	-0.0001	0.0100	0.0000	-0.0334	0.0116	0.0514	-0.0566	-0.0102	0.1006	0.3299	-0.4344	1.3234	0.0024	-0.2881	0.6025
10.8000	0.0041	-0.0001	0.0100	0.0000	0.0141	0.0343	0.0388	-0.0542	0.0823	-0.0064	-0.0125	0.6048	-1.2161	0.0267	0.6617	-0.2976
10.8500	0.0041	-0.0001	0.0100	0.0000	0.0148	0.0454	0.0246	-0.0755	0.1051	0.3896	-0.5449	0.4728	1.1192	-0.3277	0.5001	-0.5048
10.9000	0.0041	-0.0001	0.0100	0.0000	-0.0026	-0.0248	-0.0010	0.0467	-0.0519	-0.5665	0.2330	-0.7549	-1.5801	-0.7454	-0.1657	-0.3823
10.9500	0.0041	-0.0001	0.0100	0.0000	-0.0331	0.0071	0.0274	-0.0473	-0.0190	0.3183	1.1722	0.4814	0.0004	0.0364	0.3190	0.7014
11.0000	0.0041	-0.0001	0.0100	0.0000	-0.0093	0.0846	-0.0131	-0.1778	0.1591	-0.0849	-0.4534	-0.2801	-0.0174	0.6142	0.0840	0.4423
11.0500	0.0041	-0.0001	0.0100	0.0000	-0.0061	0.0191	-0.0420	-0.0441	0.0319	-0.3025	-1.5705	-0.1741	-0.6389	0.7550	0.2750	-0.5991
11.1000	0.0041	-0.0001	0.0100	0.0020	0.0081	-0.0274	-0.0606	0.0626	-0.0465	-2.4322	0.7598	-0.0382	-0.7721	0.4685	-0.3322	-0.3258
11.1500	0.0042	-0.0001	0.0100	0.0000	0.0188	0.0354	-0.0497	-0.0516	0.0891	-2.6749	-0.7968	-1.6869	-0.9941	-0.3569	0.2994	-0.7876
11.2000	0.0042	-0.0001	0.0100	0.0020	0.0512	-0.0220	0.0110	0.0950	0.0073	-1.3263	0.1314	0.7187	1.2080	-0.1432	0.2113	0.5695
11.2500	0.0043	-0.0001	0.0100	0.0020	-0.0305	-0.0348	0.0345	0.0387	-0.0998	-1.1907	-0.2314	1.1476	1.8829	0.0364	0.4659	0.1171
11.3000	0.0044	-0.0001	0.0100	0.0020	0.0490	0.0315	0.0372	-0.0136	0.1116	-0.7591	-1.7236	-0.8310	1.2968	-0.0412	0.3778	0.2867
11.3500	0.0045	-0.0001	0.0100	0.0020	0.0467	-0.0086	0.0066	0.0639	0.0296	-0.1740	1.0009	-0.0251	1.2435	0.6190	0.5198	-0.7263
11.4000	0.0046	-0.0001	0.0100	0.0000	-0.0228	0.0188	0.0246	-0.0602	0.0147	-0.1134	-0.6928	-1.5842	0.3556	-0.3083	0.3582	-0.0761
11.4500	0.0046	-0.0001	0.0100	0.0020	0.0194	0.0276	0.0296	-0.0355	0.0743	0.2183	0.4505	0.8088	-0.6300	-0.2744	-0.4252	0.0135
11.5000	0.0047	-0.0001	0.0100	0.0020	0.0341	0.0174	0.0208	-0.0005	0.0686	-0.4274	-1.4577	-0.3437	-1.3759	0.2840	-0.4937	0.4188
11.5500	0.0048	-0.0001	0.0100	0.0020	-0.0676	-0.0061	0.0350	-0.0555	-0.0797	0.1685	-0.7587	-1.6211	1.4566	-0.4879	-0.2196	0.0605
11.6000	0.0049	-0.0001	0.0100	0.0020	0.0299	0.0389	0.0170	-0.0475	0.1073	-0.6913	0.8691	-0.0989	0.8973	-0.6724	0.8135	-0.3400
11.6500	0.0050	-0.0001	0.0100	0.0040	0.0076	0.0510	-0.0589	-0.0940	0.1091	-1.1765	-0.8526	0.0286	-1.6157	0.1238	0.1672	-0.1044
11.7000	0.0052	-0.0001	0.0100	0.0020	0.0448	0.0258	-0.0622	-0.0066	0.0962	-2.9995	0.2912	1.5792	1.5454	-0.4879	0.3337	-0.5567
11.7500	0.0053	-0.0001	0.0100	0.0040	0.0182	-0.0317	-0.0005	0.0813	-0.0449	-2.6713	-1.2993	0.1498	-0.9675	0.9201	0.5638	0.3339
11.8000	0.0055	-0.0001	0.0100	0.0020	-0.0263	0.0069	0.0356	-0.0400	-0.0125	-1.4120	1.3448	0.5392	-0.8964	-0.3569	-0.1657	0.1124
11.8500	0.0056	-0.0001	0.0100	0.0040	0.0763	0.0465	0.0399	-0.0163	0.1689	-1.1301	-0.5489	-1.4703	1.1902	-0.3326	0.4757	0.2726
11.9000	0.0058	-0.0001	0.0100	0.0040	-0.0501	0.0275	0.0454	-0.1049	0.0048	-1.4869	-1.3862	-0.8915	1.2791	0.5559	-0.2734	0.1360
11.9500	0.0060	-0.0001	0.0100	0.0040	-0.0017	0.0523	0.0328	-0.1057	0.1024	-0.0278	-1.4030	-0.3741	0.8528	0.0510	-0.1265	-0.3447
12.0000	0.0062	-0.0001	0.0100	0.0040	-0.0110	0.0401	0.0241	-0.0907	0.0688	0.7571	-0.7997	0.0527	0.5686	-0.5463	-0.5427	-0.1939
12.0500	0.0064	-0.0001	0.0100	0.0040	-0.0533	0.0580	0.0328	-0.1687	0.0620	-0.2953	1.4898	0.2047	-0.3903	-0.2695	0.6030	0.6166
12.1000	0.0066	-0.0001	0.0100	0.0040	-0.0015	0.0721	0.0099	-0.1449	0.1420	-1.1979	-0.1243	-0.9108	-1.1540	-0.0850	0.9408	0.3998
12.1500	0.0068	-0.0001	0.0100	0.0040	-0.0263	0.1100	-0.0354	-0.2453	0.1926	-0.9803	0.6532	1.1775	1.3234	-0.3715	0.0498	-0.9856
12.2000	0.0070	-0.0001	0.0100	0.0060	-0.0167	0.0468	-0.0595	-0.1099	0.0765	-0.2383	-1.0824	0.0828	-0.8254	0.5170	0.8722	-0.7453
12.2500	0.0073	-0.0001	0.0100	0.0040	-0.0122	-0.0207	-0.0393	0.0289	-0.0533	-1.7045	-0.3099	-0.9814	-1.7666	0.1918	0.6030	-0.0573
12.3000	0.0075	-0.0001	0.0100	0.0040	0.0350	0.0321	-0.0502	-0.0290	0.0990	-3.2064	-1.0786	-1.6841	1.4478	-0.4054	-0.8462	-0.6132
12.3500	0.0077	-0.0001	0.0100	0.0060	0.0303	0.0017	-0.0486	0.0268	0.0337	-2.4822	-1.3108	-0.7329	0.7729	0.3617	0.0448	-0.1044
12.4000	0.0080	-0.0001	0.0100	0.0060	0.0051	0.0761	-0.0103	-0.1463	0.1565	-2.6071	-0.3650	1.1282	-0.9408	0.0752	0.9457	-0.5756
12.4500	0.0083	-0.0001	0.0100	0.0060	0.0107	0.0306	0.0443	-0.0501	0.0716	-2.0006	0.4097	-0.4119	1.1725	-0.4589	-0.1657	0.7344
12.5000	0.0086	-0.0001	0.0100	0.0080	0.0492	0.0318	0.0416	-0.0141	0.1126	-1.2050	1.0727	0.2425	1.7052	-0.7454	0.5001	-0.5897
12.5500	0.0090	-0.0001	0.0100	0.0060	-0.0207	0.0380	0.0388	-0.0962	0.0548	-0.8483	-0.4613	-0.0349	1.1014	-0.2646	-0.2049	-0.1373
12.6000	0.0093	-0.0001	0.0100	0.0060	0.0542	0.0901	0.0115	-0.1251	0.2335	-1.2835	-0.6891	0.7802	-0.8875	0.2889	-0.6357	-0.0808
12.6500	0.0096	-0.0001	0.0100	0.0080	-0.0071	0.0672	0.0154	-0.1408	0.1266	-0.6878	-0.3261	-1.3067	-0.4791	0.4588	-0.0874	0.0983
12.7000	0.0100	-0.0001	0.0100	0.0060	0.0053	0.0129	0.0235	-0.0203	0.0310	0.0614	1.1926	-0.1449	-0.4170	0.2161	-0.0923	0.1879
12.7500	0.0103	-0.0001	0.0100	0.0080	0.0024	0.0761	-0.0054	-0.1491	0.1538	0.0828	-0.7418	-0.9019	-0.0795	0.0461	-0.3811	-0.2457
12.8000	0.0107	-0.0001	0.0100	0.0060	0.0508	0.1027	-0.0409	-0.1535	0.2551	-2.2111	-0.5410	1.1792	-0.6034	0.1190	1.1464	0.0748
12.8500	0.0110	-0.0001	0.0100	0.0080	-0.0619	0.0209	-0.0540	-0.1036	-0.0203	-1.9114	-1.2949	-1.2230	-1.0208	-0.5802	0.5834	-0.1138
12.9000	0.0114	-0.0001	0.0100	0.0080	-0.0341	0.0571	-0.0589	-0.1478	0.0796	-1.9863	1.2939	0.0394	0.8883	-0.5171	-0.3566	-0.0148
12.9500	0.0118	-0.0001	0.0100	0.0080	0.0127	0.1081	-0.0398	-0.2024	0.2278	-3.7737	0.5775	0.2035	-0.9053	0.2694	-0.6308	0.5789
13.0000	0.0122	-0.0001	0.0100	0.0100	-0.0553	0.0571	-0.0486	-0.1689	0.0583	-2.6071	-1.3176	-0.9363	0.3023	0.2792	0.3386	-0.0949
13.0500	0.0127	-0.0001	0.0100	0.0100	0.0388	0.0323	0.0525	-0.0255	0.1031	-1.3656	-1.2801	-0.0280	-1.3315	-0.0510	-0.4154	-0.0714
13.1000	0.0132	-0.0001	0.0100	0.0080	-0.0414	0.0441	0.0361	-0.1291	0.0463	-1.9007	-1.0866	-1.4390	1.0570	0.2792	0.2309	-0.7075
13.1500	0.0136	-0.0001	0.0100	0.0100	0.0675	0.0808	0.0252	-0.0932	0.2282	-0.4844	-0.2387	-1.1079	1.2258	0.3228	-0.2147	-0.2363
13.2000	0.0141	-0.0001	0.0100	0.0100	-0.0588	0.0221	0.0061	-0.1028	-0.0148	-0.9517	0.1491	0.1741	-1.0740	-0.4977	0.4268	0.3574
13.2500	0.0146	-0.0001	0.0100	0.0100	-0.0150	0.0427	0.0438	-0.0999	0.0699	-1.0266	-0.9033	0.7655	1.6253	-0.5948	0.4365	0.0087
13.3000	0.0151	-0.0001	0.0100	0.0100	0.0133	0.0435	-0.0191	-0.0731	0.0998	-0.5665	-0.4580	0.2774	0.3023	0.5219	0.0008	-0.3447
13.3500	0.0156	-0.0001	0.0100	0.0100	-0.0161	0.0664	0.0115	-0.1481	0.1160	-0.8376	0.7042	0.0195	-0.4879	0.6093	-0.5182	0.5836
13.4000	0.0161	-0.0001	0.0100	0.0120	-0.0102	0.0258	-0.0256	-0.0616	0.0413	-2.2967	-0.8142	-1.5636	-0.9408	0.0752	0.1182	-0.7263
13.4500	0.0167	-0.0001	0.0100	0.0100	0.0498	0.1008	-0.0338	-0.1508	0.2505	-1.8687	0.4407	-0.1283	-0.7632	-0.8036	0.1281	0.0889
13.5000	0.0172	-0.0001	0.0100	0.0120	-0.0462	0.0866	-0.0557	-0.2185	0.1261	-1.7651	-0.9120	-0.6202	1.4388	0.5559	-0.0971	0.5554
13.5500	0.0178	-0.0001	0.0100	0.0120	-0.0358	0.0793	-0.0398	-0.1937	0.1220	-2.8746	-0.0512	1.3817	0.7729	-0.0801	-0.3126	-0.4578
13.6000	0.0184	-0.0001	0.0100	0.0120	-0.0072	0.0851	0.0001	-0.1765	0.1620	-2.5072	-0.7190	0.0480	-0.0262	-0.2695	-0.1363	-0.0007
13.6500	0.0190	-0.0001	0.0100	0.0120	-0.0630	0.0991	0.0301	-0.2602	0.1343	-2.6036	0.8921	0.4298	-0.5857	-0.0510	0.3582	-0.5001
13.7000	0.0196	-0.0001	0.0100	0.0140	-0.0645	0.0862	0.0328	-0.2361	0.1071	-1.6617	0.2516	-0.0900	-0.1860	0.0606	0.4316	0.1689
13.7500	0.0203	-0.0001	0.0100	0.0120	0.0841	0.0671	0.0164	-0.0495	0.2177	-1.7581	-0.7769	-0.2340	0.0004	0.5413	0.0889	-0.5191
13.8000	0.0209	-0.0001	0.0100	0.0140	-0.0403	0.0241	0.0104	-0.0883	0.0077	-2.4858	0.4986	1.3904	0.9860	0.5851	0.4952	-0.8488
13.8500	0.0216	-0.0001	0.0100	0.0140	0.0155	0.0999	0.0121	-0.1833	0.2143	-3.1350	-1.0195	-0.6140	-1.1540	-0.4346	-0.9295	-0.8631
13.9000	0.0223	-0.0001	0.0100	0.0140	0.0423	0.0368	0.0044	-0.0310	0.1156	-1.4191	1.0806	-0.0025	0.0181	0.1577	0.3141	0.1124
13.9500	0.0230	-0.0001	0.0100	0.0160	-0.0072	0.0611	0.0317	-0.1287	0.1143	-0.6164	-0.4207	-1.2875	-0.9053	-0.4783	-0.2930	0.8004
14.0000	0.0238	-0.0001	0.0100	0.0140	0.0468	0.0986	0.0345	-0.1494	0.2430	-2.1005	-0.1877	0.6286	-0.0262	-0.2549	-0.2489	0.0229
14.0500	0.0245	-0.0001	0.0100	0.0160	-0.0098	0.0583	0.0208	-0.1259	0.1062	-2.7962	-0.4255	0.9278	-0.1061	-0.3035	-0.1118	0.8240
14.1000	0.0253	-0.0001	0.0100	0.0160	-0.0092	0.1221	-0.0322	-0.2521	0.2338	-3.0316	0.0965	-0.2713	-1.1184	-0.0850	0.0008	-0.7216
14.1500	0.0261	-0.0001	0.0100	0.0160	0.0161	0.0737	-0.0595	-0.1305	0.1626	-2.3252	0.1485	-0.2199	0.3999	-0.5657	-0.1314	0.5223
