time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
s 	m 	m 	� 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
114.3500	29.1118	-0.0001	0.0100	0.3300	1.3327	-0.0477	-0.0398	1.4277	1.2378	-3.0708	1.7114	0.8168	-0.2127	-0.4928	0.1574	-3.2709
114.4000	29.1283	-0.0001	0.0100	0.3240	1.3118	-0.0942	0.0088	1.4992	1.1243	-2.2218	0.4832	-0.1987	-0.3459	0.2209	-1.0666	-3.0919
114.4500	29.1445	-0.0001	0.0100	0.3300	1.3068	-0.0694	0.0749	1.4450	1.1687	1.5170	1.5336	0.9223	0.4355	-0.2646	-0.3371	-2.5076
114.5000	29.1610	-0.0001	0.0100	0.3240	1.2078	-0.1057	0.0509	1.4181	0.9976	1.0745	0.6392	-1.2814	-1.1628	-0.2209	0.2015	-2.7856
114.5500	29.1772	-0.0001	0.0100	0.3300	1.3161	-0.0445	0.0438	1.4048	1.2275	-1.8687	0.6212	0.9212	0.6042	-0.2452	0.2456	-2.7007
114.6000	29.1937	-0.0001	0.0100	0.3240	1.3473	-0.1128	0.0192	1.5717	1.1228	-3.5704	0.2552	1.0376	-0.9320	0.4103	-0.1804	-2.2154
114.6500	29.2099	-0.0001	0.0100	0.3300	1.2745	-0.0186	0.0416	1.3116	1.2375	-2.8247	0.0099	-0.4972	-1.4558	0.2161	0.0644	-2.4322
114.7000	29.2264	-0.0001	0.0100	0.3240	1.3643	-0.0748	0.0361	1.5131	1.2155	-0.5416	0.8998	-0.6307	-0.2838	0.2986	-0.0091	-2.2814
114.7500	29.2426	-0.0001	0.0100	0.3300	1.3182	-0.1263	0.0394	1.5696	1.0668	0.1256	0.3145	-0.7868	0.7196	0.5996	0.6470	-2.9506
114.8000	29.2591	-0.0001	0.0100	0.3240	1.3442	-0.0529	0.0121	1.4494	1.2390	-0.1277	1.9271	1.1983	1.1636	0.5899	0.6127	-2.3238
114.8500	29.2753	-0.0001	0.0100	0.3320	1.2804	-0.1336	0.0039	1.5463	1.0145	0.7963	0.0435	-1.5321	-0.8964	-0.0899	-1.3065	-2.4935
114.9000	29.2919	-0.0001	0.0100	0.3240	1.3594	-0.0880	0.0547	1.5346	1.1842	-1.0303	0.1166	-0.4763	1.1814	-0.5850	0.5247	-2.5547
114.9500	29.3081	-0.0001	0.0100	0.3280	1.3253	-0.0500	-0.0240	1.4248	1.2259	-1.0089	-0.0317	-0.4541	0.5065	-0.7551	0.1721	-2.6113
115.0000	29.3245	-0.0001	0.0100	0.3240	1.3119	-0.0797	-0.0360	1.4704	1.1534	-1.9793	0.0111	0.2909	-0.3992	-0.0704	-0.6063	-1.9610
115.0500	29.3407	-0.0001	0.0100	0.3300	1.3503	-0.1137	-0.0584	1.5765	1.1241	-1.7224	2.3233	0.1560	1.0660	0.9006	0.2161	-2.4133
115.1000	29.3572	-0.0001	0.0100	0.3240	1.2598	-0.0846	-0.0333	1.4282	1.0914	-0.3453	0.9258	-0.6050	0.3733	-0.1529	0.0889	-2.5029
115.1500	29.3734	-0.0001	0.0100	0.3280	1.3519	-0.0622	-0.0273	1.4757	1.2280	0.0792	1.7555	1.1132	1.6253	-0.2792	0.1182	-2.2955
115.2000	29.3898	-0.0001	0.0100	0.3260	1.3271	-0.0831	-0.0021	1.4924	1.1617	-2.6534	0.6996	1.8135	0.5154	0.2549	-0.0971	-3.0494
115.2500	29.4061	-0.0001	0.0100	0.3300	1.3483	-0.0421	0.0230	1.4321	1.2645	-4.3266	0.8496	-0.7365	0.3467	0.5656	-0.4301	-2.1354
115.3000	29.4226	-0.0001	0.0100	0.3240	1.3061	-0.0782	0.0388	1.4616	1.1505	-5.0509	2.7650	1.0135	-1.4381	-0.5025	-0.1413	-2.0552
115.3500	29.4388	-0.0001	0.0100	0.3300	1.3015	-0.0879	0.0208	1.4764	1.1266	0.4431	0.6132	-0.0703	-1.0296	-0.8910	-0.3419	-3.0353
115.4000	29.4553	-0.0001	0.0100	0.3260	1.3043	-0.0843	0.0225	1.4719	1.1366	1.9843	0.6050	0.5960	0.3467	0.3909	0.0351	-2.3473
115.4500	29.4716	-0.0001	0.0100	0.3300	1.3602	-0.1150	0.0345	1.5890	1.1314	0.0721	0.1909	-1.5271	1.4478	-0.2306	0.0791	-2.5876
115.5000	29.4881	-0.0001	0.0100	0.3240	1.3017	-0.0062	0.0246	1.3140	1.2894	-2.5322	1.7906	0.4453	-0.7543	0.2597	-0.1950	-3.5302
115.5500	29.5043	-0.0001	0.0100	0.3280	1.3516	-0.0884	-0.0344	1.5276	1.1757	0.0507	-0.1984	-0.2812	0.5243	-0.0801	-0.1021	-3.5349
115.6000	29.5207	-0.0001	0.0100	0.3240	1.3175	-0.1227	-0.0507	1.5616	1.0734	2.7834	1.2798	0.4751	-0.0973	-0.5996	-0.4692	-2.1919
115.6500	29.5369	-0.0001	0.0100	0.3300	1.3190	-0.0709	-0.0475	1.4600	1.1780	-0.4416	-0.9988	-0.4249	-1.1095	0.4442	0.1770	-3.2803
115.7000	29.5534	-0.0001	0.0100	0.3240	1.3260	-0.0648	-0.0600	1.4549	1.1971	-3.5418	0.3602	-1.7816	-0.7810	0.5219	-0.8952	-2.0976
115.7500	29.5696	-0.0001	0.0100	0.3280	1.3144	-0.1559	-0.0251	1.6247	1.0042	-2.1755	0.1520	-0.3288	0.5243	-0.1772	-0.4791	-3.3275
115.8000	29.5860	-0.0001	0.0100	0.3240	1.3771	-0.0171	0.0339	1.4113	1.3430	-1.9721	0.6165	1.4786	1.0304	-0.5463	-0.2979	-2.0175
115.8500	29.6022	-0.0001	0.0100	0.3300	1.3757	-0.0819	0.0498	1.5388	1.2127	-1.5297	-1.4659	-0.9141	-2.1129	-0.7356	0.0301	-2.6772
115.9000	29.6187	-0.0001	0.0100	0.3240	1.2643	-0.0804	0.0591	1.4243	1.1042	-2.7997	0.4501	-0.0065	0.0004	0.4442	-0.8903	-2.6301
115.9500	29.6349	-0.0001	0.0100	0.3320	1.4036	-0.0450	-0.0327	1.4931	1.3140	-3.6452	-1.6405	-0.4962	-0.5235	0.4734	-0.4595	-2.6537
116.0000	29.6515	-0.0001	0.0100	0.3240	1.3534	-0.0609	-0.0781	1.4745	1.2323	-0.7377	0.4475	1.3118	-1.9264	-0.2501	-0.0628	-2.3615
116.0500	29.6677	-0.0001	0.0100	0.3280	1.3407	-0.0942	-0.0688	1.5281	1.1533	1.7096	0.5465	1.1565	0.7818	0.4831	-0.0335	-3.2380
116.1000	29.6841	-0.0001	0.0100	0.3260	1.3748	-0.0506	0.0541	1.4755	1.2741	0.8783	-0.7796	-0.1523	-1.0562	0.7987	-0.0286	-2.1966
116.1500	29.7004	-0.0001	0.0100	0.3280	1.3380	-0.0330	0.0782	1.4037	1.2723	-1.1730	-0.4641	-1.1899	-1.2339	-0.1481	0.4904	-3.1249
116.2000	29.7168	-0.0001	0.0100	0.3240	1.2840	-0.0716	0.0197	1.4265	1.1414	-1.2122	-2.1776	-0.0708	0.1780	-0.0122	-0.8022	-1.9986
116.2500	29.7330	-0.0001	0.0100	0.3300	1.3078	-0.0464	0.0164	1.4001	1.2154	-0.5736	-0.4347	0.3848	0.3645	-0.0268	0.1624	-2.0080
116.3000	29.7495	-0.0001	0.0100	0.3280	1.3429	-0.0904	0.0028	1.5229	1.1629	-2.1540	0.1544	0.0107	-1.7311	-0.6580	0.3092	-2.6207
116.3500	29.7659	-0.0001	0.0100	0.3260	1.2367	-0.0675	0.0197	1.3711	1.1023	-2.9746	0.4138	-0.1267	-0.6744	0.9589	-0.5084	-2.4698
116.4000	29.7822	-0.0001	0.0100	0.3260	1.2944	-0.1260	0.0028	1.5452	1.0437	0.9889	-0.1277	0.4348	-0.1239	-0.0170	-0.1021	-2.7950
116.4500	29.7985	-0.0001	0.0100	0.3280	1.2873	-0.1050	-0.0387	1.4964	1.0783	0.8998	0.4401	0.7143	-0.2926	-0.3909	0.3043	-2.1117
116.5000	29.8149	-0.0001	0.0100	0.3240	1.2889	-0.0601	0.0208	1.4085	1.1693	-2.3324	-0.0558	-0.9555	0.1336	-0.5074	-0.4007	-2.7903
116.5500	29.8311	-0.0001	0.0100	0.3300	1.3208	-0.0665	0.0230	1.4532	1.1884	-3.6202	-0.4891	-0.0061	0.9416	0.4345	-0.2196	-3.5443
116.6000	29.8476	-0.0001	0.0100	0.3240	1.3571	-0.1130	-0.0568	1.5819	1.1322	-1.1800	-0.8827	-0.2822	-1.2072	0.6044	-0.5770	-3.0637
116.6500	29.8638	-0.0001	0.0100	0.3300	1.3120	-0.0098	-0.0890	1.3315	1.2925	0.1256	-0.6852	0.2499	-1.2605	0.0801	-0.4154	-2.5312
116.7000	29.8803	-0.0001	0.0100	0.3240	1.3534	-0.0961	0.0044	1.5446	1.1623	-1.0624	0.2779	-0.4857	-0.8787	0.1529	0.4169	-2.5688
116.7500	29.8965	-0.0001	0.0100	0.3300	1.3041	-0.1439	0.0154	1.5904	1.0178	-0.3453	1.3457	0.5120	0.4355	-0.0607	0.7107	-2.4888
116.8000	29.9130	-0.0001	0.0100	0.3260	1.2918	-0.0162	0.0541	1.3241	1.2596	-1.0302	1.2830	0.7875	0.6841	0.6482	-0.2636	-2.5735
116.8500	29.9293	-0.0001	0.0100	0.3300	1.3741	-0.0767	0.0143	1.5268	1.2214	-3.5882	-1.7419	-0.6805	1.5632	0.2549	-0.6602	-2.1872
116.9000	29.9458	-0.0001	0.0100	0.3240	1.3280	-0.1222	-0.0278	1.5712	1.0849	-3.5097	-0.2290	1.4871	-0.7543	-0.3909	-0.7140	-2.5782
116.9500	29.9620	-0.0001	0.0100	0.3300	1.3155	-0.0522	-0.0704	1.4194	1.2115	-0.7127	0.9683	-0.6754	0.9771	-0.6288	-0.2783	-2.4416
117.0000	29.9785	-0.0001	0.0100	0.3240	1.2899	-0.1648	0.0093	1.6179	0.9619	1.6418	1.0437	-0.5168	0.2313	-0.3520	-0.0139	-2.3097
117.0500	29.9947	-0.0001	0.0100	0.3300	1.3500	-0.0771	-0.0251	1.5034	1.1967	0.4503	-1.7593	-0.5572	0.2579	-0.4589	0.4414	-2.1966
117.1000	30.0112	-0.0001	0.0100	0.3260	1.3210	-0.0577	-0.0535	1.4358	1.2062	-0.9482	-2.1251	-0.8620	-1.8731	-0.0801	0.0155	-2.1070
117.1500	30.0275	-0.0001	0.0100	0.3280	1.2765	-0.1398	-0.0174	1.5548	0.9982	0.2612	0.3680	-0.3686	-1.1184	0.4880	-0.1118	-2.0552
117.2000	30.0439	-0.0001	0.0100	0.3240	1.2479	-0.1437	-0.0382	1.5338	0.9620	-1.2015	1.1226	-0.4670	0.1780	0.4394	0.2407	-2.4793
117.2500	30.0601	-0.0001	0.0100	0.3280	1.3164	-0.0721	0.0083	1.4599	1.1729	-3.2742	0.1775	0.5393	1.7141	0.1480	-0.5328	-2.9788
117.3000	30.0765	-0.0001	0.0100	0.3260	1.2997	-0.1092	0.0427	1.5171	1.0824	-2.9175	-0.4604	1.1745	0.0892	0.5705	-0.4937	-2.3568
117.3500	30.0928	-0.0001	0.0100	0.3280	1.4004	-0.0675	0.0061	1.5347	1.2660	0.3468	1.9782	0.0402	-0.3992	-0.0219	-0.0580	-2.4604
117.4000	30.1092	-0.0001	0.0100	0.3240	1.2801	-0.0289	-0.0824	1.3375	1.2227	-0.0670	0.7648	-1.0169	-0.6211	-0.4735	-0.1314	-3.5207
117.4500	30.1254	-0.0001	0.0100	0.3300	1.2852	-0.1566	-0.0693	1.5968	0.9736	-3.2743	0.7211	0.7387	0.3467	-0.2695	-0.1657	-2.5924
117.5000	30.1419	-0.0001	0.0100	0.3240	1.3286	-0.0674	-0.0507	1.4627	1.1944	-3.9128	-0.5026	2.0603	0.0181	-0.3909	0.0399	-3.0024
117.5500	30.1581	-0.0001	0.0100	0.3300	1.3328	-0.0513	0.0203	1.4348	1.2308	-0.9161	-0.0465	0.8243	-0.5768	-0.1044	0.6225	-3.0731
117.6000	30.1746	-0.0001	0.0100	0.3240	1.2913	-0.0664	-0.0191	1.4235	1.1592	1.6240	1.3131	-0.1383	-1.6067	-0.2016	0.0791	-1.9045
117.6500	30.1908	-0.0001	0.0100	0.3300	1.3320	-0.1102	-0.0666	1.5514	1.1127	1.5633	1.6094	-0.9982	-0.0973	-0.0365	0.1672	-3.2946
117.7000	30.2073	-0.0001	0.0100	0.3240	1.3354	-0.0700	-0.0529	1.4747	1.1961	-1.5190	0.2602	0.0589	0.9949	-0.1142	-0.2979	-2.9506
117.7500	30.2235	-0.0001	0.0100	0.3300	1.3250	-0.1047	-0.0196	1.5333	1.1167	0.0792	-0.3800	1.5911	-0.1772	0.7307	-0.3909	-2.4698
117.8000	30.2400	-0.0001	0.0100	0.3240	1.2982	-0.0722	0.0459	1.4419	1.1546	1.5669	-0.4452	-0.9464	-1.8287	0.2792	-0.2000	-3.0731
117.8500	30.2562	-0.0001	0.0100	0.3300	1.3202	-0.0861	-0.0447	1.4915	1.1489	-3.4241	1.2960	0.8003	0.4622	-0.3958	-0.3469	-2.1589
117.9000	30.2727	-0.0001	0.0100	0.3240	1.2974	-0.1065	-0.0540	1.5094	1.0855	-3.8379	-0.6436	0.2068	-1.4825	-0.1918	-0.4741	-2.1636
117.9500	30.2889	-0.0001	0.0100	0.3300	1.2456	-0.0392	-0.0425	1.3236	1.1675	0.4859	0.8862	0.1991	1.0393	-0.2452	0.0742	-2.9788
118.0000	30.3054	-0.0001	0.0100	0.3240	1.2966	-0.1043	-0.0174	1.5041	1.0890	3.3578	-1.1135	-1.4374	0.4532	0.1577	0.2357	-2.5594
118.0500	30.3216	-0.0001	0.0100	0.3300	1.3120	-0.0581	-0.0584	1.4276	1.1964	-0.3774	0.5849	0.8010	0.4888	-0.6870	-0.3762	-2.1730
118.1000	30.3381	-0.0001	0.0100	0.3240	1.3968	-0.0432	-0.0147	1.4828	1.3108	-3.4668	-1.2151	0.0362	0.3556	-0.1286	0.0399	-3.5726
118.1500	30.3543	-0.0001	0.0100	0.3280	1.2758	-0.0776	0.0028	1.4302	1.1213	-2.1861	0.1618	0.6082	-0.5235	0.2015	0.4659	-2.5264
118.2000	30.3707	-0.0001	0.0100	0.3260	1.3653	-0.0857	-0.0163	1.5359	1.1947	0.7749	1.6907	-0.6089	0.5776	-0.4540	0.1672	-1.9374
118.2500	30.3870	-0.0001	0.0100	0.3300	1.3581	-0.0849	0.0055	1.5270	1.1892	-2.5179	-1.3469	-0.0376	-0.1772	-0.0122	-0.8365	-3.3087
118.3000	30.4035	-0.0001	0.0100	0.3240	1.2597	-0.0664	-0.0267	1.3919	1.1276	-4.0947	-1.2248	0.3357	-1.3759	0.0121	-0.1461	-2.2154
118.3500	30.4197	-0.0001	0.0100	0.3300	1.3462	-0.1059	-0.0639	1.5570	1.1354	-1.0767	0.1126	-1.1828	-1.5268	0.4394	-0.3811	-2.6913
118.4000	30.4362	-0.0001	0.0100	0.3240	1.3568	-0.0612	-0.0098	1.4785	1.2351	-0.1169	2.2098	-0.0684	1.1192	-0.3131	-0.2000	-3.0684
118.4500	30.4524	-0.0001	0.0100	0.3300	1.2772	-0.1280	0.0252	1.5320	1.0224	-1.0303	-0.9780	1.0009	0.7641	0.2500	0.0595	-1.6971
118.5000	30.4689	-0.0001	0.0100	0.3260	1.3393	-0.1096	-0.0065	1.5574	1.1212	-2.9888	-0.5186	1.3138	1.8296	-0.0850	-0.1167	-2.2342
118.5500	30.4852	-0.0001	0.0100	0.3300	1.2448	-0.0582	-0.0666	1.3606	1.1290	-2.1683	1.3967	-0.6460	-2.1396	0.3423	0.7694	-2.2908
118.6000	30.5017	-0.0001	0.0100	0.3240	1.3459	-0.0660	-0.1212	1.4773	1.2146	1.3350	0.1136	0.0267	-1.4203	-0.0899	0.4414	-2.8751
118.6500	30.5179	-0.0001	0.0100	0.3300	1.3525	-0.0695	-0.1278	1.4909	1.2142	2.1733	0.3332	1.1146	1.5810	0.2015	-0.5035	-1.8667
118.7000	30.5344	-0.0001	0.0100	0.3240	1.3137	-0.1281	-0.0327	1.5685	1.0588	0.3504	0.2490	-0.0084	0.8173	-0.3520	-0.1314	-2.2437
118.7500	30.5506	-0.0001	0.0100	0.3280	1.3277	-0.0966	0.0350	1.5199	1.1355	-1.8543	-0.1838	1.3350	0.7907	-0.6580	0.1721	-3.1249
118.8000	30.5670	-0.0001	0.0100	0.3240	1.2730	-0.0370	0.0246	1.3465	1.1994	-3.1351	0.7232	1.4995	-0.6744	0.1626	0.1330	-2.1354
118.8500	30.5832	-0.0001	0.0100	0.3280	1.3258	-0.0961	-0.0060	1.5171	1.1346	-2.8318	-0.2013	1.4584	-1.6423	-0.0365	-0.1804	-2.4086
118.9000	30.5996	-0.0001	0.0100	0.3260	1.3368	-0.0710	-0.0125	1.4781	1.1955	-2.3538	0.4968	0.2082	-0.5945	-0.1772	0.0840	-2.5971
118.9500	30.6159	-0.0001	0.0100	0.3280	1.3454	-0.0654	-0.0185	1.4756	1.2152	-0.7591	-0.8358	-1.7254	-0.8698	0.1820	0.2407	-2.9600
119.0000	30.6323	-0.0001	0.0100	0.3240	1.3902	-0.0984	-0.0027	1.5861	1.1944	-0.6164	-2.0299	-0.4871	0.3378	0.1433	-0.6014	-2.6584
119.0500	30.6485	-0.0001	0.0100	0.3300	1.3282	-0.0189	-0.0486	1.3658	1.2905	-1.4191	-1.9525	-0.8042	0.9238	0.0849	0.4072	-2.6019
119.1000	30.6650	-0.0001	0.0100	0.3240	1.3455	-0.0849	-0.0797	1.5144	1.1766	-1.3727	0.8443	0.6635	0.8706	0.1092	0.3630	-1.8526
119.1500	30.6812	-0.0001	0.0100	0.3300	1.2701	-0.1397	-0.0688	1.5482	0.9921	-0.4630	-0.2676	-0.6306	-0.9408	0.2889	0.3582	-2.2861
119.2000	30.6977	-0.0001	0.0100	0.3260	1.3085	-0.0197	-0.0720	1.3477	1.2692	0.6180	-0.0799	0.2011	0.2845	-0.2452	0.5491	-2.3568
119.2500	30.7140	-0.0001	0.0100	0.3280	1.3116	-0.1450	-0.0600	1.6002	1.0231	-0.1134	1.4470	0.6963	-1.2427	-0.5560	-0.5182	-2.7102
119.3000	30.7304	-0.0001	0.0100	0.3260	1.3223	-0.0426	0.0022	1.4072	1.2375	0.0579	0.0334	-0.8112	1.1281	-0.0461	-0.5574	-2.2201
119.3500	30.7467	-0.0001	0.0100	0.3280	1.3102	-0.0680	-0.0016	1.4455	1.1750	0.8177	0.8774	0.4713	-1.6600	0.1190	-0.1608	-2.2342
119.4000	30.7631	-0.0001	0.0100	0.3240	1.3357	-0.1385	-0.0202	1.6113	1.0602	-2.2610	-1.0889	-0.5420	-1.0829	-0.6580	0.2651	-2.2342
119.4500	30.7793	-0.0001	0.0100	0.3300	1.3948	-0.0729	-0.0103	1.5398	1.2497	-5.2613	-0.0580	1.1782	0.8883	0.4977	-0.0775	-2.4841
119.5000	30.7958	-0.0001	0.0100	0.3240	1.3709	-0.0382	-0.0322	1.4470	1.2948	-2.3252	-0.7634	-1.0637	-0.4080	0.1044	0.5540	-2.8987
119.5500	30.8120	-0.0001	0.0100	0.3300	1.3134	-0.0765	0.0072	1.4656	1.1611	1.7168	1.4730	0.7220	-1.9797	-0.6191	-0.1510	-2.8233
119.6000	30.8285	-0.0001	0.0100	0.3240	1.3563	-0.0868	-0.0578	1.5291	1.1836	2.4980	-0.0534	-1.8526	1.0304	0.3666	-0.9001	-2.8940
119.6500	30.8447	-0.0001	0.0100	0.3300	1.3298	-0.0736	-0.0791	1.4762	1.1834	-3.6095	-0.6430	0.6008	1.1459	-0.3909	-0.2783	-2.9930
119.7000	30.8612	-0.0001	0.0100	0.3240	1.3518	-0.0476	-0.0595	1.4465	1.2571	-3.0423	0.1000	-0.3801	-0.4347	0.6044	-0.1413	-2.3426
119.7500	30.8774	-0.0001	0.0100	0.3300	1.3287	-0.0484	-0.0988	1.4250	1.2324	0.6287	-0.4212	-0.4450	0.5598	0.1287	-0.3518	-2.6866
119.8000	30.8939	-0.0001	0.0100	0.3240	1.3447	-0.0580	-0.0283	1.4602	1.2292	-0.0313	-0.2017	-0.5937	-1.2516	0.5511	-0.0580	-2.8704
119.8500	30.9101	-0.0001	0.0100	0.3300	1.3127	-0.0459	-0.0174	1.4041	1.2213	-6.0319	-0.1708	1.3478	-1.3226	0.0316	-0.4056	-2.7762
119.9000	30.9266	-0.0001	0.0100	0.3240	1.3541	-0.1175	0.0181	1.5880	1.1201	-1.0088	1.3814	0.2381	1.0748	-0.5414	-0.1217	-2.0033
119.9500	30.9428	-0.0001	0.0100	0.3300	1.3568	-0.0109	-0.0032	1.3786	1.3351	5.0167	1.5167	0.2031	-1.3493	-0.0753	0.0938	-2.4746
120.0000	30.9593	-0.0001	0.0100	0.3260	1.3360	-0.0837	0.0050	1.5025	1.1694	0.6572	-1.1569	-0.1031	1.1014	0.3909	0.2309	-2.2626
120.0500	30.9756	-0.0001	0.0100	0.3300	1.3398	-0.1069	0.0088	1.5525	1.1271	-5.7430	1.5522	0.3504	-0.4525	0.0995	0.0791	-2.6019
120.1000	30.9921	-0.0001	0.0100	0.3240	1.3177	0.0220	0.0061	1.2739	1.3614	-1.3905	0.3160	0.8167	0.2135	-0.5948	0.1378	-2.4557
120.1500	31.0083	-0.0001	0.0100	0.3300	1.3674	-0.0393	-0.0169	1.4457	1.2891	3.5932	-1.1031	-1.3429	1.5277	0.0510	-0.0825	-1.9657
120.2000	31.0248	-0.0001	0.0100	0.3240	1.4018	-0.0344	-0.1103	1.4703	1.3334	-0.2918	-1.4167	0.8769	-0.1772	-0.0073	-0.0678	-2.5029
120.2500	31.0410	-0.0001	0.0100	0.3280	1.3182	-0.0478	-0.1021	1.4134	1.2231	-3.3598	-0.8706	-1.4788	0.9771	-0.2501	0.0448	-3.0778
120.3000	31.0574	-0.0001	0.0100	0.3240	1.2843	-0.1286	-0.0994	1.5402	1.0283	0.5431	-0.2986	-0.9142	-0.9497	0.9783	-0.5328	-1.7819
120.3500	31.0736	-0.0001	0.0100	0.3300	1.3872	-0.0837	-0.0316	1.5538	1.2207	0.9140	-1.5643	-0.3647	-1.1540	-0.0510	0.0644	-2.9506
120.4000	31.0901	-0.0001	0.0100	0.3240	1.2811	-0.1088	0.0536	1.4975	1.0646	-3.1316	-1.6592	-1.1609	1.1459	-0.1870	-0.1950	-2.2767
120.4500	31.1063	-0.0001	0.0100	0.3280	1.3521	-0.0171	0.0372	1.3860	1.3181	-5.1722	-0.7530	-0.9693	-0.9586	-0.1335	0.5589	-2.6490
120.5000	31.1227	-0.0001	0.0100	0.3260	1.3604	-0.0952	-0.0152	1.5498	1.1710	-2.2967	-0.3403	-0.8710	-1.4114	-0.2403	0.0301	-2.9411
120.5500	31.1390	-0.0001	0.0100	0.3280	1.3569	-0.0120	-0.0365	1.3808	1.3331	0.1648	-0.4997	0.3207	0.1158	-0.8425	0.2309	-1.8149
120.6000	31.1554	-0.0001	0.0100	0.3260	1.3580	-0.0815	0.0192	1.5202	1.1957	0.4859	0.7199	-0.0494	-1.1628	-0.5511	0.4169	-3.1673
120.6500	31.1717	-0.0001	0.0100	0.3280	1.3250	-0.0393	0.0072	1.4032	1.2468	-1.1551	-0.6715	-1.0011	-0.0262	0.6918	0.9505	-2.4369
120.7000	31.1881	-0.0001	0.0100	0.3260	1.3055	-0.1014	-0.0136	1.5073	1.1036	-1.0017	-0.2004	0.1945	-0.0795	0.2209	0.2847	-2.9411
120.7500	31.2044	-0.0001	0.0100	0.3300	1.3280	-0.0471	-0.0152	1.4217	1.2343	-1.5654	-1.1548	-0.5789	-1.2249	-0.5365	0.5931	-2.2532
120.8000	31.2209	-0.0001	0.0100	0.3240	1.3050	-0.0009	-0.0398	1.3068	1.3032	-0.3381	0.6700	0.6601	-0.5502	0.6385	0.3288	-2.3898
120.8500	31.2371	-0.0001	0.0100	0.3300	1.3841	-0.0936	-0.0655	1.5703	1.1978	1.4064	0.6149	-1.3616	-0.4969	-0.0025	-0.4791	-2.6395
120.9000	31.2536	-0.0001	0.0100	0.3240	1.4120	-0.0653	-0.0382	1.5419	1.2821	-0.0492	-2.3481	-0.6044	-0.5235	-0.0996	-0.2881	-2.9222
120.9500	31.2698	-0.0001	0.0100	0.3280	1.3290	0.0050	-0.0655	1.3190	1.3390	-1.6510	0.3042	0.3553	0.6397	-0.2841	-0.4497	-2.8940
121.0000	31.2862	-0.0001	0.0100	0.3260	1.3278	-0.1017	-0.0764	1.5303	1.1254	-3.6667	-0.1845	-0.2956	-0.3459	-0.0365	-0.9344	-2.3615
121.0500	31.3025	-0.0001	0.0100	0.3280	1.3390	-0.0197	-0.0289	1.3781	1.2999	-1.9757	0.7506	0.6555	-0.9675	-0.5802	-0.4644	-2.7385
121.1000	31.3189	-0.0001	0.0100	0.3260	1.3062	-0.0963	0.0143	1.4978	1.1147	-2.7355	-1.7561	-0.2448	-0.0884	0.3957	-0.8266	-2.5170
121.1500	31.3352	-0.0001	0.0100	0.3300	1.3484	-0.0607	0.0072	1.4691	1.2277	-1.9399	-1.3070	-1.2631	-0.1061	0.1092	-0.6113	-2.9788
121.2000	31.3517	-0.0001	0.0100	0.3240	1.3660	-0.1374	-0.0054	1.6395	1.0925	1.1352	-1.2098	-1.3639	-0.1239	0.0461	-0.5574	-2.5641
121.2500	31.3679	-0.0001	0.0100	0.3300	1.2858	-0.1167	-0.0507	1.5180	1.0537	1.4884	0.0135	0.6305	-0.0973	0.1966	-0.6063	-2.6819
121.3000	31.3844	-0.0001	0.0100	0.3240	1.3210	-0.0277	-0.0049	1.3761	1.2659	-0.9232	0.4818	0.6711	-0.7898	0.4588	0.1427	-2.0552
121.3500	31.4006	-0.0001	0.0100	0.3300	1.3604	-0.0418	-0.0185	1.4436	1.2772	-3.1779	-1.0432	-1.5366	0.3467	0.0364	-0.2049	-1.8761
121.4000	31.4171	-0.0001	0.0100	0.3240	1.3094	-0.0735	-0.0218	1.4558	1.1630	-1.7009	-1.6893	-0.2351	1.3234	0.6190	0.1624	-2.0458
121.4500	31.4333	-0.0001	0.0100	0.3300	1.3622	-0.0894	-0.0218	1.5402	1.1843	-0.5665	0.2508	1.1738	-0.9763	-0.2403	-0.1754	-2.5359
121.5000	31.4498	-0.0001	0.0100	0.3240	1.4058	-0.0413	-0.0852	1.4880	1.3236	-1.1266	-0.3805	-0.4609	-0.5412	-0.6870	-0.0825	-2.0080
121.5500	31.4660	-0.0001	0.0100	0.3300	1.3414	-0.0705	-0.0781	1.4817	1.2011	-1.0588	-2.0477	-2.4157	1.8829	0.0947	0.2750	-2.6207
121.6000	31.4825	-0.0001	0.0100	0.3260	1.3962	-0.0668	-0.0934	1.5291	1.2632	-1.6403	-1.2491	-0.9810	1.2346	0.5996	0.8037	-3.0778
121.6500	31.4988	-0.0001	0.0100	0.3280	1.3050	-0.0287	0.0126	1.3621	1.2480	-1.9935	-0.3200	1.3973	-0.4791	-0.0656	0.1477	-2.0033
121.7000	31.5152	-0.0001	0.0100	0.3260	1.3958	-0.0523	0.0088	1.4998	1.2918	-2.1183	-0.5105	-1.8259	0.4710	-0.5511	0.2896	-3.0919
121.7500	31.5315	-0.0001	0.0100	0.3280	1.3521	-0.1198	-0.0043	1.5905	1.1137	-1.8044	-1.2213	-1.0099	-2.1750	-1.0658	0.3483	-2.5359
121.8000	31.5479	-0.0001	0.0100	0.3240	1.2574	-0.0665	-0.0234	1.3896	1.1252	-0.2204	-1.0668	-1.2227	-1.0208	0.3277	-0.8462	-3.2144
